"sp","rho","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","vlag_1","vlag_2","vlag_3","vlag_4","vlag_5","vlag_6","vlag_7","vlag_8","vlag_9","vlag_10"
111,0.925756143174783,111,97,8,110,NA,NA,NA,NA,NA,NA,1,1,2,3,NA,NA,NA,NA,NA,NA
111,0.925049083692326,111,91,70,22,NA,NA,NA,NA,NA,NA,1,1,3,1,NA,NA,NA,NA,NA,NA
111,0.924825934319277,111,26,108,91,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA
111,0.924721620750586,111,30,59,90,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,NA
111,0.924664466526066,111,98,19,8,NA,NA,NA,NA,NA,NA,1,2,1,3,NA,NA,NA,NA,NA,NA
111,0.924494221112235,111,78,15,22,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,NA,NA
111,0.924449049958774,111,21,110,66,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA
111,0.924347210049408,111,98,94,3,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,NA,NA
111,0.924132027520817,111,8,49,32,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,NA
111,0.924043788573115,111,66,16,22,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,NA
111,0.924010004913076,111,36,30,74,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA
111,0.923744690901365,111,3,91,115,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA
111,0.923595095146423,111,64,26,47,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,NA
111,0.923494154866543,111,59,21,42,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA
111,0.92330548849145,111,98,36,3,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,NA,NA,NA,NA,NA
111,0.923171252631082,111,44,19,10,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA
111,0.923011631555749,111,55,10,61,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,NA,NA
111,0.922712257677191,111,107,30,13,NA,NA,NA,NA,NA,NA,1,3,1,1,NA,NA,NA,NA,NA,NA
111,0.922339347179811,111,55,10,22,NA,NA,NA,NA,NA,NA,1,3,2,1,NA,NA,NA,NA,NA,NA
111,0.922146999777952,111,19,45,98,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA
111,0.92208592785552,111,88,57,3,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA
111,0.922073877518886,111,55,69,100,NA,NA,NA,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA
111,0.921613348923435,111,65,77,106,NA,NA,NA,NA,NA,NA,1,3,1,1,NA,NA,NA,NA,NA,NA
111,0.921590735154255,111,67,3,84,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,NA
111,0.921463481094303,111,105,5,27,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA
111,0.921331089630113,111,77,21,52,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA
111,0.921284219427113,111,85,88,21,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,NA,NA,NA,NA
111,0.921076320603002,111,98,2,26,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,NA,NA,NA,NA
111,0.92094009464198,111,52,65,109,NA,NA,NA,NA,NA,NA,1,3,3,3,NA,NA,NA,NA,NA,NA
111,0.920733118665403,111,91,74,77,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA
111,0.920555443984603,111,8,71,107,NA,NA,NA,NA,NA,NA,1,3,2,3,NA,NA,NA,NA,NA,NA
111,0.920534029580516,111,109,65,72,NA,NA,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,NA
111,0.920308240924344,111,72,41,77,NA,NA,NA,NA,NA,NA,1,2,3,3,NA,NA,NA,NA,NA,NA
111,0.920285480349956,111,115,72,55,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA
111,0.920100479337823,111,46,87,42,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,NA,NA,NA,NA,NA
111,0.920052063118893,111,91,114,41,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,NA
111,0.919994872087855,111,38,41,94,NA,NA,NA,NA,NA,NA,1,3,3,1,NA,NA,NA,NA,NA,NA
111,0.919994423512433,111,98,77,65,NA,NA,NA,NA,NA,NA,1,2,2,3,NA,NA,NA,NA,NA,NA
111,0.919917537720303,111,45,73,53,NA,NA,NA,NA,NA,NA,1,3,1,3,NA,NA,NA,NA,NA,NA
111,0.919864402909399,111,28,115,3,NA,NA,NA,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA
111,0.919807904469703,111,55,76,68,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA
111,0.919702224069166,111,93,110,32,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA
111,0.919640377210509,111,58,89,94,NA,NA,NA,NA,NA,NA,1,3,1,1,NA,NA,NA,NA,NA,NA
111,0.919621885371894,111,74,21,8,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,NA
111,0.919621697399903,111,30,13,8,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,NA
111,0.919617269079184,111,45,48,46,NA,NA,NA,NA,NA,NA,1,3,1,1,NA,NA,NA,NA,NA,NA
111,0.919587783932893,111,34,21,77,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,NA
111,0.919559917921922,111,100,92,91,NA,NA,NA,NA,NA,NA,1,1,3,1,NA,NA,NA,NA,NA,NA
111,0.919354083350323,111,56,21,59,NA,NA,NA,NA,NA,NA,1,3,2,1,NA,NA,NA,NA,NA,NA
111,0.919347273670238,111,51,10,46,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,NA,NA
111,0.919298888631093,111,55,69,104,NA,NA,NA,NA,NA,NA,1,3,1,1,NA,NA,NA,NA,NA,NA
111,0.919153573627987,111,30,63,118,NA,NA,NA,NA,NA,NA,1,2,2,3,NA,NA,NA,NA,NA,NA
111,0.919131492541785,111,58,10,115,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA
111,0.919112005990774,111,71,98,25,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA
111,0.919100854778912,111,35,109,85,NA,NA,NA,NA,NA,NA,1,1,3,2,NA,NA,NA,NA,NA,NA
111,0.919023232850592,111,77,53,58,NA,NA,NA,NA,NA,NA,1,1,3,3,NA,NA,NA,NA,NA,NA
111,0.918957478985042,111,30,101,116,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,NA
111,0.918779987162288,111,42,30,21,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,NA,NA,NA,NA
111,0.918778563542464,111,45,33,73,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA
111,0.918773712459108,111,97,109,19,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,NA
111,0.918768155348005,111,3,101,107,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,NA,NA,NA,NA
111,0.918700391600583,111,2,47,91,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA
111,0.918658951513292,111,68,30,69,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA
111,0.918544860144064,111,110,30,81,NA,NA,NA,NA,NA,NA,1,1,3,1,NA,NA,NA,NA,NA,NA
111,0.918485182325271,111,30,39,103,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA
111,0.918430750674026,111,6,46,45,NA,NA,NA,NA,NA,NA,1,3,2,3,NA,NA,NA,NA,NA,NA
111,0.918308448203681,111,65,109,85,NA,NA,NA,NA,NA,NA,1,3,2,1,NA,NA,NA,NA,NA,NA
111,0.918235378345666,111,86,25,109,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,NA
111,0.918210700914089,111,86,16,46,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,NA
111,0.918181080510266,111,32,22,44,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,NA
111,0.918157746808039,111,61,69,84,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA
111,0.918107055778066,111,32,44,9,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA
111,0.91808697543548,111,109,89,30,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA
111,0.918074278607595,111,15,105,27,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,NA
111,0.918003920637861,111,115,104,32,NA,NA,NA,NA,NA,NA,1,3,1,3,NA,NA,NA,NA,NA,NA
111,0.917980002172856,111,39,55,26,NA,NA,NA,NA,NA,NA,1,3,3,1,NA,NA,NA,NA,NA,NA
111,0.917950586789873,111,99,42,55,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,NA,NA,NA,NA,NA
111,0.917949098515921,111,30,19,96,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,NA
111,0.91787153403508,111,76,21,37,NA,NA,NA,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA
111,0.917856044514526,111,92,11,74,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA
111,0.917816444676949,111,52,93,90,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA
111,0.917787174464109,111,56,3,39,NA,NA,NA,NA,NA,NA,1,1,3,1,NA,NA,NA,NA,NA,NA
111,0.917774111819882,111,105,98,42,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA
111,0.917762708073253,111,30,110,93,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,NA
111,0.917724009938596,111,67,93,3,NA,NA,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,NA
111,0.91767254722017,111,2,59,110,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA
111,0.917607179970031,111,82,77,44,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA
111,0.917552079244874,111,103,62,44,NA,NA,NA,NA,NA,NA,1,1,3,1,NA,NA,NA,NA,NA,NA
111,0.917544790844872,111,91,98,77,NA,NA,NA,NA,NA,NA,1,1,3,2,NA,NA,NA,NA,NA,NA
111,0.917524084624188,111,110,2,88,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,NA,NA,NA,NA
111,0.917436891279684,111,69,59,93,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,NA
111,0.917401452097243,111,14,91,32,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA
111,0.917346492941213,111,41,32,25,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA
111,0.917322180340047,111,14,91,40,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA
111,0.917300635207147,111,100,24,58,NA,NA,NA,NA,NA,NA,1,1,2,3,NA,NA,NA,NA,NA,NA
112,0.915586732637253,112,27,49,35,91,107,103,NA,NA,NA,1,3,1,1,1,1,3,NA,NA,NA
112,0.909155946959164,112,110,61,35,47,74,94,NA,NA,NA,1,3,2,1,3,1,1,NA,NA,NA
112,0.906125982997239,112,100,35,55,40,13,42,NA,NA,NA,1,1,1,1,2,1,2,NA,NA,NA
112,0.905851501476513,112,2,112,35,109,13,52,NA,NA,NA,1,1,1,1,3,1,3,NA,NA,NA
112,0.905555406611491,112,47,94,98,21,48,35,NA,NA,NA,1,2,1,2,3,3,1,NA,NA,NA
112,0.904924407297541,112,35,111,27,98,101,3,NA,NA,NA,1,1,1,2,3,2,2,NA,NA,NA
112,0.904162181300118,112,117,55,31,75,47,76,NA,NA,NA,1,3,2,2,3,2,1,NA,NA,NA
112,0.904116337403047,112,108,118,100,88,49,82,NA,NA,NA,1,3,1,3,1,1,1,NA,NA,NA
112,0.902901147611615,112,34,113,58,20,76,43,NA,NA,NA,1,1,2,2,1,1,2,NA,NA,NA
112,0.902268587609075,112,53,26,49,52,88,104,NA,NA,NA,1,1,1,3,1,2,1,NA,NA,NA
112,0.902256396347504,112,106,11,35,53,86,47,NA,NA,NA,1,2,1,1,2,1,3,NA,NA,NA
112,0.90204074044562,112,75,65,10,34,112,81,NA,NA,NA,1,2,2,1,1,2,1,NA,NA,NA
112,0.901759303512279,112,27,26,108,61,43,9,NA,NA,NA,1,3,1,3,1,2,2,NA,NA,NA
112,0.901542477935336,112,73,41,90,107,13,58,NA,NA,NA,1,1,3,1,1,1,3,NA,NA,NA
112,0.901471891471583,112,48,66,61,84,117,107,NA,NA,NA,1,1,2,2,1,2,1,NA,NA,NA
112,0.901353619089649,112,35,99,29,25,46,97,NA,NA,NA,1,1,2,1,3,3,2,NA,NA,NA
112,0.901132796984281,112,10,35,34,10,51,21,NA,NA,NA,1,3,1,1,1,1,3,NA,NA,NA
112,0.901117464998767,112,95,50,103,3,82,32,NA,NA,NA,1,3,1,3,2,1,1,NA,NA,NA
112,0.900538819375874,112,58,79,5,18,1,95,NA,NA,NA,1,3,2,2,2,1,1,NA,NA,NA
112,0.90015497227383,112,114,9,78,2,47,113,NA,NA,NA,1,2,1,1,2,3,3,NA,NA,NA
112,0.899912595295,112,100,52,72,97,88,112,NA,NA,NA,1,2,1,2,1,1,2,NA,NA,NA
112,0.899419101466766,112,46,14,73,106,5,35,NA,NA,NA,1,1,1,3,1,3,1,NA,NA,NA
112,0.899371636099764,112,32,44,100,91,66,47,NA,NA,NA,1,2,1,1,1,1,2,NA,NA,NA
112,0.898792540374326,112,29,32,6,44,90,11,NA,NA,NA,1,1,2,3,1,2,1,NA,NA,NA
112,0.898595105141251,112,39,28,55,53,6,112,NA,NA,NA,1,1,1,2,2,3,2,NA,NA,NA
112,0.898382937484838,112,97,51,95,6,102,62,NA,NA,NA,1,3,1,1,3,3,1,NA,NA,NA
112,0.898343488043113,112,7,8,11,91,20,24,NA,NA,NA,1,2,3,1,1,3,1,NA,NA,NA
112,0.898275579789877,112,3,82,58,114,57,66,NA,NA,NA,1,2,1,2,1,3,1,NA,NA,NA
112,0.898247627491029,112,28,44,91,97,41,65,NA,NA,NA,1,2,1,1,2,1,3,NA,NA,NA
112,0.898155864064823,112,98,28,89,70,25,65,NA,NA,NA,1,1,2,1,1,1,2,NA,NA,NA
112,0.898039094586453,112,15,89,14,2,87,28,NA,NA,NA,1,2,1,3,2,1,2,NA,NA,NA
112,0.898037374665511,112,79,113,82,34,112,76,NA,NA,NA,1,1,3,1,1,2,1,NA,NA,NA
112,0.898006585450726,112,35,34,11,24,85,39,NA,NA,NA,1,1,1,3,2,3,1,NA,NA,NA
112,0.897926534322384,112,17,75,87,53,82,24,NA,NA,NA,1,2,2,2,3,1,2,NA,NA,NA
112,0.897628558341034,112,97,100,66,65,35,11,NA,NA,NA,1,1,1,2,2,1,3,NA,NA,NA
112,0.897455352241509,112,101,87,55,85,88,48,NA,NA,NA,1,1,1,3,3,1,1,NA,NA,NA
112,0.897452724306187,112,42,41,75,62,57,94,NA,NA,NA,1,3,1,1,1,1,1,NA,NA,NA
112,0.897104404212273,112,3,18,91,22,89,35,NA,NA,NA,1,2,1,2,1,1,1,NA,NA,NA
112,0.897048487475092,112,75,105,111,97,58,3,NA,NA,NA,1,1,2,3,1,1,2,NA,NA,NA
112,0.896782608308472,112,3,15,98,35,50,40,NA,NA,NA,1,2,2,2,1,1,1,NA,NA,NA
112,0.896748977860297,112,14,41,114,15,35,77,NA,NA,NA,1,1,1,1,3,1,3,NA,NA,NA
112,0.896637962684968,112,90,104,40,29,53,40,NA,NA,NA,1,2,2,1,1,2,3,NA,NA,NA
112,0.896507607163069,112,25,21,37,58,30,100,NA,NA,NA,1,1,1,1,3,2,1,NA,NA,NA
112,0.896477105902877,112,47,28,118,27,97,35,NA,NA,NA,1,1,1,1,3,2,1,NA,NA,NA
112,0.896407737543862,112,49,20,49,46,86,56,NA,NA,NA,1,3,1,1,1,1,1,NA,NA,NA
112,0.89640627628928,112,61,87,106,75,14,56,NA,NA,NA,1,2,1,1,3,1,3,NA,NA,NA
112,0.89640597442936,112,65,94,90,69,3,48,NA,NA,NA,1,2,3,1,3,2,1,NA,NA,NA
112,0.896283224260753,112,57,110,40,85,35,63,NA,NA,NA,1,1,3,1,2,1,1,NA,NA,NA
112,0.89624093687566,112,75,110,32,86,49,107,NA,NA,NA,1,2,1,2,1,3,3,NA,NA,NA
112,0.896202320357684,112,3,118,116,97,86,93,NA,NA,NA,1,2,1,2,1,3,3,NA,NA,NA
112,0.896169457383187,112,11,88,37,73,6,35,NA,NA,NA,1,1,1,2,1,3,1,NA,NA,NA
112,0.896147626167203,112,69,17,97,35,88,65,NA,NA,NA,1,3,2,2,1,2,3,NA,NA,NA
112,0.895741384246165,112,81,88,92,47,38,101,NA,NA,NA,1,1,3,2,1,3,1,NA,NA,NA
112,0.895699154083939,112,3,95,52,10,38,14,NA,NA,NA,1,2,1,2,3,3,3,NA,NA,NA
112,0.895681586053394,112,66,2,112,46,103,54,NA,NA,NA,1,3,2,1,3,1,1,NA,NA,NA
112,0.895616145441165,112,75,6,110,41,12,27,NA,NA,NA,1,1,3,1,2,1,2,NA,NA,NA
112,0.895611145634039,112,110,22,91,97,54,98,NA,NA,NA,1,2,1,1,1,2,3,NA,NA,NA
112,0.895561056362684,112,70,40,32,10,35,92,NA,NA,NA,1,3,2,1,2,1,1,NA,NA,NA
112,0.895521319310889,112,108,3,69,47,38,20,NA,NA,NA,1,3,2,3,1,1,1,NA,NA,NA
112,0.895484637391916,112,95,3,104,65,37,103,NA,NA,NA,1,2,2,2,2,1,2,NA,NA,NA
112,0.895388802799524,112,93,24,18,29,89,45,NA,NA,NA,1,3,1,2,1,1,2,NA,NA,NA
112,0.895358445408665,112,88,107,57,10,69,42,NA,NA,NA,1,2,1,2,3,1,1,NA,NA,NA
112,0.895322235661371,112,14,51,35,106,50,87,NA,NA,NA,1,3,3,1,1,3,1,NA,NA,NA
112,0.89532158744883,112,13,92,42,26,108,6,NA,NA,NA,1,1,2,3,1,3,3,NA,NA,NA
112,0.895256310234179,112,88,51,35,3,25,45,NA,NA,NA,1,1,1,1,3,3,1,NA,NA,NA
112,0.895218579119554,112,112,104,27,76,47,94,NA,NA,NA,1,2,2,2,1,1,1,NA,NA,NA
112,0.895212644072151,112,93,94,37,62,3,24,NA,NA,NA,1,2,1,1,3,2,1,NA,NA,NA
112,0.895084000584658,112,35,3,73,50,17,103,NA,NA,NA,1,1,2,2,1,2,1,NA,NA,NA
112,0.895051372591694,112,100,101,27,118,29,78,NA,NA,NA,1,1,1,1,2,1,3,NA,NA,NA
112,0.894985119654003,112,53,10,65,6,27,80,NA,NA,NA,1,2,1,2,3,2,3,NA,NA,NA
112,0.894832658340179,112,89,51,61,75,11,25,NA,NA,NA,1,2,2,2,3,1,1,NA,NA,NA
112,0.894812275851398,112,74,115,40,70,43,88,NA,NA,NA,1,1,2,1,2,2,2,NA,NA,NA
112,0.894658964920435,112,67,52,55,25,58,18,NA,NA,NA,1,1,3,3,1,2,1,NA,NA,NA
112,0.894652003783057,112,5,71,90,35,85,27,NA,NA,NA,1,1,1,1,1,2,3,NA,NA,NA
112,0.894547397201141,112,47,44,108,88,73,102,NA,NA,NA,1,2,3,3,2,1,1,NA,NA,NA
112,0.894456815476719,112,48,99,75,39,45,57,NA,NA,NA,1,1,2,2,2,2,2,NA,NA,NA
112,0.894413646931374,112,29,110,109,53,22,10,NA,NA,NA,1,1,3,2,2,1,3,NA,NA,NA
112,0.894284327204805,112,53,38,60,68,73,30,NA,NA,NA,1,3,3,1,1,1,2,NA,NA,NA
112,0.894276493867776,112,100,24,84,107,70,81,NA,NA,NA,1,2,3,1,1,2,2,NA,NA,NA
112,0.894192859952023,112,97,25,65,6,10,76,NA,NA,NA,1,1,2,2,2,3,3,NA,NA,NA
112,0.894161300968956,112,101,94,14,5,40,55,NA,NA,NA,1,3,1,1,1,3,3,NA,NA,NA
112,0.894095384347053,112,97,98,55,80,58,39,NA,NA,NA,1,1,2,3,3,2,2,NA,NA,NA
112,0.894045528906265,112,17,16,49,6,43,81,NA,NA,NA,1,3,1,1,3,3,1,NA,NA,NA
112,0.894039736386585,112,96,89,56,91,109,80,NA,NA,NA,1,1,3,2,1,3,2,NA,NA,NA
112,0.894036350871372,112,35,90,72,45,32,40,NA,NA,NA,1,1,2,1,3,3,1,NA,NA,NA
112,0.893938245022625,112,95,69,87,102,90,81,NA,NA,NA,1,1,1,2,2,1,1,NA,NA,NA
112,0.893855587567211,112,117,3,56,82,42,61,NA,NA,NA,1,3,2,2,1,3,1,NA,NA,NA
112,0.893845359268669,112,105,50,56,96,5,3,NA,NA,NA,1,1,3,3,2,1,2,NA,NA,NA
112,0.893821670920405,112,7,109,105,41,29,104,NA,NA,NA,1,3,3,2,1,1,1,NA,NA,NA
112,0.893636443464363,112,72,111,22,88,57,25,NA,NA,NA,1,1,1,1,2,2,1,NA,NA,NA
112,0.893620546340495,112,32,25,111,57,3,97,NA,NA,NA,1,2,1,1,2,2,2,NA,NA,NA
112,0.893610789020256,112,28,10,13,3,71,47,NA,NA,NA,1,2,2,1,2,1,2,NA,NA,NA
112,0.893603460188643,112,3,94,26,70,11,45,NA,NA,NA,1,2,3,1,3,3,1,NA,NA,NA
112,0.893547327121277,112,108,109,69,53,31,8,NA,NA,NA,1,3,2,1,2,1,1,NA,NA,NA
112,0.893462663064409,112,55,39,59,3,105,26,NA,NA,NA,1,2,1,1,2,2,3,NA,NA,NA
112,0.893381040753539,112,53,108,27,8,71,77,NA,NA,NA,1,1,3,1,1,1,3,NA,NA,NA
112,0.89332601939289,112,88,13,74,59,100,34,NA,NA,NA,1,2,1,1,1,2,1,NA,NA,NA
112,0.893311379419961,112,118,43,63,75,41,95,NA,NA,NA,1,2,2,2,2,3,1,NA,NA,NA
112,0.893300018517334,112,27,79,89,24,61,107,NA,NA,NA,1,3,2,2,1,1,1,NA,NA,NA
112,0.893275918170914,112,100,14,108,13,69,28,NA,NA,NA,1,3,1,2,1,1,2,NA,NA,NA
113,0.808680908785022,113,76,93,98,116,28,NA,NA,NA,NA,1,1,1,3,1,1,NA,NA,NA,NA
113,0.807629555702314,113,77,84,30,89,62,NA,NA,NA,NA,1,3,1,2,1,1,NA,NA,NA,NA
113,0.805501148264491,113,20,34,89,15,49,NA,NA,NA,NA,1,3,1,2,2,1,NA,NA,NA,NA
113,0.805427425198341,113,40,87,16,49,81,NA,NA,NA,NA,1,2,3,2,1,1,NA,NA,NA,NA
113,0.804413069438789,113,110,30,45,71,88,NA,NA,NA,NA,1,3,2,2,1,1,NA,NA,NA,NA
113,0.803694820365761,113,80,70,23,71,54,NA,NA,NA,NA,1,2,1,2,1,1,NA,NA,NA,NA
113,0.803508260828907,113,8,87,74,54,45,NA,NA,NA,NA,1,3,2,1,1,2,NA,NA,NA,NA
113,0.802312629580261,113,54,14,98,4,45,NA,NA,NA,NA,1,3,2,3,2,3,NA,NA,NA,NA
113,0.802138369234966,113,71,21,89,93,42,NA,NA,NA,NA,1,1,3,1,1,3,NA,NA,NA,NA
113,0.799545591208922,113,14,45,54,85,16,NA,NA,NA,NA,1,1,3,1,3,1,NA,NA,NA,NA
113,0.799035156904268,113,7,59,5,87,11,NA,NA,NA,NA,1,1,3,1,2,1,NA,NA,NA,NA
113,0.797341187248872,113,37,31,17,45,12,NA,NA,NA,NA,1,3,1,1,2,2,NA,NA,NA,NA
113,0.796844336811572,113,54,66,27,47,65,NA,NA,NA,NA,1,1,1,2,1,2,NA,NA,NA,NA
113,0.795852737732421,113,87,6,17,78,40,NA,NA,NA,NA,1,2,3,1,1,2,NA,NA,NA,NA
113,0.795766190093101,113,24,22,62,102,31,NA,NA,NA,NA,1,2,1,2,2,1,NA,NA,NA,NA
113,0.795413279749683,113,71,19,41,56,115,NA,NA,NA,NA,1,2,1,1,2,2,NA,NA,NA,NA
113,0.794258444518199,113,81,11,65,21,87,NA,NA,NA,NA,1,1,1,2,3,2,NA,NA,NA,NA
113,0.793394560315803,113,28,87,114,49,41,NA,NA,NA,NA,1,2,1,2,1,1,NA,NA,NA,NA
113,0.792873265637962,113,35,66,14,18,71,NA,NA,NA,NA,1,3,1,1,2,3,NA,NA,NA,NA
113,0.792677524029359,113,103,17,6,66,35,NA,NA,NA,NA,1,1,1,2,1,2,NA,NA,NA,NA
113,0.792302243384061,113,73,27,76,66,79,NA,NA,NA,NA,1,3,1,1,2,2,NA,NA,NA,NA
113,0.792145337348212,113,52,104,85,2,93,NA,NA,NA,NA,1,1,1,1,2,1,NA,NA,NA,NA
113,0.791556305926588,113,23,89,32,75,91,NA,NA,NA,NA,1,3,1,1,1,1,NA,NA,NA,NA
113,0.791139766386304,113,44,47,54,27,56,NA,NA,NA,NA,1,2,1,1,3,1,NA,NA,NA,NA
113,0.791115366198928,113,77,91,63,20,39,NA,NA,NA,NA,1,2,1,2,2,1,NA,NA,NA,NA
113,0.790584804338569,113,62,98,19,103,70,NA,NA,NA,NA,1,3,1,1,1,1,NA,NA,NA,NA
113,0.790528036760308,113,102,89,70,31,108,NA,NA,NA,NA,1,1,1,2,1,3,NA,NA,NA,NA
113,0.790458447096532,113,89,76,73,9,2,NA,NA,NA,NA,1,1,1,1,1,2,NA,NA,NA,NA
113,0.789895221076772,113,54,89,17,6,14,NA,NA,NA,NA,1,1,1,3,2,1,NA,NA,NA,NA
113,0.789846587741634,113,99,72,116,108,71,NA,NA,NA,NA,1,2,3,1,2,1,NA,NA,NA,NA
113,0.789477182081091,113,82,97,60,61,20,NA,NA,NA,NA,1,3,3,1,2,1,NA,NA,NA,NA
113,0.78920690542426,113,43,29,88,97,19,NA,NA,NA,NA,1,1,1,1,3,3,NA,NA,NA,NA
113,0.788712574357284,113,58,89,87,6,100,NA,NA,NA,NA,1,1,1,2,1,1,NA,NA,NA,NA
113,0.788326326780756,113,5,35,30,33,106,NA,NA,NA,NA,1,3,3,2,2,1,NA,NA,NA,NA
113,0.788244788196852,113,92,38,91,17,39,NA,NA,NA,NA,1,3,2,2,1,3,NA,NA,NA,NA
113,0.788202972814531,113,103,111,81,34,88,NA,NA,NA,NA,1,2,1,1,1,2,NA,NA,NA,NA
113,0.788080293542552,113,47,19,66,94,43,NA,NA,NA,NA,1,3,1,1,3,3,NA,NA,NA,NA
113,0.788041990614322,113,75,92,88,39,15,NA,NA,NA,NA,1,1,1,1,2,2,NA,NA,NA,NA
113,0.788016869442566,113,25,2,17,88,10,NA,NA,NA,NA,1,3,2,1,1,1,NA,NA,NA,NA
113,0.787703786753235,113,59,18,32,74,20,NA,NA,NA,NA,1,1,1,3,1,2,NA,NA,NA,NA
113,0.787633703168302,113,109,45,41,45,115,NA,NA,NA,NA,1,3,3,1,2,2,NA,NA,NA,NA
