,UASB_004,UASB_005,UASB_006,UASB_007,UASB_008,UASB_009,UASB_010,UASB_011,UASB_012,UASB_013,UASB_014,UASB_015,UASB_016,UASB_017,UASB_018,UASB_019,UASB_020,UASB_021,UASB_022,UASB_023,UASB_024,UASB_025,UASB_026,UASB_027,UASB_028,UASB_029,UASB_030,UASB_031,UASB_032,UASB_033,UASB_034,UASB_035,UASB_036,UASB_037,UASB_038,UASB_039,UASB_040,UASB_041,UASB_042,UASB_043,UASB_044,UASB_045,UASB_046,UASB_047,UASB_048,UASB_049,UASB_050,UASB_051,UASB_052,UASB_053,UASB_054,UASB_055,UASB_056,UASB_057,UASB_058,UASB_059,UASB_060,UASB_061,UASB_062,UASB_063,UASB_064,UASB_065,UASB_066,UASB_067,UASB_068,UASB_069,UASB_070,UASB_071,UASB_072,UASB_073,UASB_074,UASB_075,UASB_076,UASB_077,UASB_078,UASB_079,UASB_080,UASB_081,UASB_082,UASB_083,UASB_084,UASB_085,UASB_086,UASB_087,UASB_088,UASB_089,UASB_090,UASB_091,UASB_092,UASB_093,UASB_094,UASB_095,UASB_096,UASB_097,UASB_098,UASB_099,UASB_100,UASB_101,UASB_102,UASB_103,UASB_104,UASB_105,UASB_106,UASB_107,UASB_108,UASB_109,UASB_110,UASB_111
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Lentimicrobiaceae;g__Lentimicrobium,0,0,0,0.0100499,0,0.0122003,0.023306898,0.034027492,0.030043605,0.037050791,0.029480305,0.0486003,0.070646406,0.070981902,0.097685205,0.089640488,0.090650101,0.092990779,0.051788296,0.076277667,0.078201908,0.087229892,0.187339572,0.212432163,0.339531066,0.387939297,0.450349455,0.268430537,0.275217972,0.405248193,0.315045894,0.309442436,0.409202626,0.553020696,0.50044171,0.566499206,0.644534242,0.551254563,0.386360198,0.381973172,0.188646428,0.242741974,0.258806632,0.198783161,0.224765655,0.306339519,0.360011159,0.387344605,0.331869218,0.226185289,0.187260028,0.1498801,0.126658409,0.060636698,0.136444307,0.142276376,0.144513329,0.261554949,0.212464693,0.140055985,0.183353878,0.18240723,0.150686914,0.213063703,0.314418361,0.272380605,0.205852499,0.219416798,0.213051112,0.222983621,0.17182131,0.187758167,0.149012831,0.117639582,0.147800663,0.091338585,0.131973144,0.072606915,0.061489327,0.054507789,0.035148394,0.052652397,0.041063509,0.078413806,0.063457785,0.078336699,0.075659709,0.109203102,0.094914398,0.126570614,0.092815999,0.097007718,0.090188597,0.085701642,0.087196093,0.105099216,0.024794816,0.056248209,0,0.062053971,0.039965605,0.031108106,0.017801503,0.028829193,0.051679612,0.061059828,0.018339896,0
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__SCGC_AAA011-D5;g__SCGC_AAA011-D5,0,0,0,0,0,0,0,0,0,0,0.017688203,0.0550804,0.088308008,0.145343904,0.17464921,0.170316977,0.176120202,0.174357761,0.155364888,0.279684578,0.269362227,0.152652287,0.214533983,0.11438658,0.074373493,0.116697229,0.09985119,0.092672478,0.090897657,0.059790684,0.162539545,0.106094512,0.127307439,0.085718168,0.073594316,0.079921029,0.04210529,0.045184797,0.0648088,0.031356006,0.058045009,0.048548395,0.028756304,0.024094895,0.024205495,0.025528302,0.027693205,0.04028379,0.034163002,0.031897898,0.025391204,0.0509592,0,0.020212199,0.020466601,0.010162598,0.032114106,0.016123297,0,0.031830897,0.021456309,0.010890002,0.010513001,0.057241001,0.035559207,0.039343901,0.0316696,0.0286196,0.027490502,0.05493803,0.054982803,0.037551593,0.055879811,0.050871192,0.048195888,0.031496095,0.041896214,0.031947006,0.064563728,0.040880792,0.038077394,0.047387097,0.04790751,0.033605903,0.063457785,0.062016499,0.056744707,0.051871501,0.052049799,0.064828807,0.0525958,0.042285408,0.040994799,0.052526826,0.048829796,0.039412206,0.024794816,0.056248209,0.050342301,0.077567464,0.064559808,0.037329708,0.035603005,0.04324389,0.060292914,0.042476419,0.058687587,0.062974488
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SG8-4;g__SG8-4,0.25684406,0.230646464,0.198657724,0.110549099,0.136179411,0.152504102,0.10987549,0.132707167,0.141204722,0.098801976,0.103180917,0.119880801,0.123631211,0.165624504,0.18945001,0.233065368,0.238280203,0.26734854,0.333387273,0.231657999,0.20564212,0.172642485,0.10273464,0.120922879,0.126111588,0.107235227,0.09781349,0.201322953,0.164120803,0.159441958,0.254846014,0.17387722,0.115182935,0.121664555,0.100088322,0.072869227,0.08097168,0.093381894,0.1096765,0.082665816,0.110285616,0.09709679,0.104241613,0.105415279,0.145233171,0.093603706,0.117695919,0.130147768,0.18545631,0.110192795,0.139651521,0.1229017,0.14249071,0.141485595,0.184199809,0.182926769,0.240855548,0.284844045,0.323755742,0.257830372,0.276981418,0.272249645,0.297869427,0.311645404,0.439811385,0.354094806,0.395870299,0.403854097,0.391739122,0.400724117,0.402061923,0.447490222,0.409785284,0.410148736,0.3984191,0.384251937,0.431531245,0.342704569,0.359712358,0.275264344,0.354412542,0.321179382,0.417479491,0.428475435,0.390265508,0.391683295,0.438195555,0.401321408,0.496004391,0.456888852,0.460986297,0.47757639,0.481005686,0.492093543,0.422029165,0.397875561,0.465590697,0.487484875,0.526916407,0.395594016,0.405804248,0.516394106,0.459872469,0.504511685,0.513924918,0.504407128,0.597879771,0.486302904
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidetes_vadinHA17;g__Bacteroidetes_vadinHA17,1.172417818,0.987639973,0.896644408,0.757093596,0.753737063,0.768620808,0.792435125,0.857492688,0.877272139,0.744102621,0.701630413,0.712804605,0.815377475,0.770660819,0.893967249,1.015925961,1.025641012,1.063582261,1.265576899,0.856004328,0.802293979,0.825049429,0.507629795,0.709196577,0.371867363,0.498328525,0.364762664,0.766944521,0.696882136,0.744062204,0.752498046,0.592361269,0.545603468,1.039678816,0.947895409,0.74044497,0.767611112,1.02418883,0.785183697,0.592913611,0.713954106,0.65702163,0.621854878,0.680681765,0.802240538,0.694936943,0.962337459,0.89244188,1.100536859,0.971436853,1.171168478,1.1211031,0.829612756,1.05103586,0.941465446,1.151761308,1.229969045,1.142959278,1.085930577,0.977208994,1.082568162,1.034548672,1.145921003,1.173440215,1.130408919,1.131892719,1.190777796,1.198842492,1.116800161,1.467167295,1.316151275,1.358117162,1.294548865,1.437110276,1.362336159,1.307086387,1.569014127,1.408573683,1.361987898,1.321813733,1.320992182,1.27945233,1.341409492,1.305029806,1.259637401,1.315402882,1.065540333,1.272216025,1.325740176,1.305837848,1.262298092,1.176529321,1.254441062,1.133473959,1.077744012,1.223654987,1.157089238,1.062466963,1.134380515,1.116971282,1.057550525,1.101225926,1.014686351,0.870643002,1.013494333,1.064564581,1.166415749,1.133540676
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,13.5190648,20.50092236,27.95436578,34.93350293,41.49987674,43.66192934,37.95697849,32.65958083,34.6071859,37.12793969,36.69998531,38.06700387,31.29930818,28.29136461,23.13954307,16.0725469,13.23491336,11.51051701,9.389868149,11.23258541,12.63685465,11.23993583,9.892736809,11.08568998,12.79870523,16.4069933,18.83724062,18.05834749,18.78804354,11.85849218,9.858727668,10.73323246,12.48219593,14.56103433,17.23580009,19.69818777,21.88825374,19.72768486,24.2559449,27.77857482,26.27409261,31.05479168,34.24515168,33.14859894,32.32822057,33.41653877,28.72473474,30.64980186,27.53538459,29.56357698,25.14997052,24.6942446,28.86545906,26.76435808,24.01078028,16.85297819,11.69273493,8.624147427,6.55942548,4.847847676,3.942108683,2.70888395,2.400476816,1.790370823,1.631981117,1.213606921,1.029262697,0.658250395,0.532627729,0.310237968,0.226804113,0.156465073,0.127281826,0.13035738,0.157439761,0.125984279,0.108930237,0.113266723,0.095308442,0.065409387,0.046864492,0.071080696,0.054751412,0.039206903,0.047593389,0.039168299,0.028372404,0.079172202,0.073482099,0.067915908,0.0495019,0.057209711,0.051926798,0.077407938,0.045341996,0.078824412,0.071629346,0.06249801,0.063766901,0.056882774,0.095302511,0.152429531,0.118676818,0.118199873,0.12919903,0.119464854,0.102703278,0.423328516
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Leptolinea,0.06345559,0.10940923,0.059060407,0.0569495,0,0.0488013,0.049943395,0,0.06008711,0.027788093,0.029480305,0,0.032379603,0.037181001,0.041442202,0.044820294,0.059570101,0.052307288,0.067972195,0.028250988,0.046341905,0.041797696,0.021151208,0,0,0,0,0.031955993,0.042923927,0.033217091,0.042139886,0.035364804,0,0.038711486,0.023550205,0.023506209,0.029149793,0,0.0274191,0,0.029022504,0,0.025161803,0.024094895,0.031121394,0,0,0.034086292,0.034163002,0.026098299,0,0.0389688,0.034831102,0.047161898,0.030700002,0.064363089,0.025691305,0.048369791,0.053959324,0.028647797,0.044863219,0.054449909,0.042052104,0.050880901,0.048660009,0.030264501,0.0443375,0.0508793,0.089344005,0,0.075601404,0.090749784,0.080715317,0.085845087,0.048195888,0.085039386,0.054465118,0.072606915,0.101457345,0.054507789,0.049793492,0.100039494,0.099236922,0.047608404,0.08249518,0.117504998,0.085117111,0.079172202,0.088790898,0.043219205,0.092815999,0.094520318,0.076523598,0.127170263,0.080220393,0.076947612,0.09366916,0.106246716,0.104040801,0.106008851,0.16601082,0.121321525,0.106809116,0.155677865,0.097617022,0.130083959,0.128379072,0.136444673
d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus,0.426059034,0.381453805,0.265771832,0.224448099,0.174182914,0.176904802,0.159818885,0.112290672,0.114165518,0.194516453,0.112025018,0.0712805,0.164841615,0.182524905,0.201290611,0.340634053,0.310800304,0.328373726,0.37546527,0.2288329,0.251984025,0.203536382,0.105756241,0.11765468,0.048504395,0.015769904,0.118191288,0.217300949,0.179270412,0.156120159,0.26688601,0.206294924,0.13033864,0.204617624,0.18251404,0.162192759,0.197570852,0.234960984,0.149558799,0.148228428,0.101578815,0.113279588,0.136592417,0.132522074,0.162522867,0.107786107,0.145389124,0.136345266,0.18789651,0.156589792,0.212651232,0.2278177,0.139324309,0.168435194,0.160322008,0.091463385,0.125244925,0.121820076,0.043841919,0.105041989,0.128737855,0.127957321,0.10863471,0.076321301,0.078604615,0.111978702,0.1045098,0.136737999,0.127143407,0.213288616,0.247422714,0.244085557,0.176952736,0.155792976,0.195996451,0.201574767,0.205291569,0.165543733,0.178318978,0.152621769,0.178670771,0.197446389,0.171098137,0.159628113,0.12691557,0.097920799,0.145014318,0.125583603,0.205137596,0.142006016,0.142317899,0.146755228,0.068324698,0.152051375,0.146489488,0.120113418,0.09366916,0.13124592,0.097328501,0.113765547,0.153713718,0.09643502,0.121643718,0.112434074,0.114843526,0.079643236,0.099035279,0.125948975
d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter,3.831509606,2.957005916,2.271141175,2.180831489,1.80833555,1.680595417,1.754677833,1.684360584,1.412047725,1.327651881,1.040653468,1.040046707,1.368774426,1.696805842,1.983304809,2.139420607,2.595182631,2.772288076,3.482763921,1.737434644,1.72044277,1.617387661,0.948784165,0.908555943,0.963621605,0.592947848,0.717298628,1.84386237,1.363465052,1.318717453,1.723722217,1.567841783,1.112424942,1.656296889,1.415955612,0.944948844,0.906882378,1.62364059,1.206440995,1.077506503,1.54399833,0.948311999,1.099928237,1.108366781,1.452332107,1.276414779,1.748130988,1.496699432,1.869204601,1.644193021,1.913860691,1.9574341,1.215921083,1.563078941,1.64074238,1.744579609,1.881884874,1.581869993,1.632268317,1.467404942,1.486336835,1.459258042,1.492851234,1.348343218,1.23895814,1.380061723,1.304788396,1.233821991,1.26799777,2.0294737,2.195876425,2.118537629,2.064448423,1.952180795,2.274844431,2.02519657,2.375516598,2.181111038,1.973806467,1.845088427,1.745701312,1.956035192,2.032645943,1.783914144,1.700669097,1.609165377,1.963998845,1.668077233,2.029943963,1.633069085,1.559309391,1.634206707,1.623394351,1.658742418,1.293990294,1.490156528,1.352692463,1.281210196,1.261914416,1.241079124,1.512543178,1.284763563,1.21050308,1.14740364,1.108240255,1.109695702,1.140739955,1.140537874
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir4_lineage,0.32332135,0.331184691,0.24966443,0.214398199,0.190017716,0.164704402,0.156489285,0.132707167,0.105152517,0.12350247,0.091388815,0.081000501,0.117744011,0.172384704,0.112485906,0.173304976,0.253820303,0.191793557,0.317203375,0.163855629,0.185367518,0.092681792,0.10273464,0.091509184,0,0.044155711,0.038717796,0.156584464,0.131296682,0.139511663,0.126419657,0.153247718,0.109120734,0.143785347,0.153076234,0.103427238,0.142510065,0.14157909,0.1221397,0.037057107,0.165428425,0.071204292,0.050323506,0.105415279,0.107195978,0.107786107,0.131542522,0.136345266,0.122010707,0.121792094,0.126955919,0.1528777,0.117159108,0.148222994,0.163733108,0.172764171,0.105976421,0.059118589,0.104546146,0.111408188,0.081924035,0.12251232,0.129660812,0.101761801,0.106677621,0.090793502,0.1203446,0.101758499,0.079035104,0.126034168,0.16838491,0.100137682,0.14590843,0.174869573,0.102817874,0.103936983,0.136162746,0.15102233,0.119904153,0.138994872,0.134735378,0.105304694,0.085549119,0.061610805,0.08566808,0.097920799,0.097727112,0.095552702,0.085729198,0.067915908,0.105191499,0.124368823,0.084722597,0.107818253,0.083708293,0.086331513,0.099179063,0.096872015,0.0302054,0.098252054,0.095302511,0.068437814,0.083073712,0.092253579,0.08900372,0.071678932,0.099035279,0.073470185
d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B);o__SAR324_clade(Marine_group_B);f__SAR324_clade(Marine_group_B);g__SAR324_clade(Marine_group_B),0.045325393,0.020699006,0.018791902,0.0133999,0.019001802,0.0183005,0.019977398,0.003399999,0.006010001,0,0.011792102,0,0.023548802,0,0.041442202,0.032868195,0.03885,0.055213288,0.061498595,0.042376482,0.023170902,0.018172898,0.018129607,0.022877296,0,0,0,0.012782397,0.045448828,0.026573693,0.020066593,0.026523603,0.012124504,0.024885891,0.029437706,0.011753104,0.025910894,0.039160197,0.0348971,0.028505505,0.026120304,0.022655898,0,0.024094895,0.027663494,0.025528302,0.041539707,0.037185091,0.021961901,0.046396998,0.034912905,0.0119904,0.028498102,0.016843499,0.044344402,0.037262894,0.035325507,0.034037993,0.037097016,0.012732399,0.021456309,0.021780004,0.024530402,0.00954,0.029944606,0.0151323,0,0.0413394,0.037799402,0.045243025,0.037800702,0.05632749,0.043462109,0.054050592,0.048195888,0.050393692,0.039801413,0.075511215,0.036893616,0.038155492,0.038077394,0.060550197,0.065017314,0.044807904,0.034901792,0.042432399,0.047287306,0.030030801,0.042864599,0.049393406,0.0216571,0.049747509,0.035528799,0.04146852,0.034878397,0.033781905,0.041324626,0.018749403,0.0302054,0.036198183,0.024594203,0.04977291,0.035603005,0.034595092,0.048808511,0.02123821,0.040347691,0.027988694
d__Bacteria;p__FCPU426;c__FCPU426;o__FCPU426;f__FCPU426;g__FCPU426,0.021151897,0.03548411,0.048322106,0.0200998,0.025335702,0.0244007,0.039954696,0.006809998,0.030043605,0.021612895,0.017688203,0.0226801,0.032379603,0.060841602,0.053282803,0.065736391,0.064750101,0.072649084,0.061498595,0.039551383,0.049238305,0.010903699,0.015108006,0,0,0,0.014264499,0.019173596,0.030299219,0.023251994,0.038126587,0.026523603,0.030311309,0.035946387,0.055931712,0.016454306,0,0.039160197,0.0299118,0.014252703,0.026120304,0,0,0.036142393,0.034579293,0.025528302,0.010384902,0.009299998,0.034163002,0.037697498,0.031739005,0.0329736,0,0.026949599,0.034111102,0.020325197,0.061016712,0.021497696,0.02360721,0.038197096,0.039011417,0.051727409,0.063078206,0.0349806,0.043045408,0.042370301,0.0380035,0.0413394,0.061853503,0.048474726,0.058419203,0.050068791,0.040357608,0.057230091,0.054621986,0.040944893,0.052370318,0.063894113,0.039968018,0.059958588,0.06150959,0.052652397,0.078705117,0.056009905,0.076149382,0.071808599,0.053592307,0.057331601,0.097976198,0.067915908,0.0804406,0.069646513,0.065591698,0.085701642,0.066269095,0.082577913,0.079894251,0.06249801,0.080547701,0.069810668,0.055336907,0.059105312,0.053404508,0.08648768,0.080390518,0.114155352,0.080695383,0.073470185
d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantales;g__Aminicenantales,0.114824382,0.076882121,0.061745007,0.0602995,0.047504404,0.0274507,0.036625197,0.047638488,0.018026103,0.067926384,0.029480305,0.0226801,0.032379603,0.047321301,0.082884405,0.083664489,0.069930101,0.075554983,0.074445694,0.048026679,0.049238305,0.010903699,0,0.019609097,0,0,0,0.054325187,0.045448828,0.026573693,0.03009989,0.032417804,0.012124504,0.013825495,0.055931712,0.02820741,0.03886639,0.054221796,0.0398823,0.039907608,0.023218003,0.016182798,0.010783601,0.027106795,0.034579293,0,0.076156213,0.083666379,0.046364103,0.028998099,0.050782408,0.0479616,0.031664602,0.057267998,0.044344402,0.05758809,0.05138251,0.060910088,0.064076628,0.044563295,0.048764321,0.040837407,0.035043503,0.047700801,0.031816106,0.0242116,0.0316696,0.0254396,0.054980903,0.064632935,0.068728504,0.090749784,0.083819717,0.076306788,0.070687282,0.078740187,0.081697627,0.10164962,0.089159439,0.04905699,0.096657984,0.073713296,0.071861216,0.095216808,0.092013778,0.081600699,0.088269611,0.060061701,0.128593698,0.101873912,0.111379199,0.072133914,0.084722597,0.058056029,0.087196093,0.086331513,0.090914158,0.081247512,0.073835401,0.095666556,0.058411207,0.034218907,0.062305309,0.083604781,0.051679612,0.053095524,0.036679692,0.059475888
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionicicella,2.441529822,2.262109524,2.091275453,1.768784991,1.757664146,1.470139715,1.691416239,1.762623765,1.619348357,1.648758404,1.323664013,1.082166908,1.203932811,1.152611129,1.349831374,1.404368308,1.556591619,1.670928324,2.152451728,1.412548486,1.268609326,1.266650791,0.915546552,0.830119456,0.653193135,0.652873463,0.540011746,0.830856506,0.878677449,0.7606708,0.971224172,0.836968198,0.694128913,1.728189562,1.365911401,1.064830488,0.884210283,1.349519408,1.019492496,0.738291539,0.847457726,0.530795843,0.55715317,0.512017199,0.532521792,0.470855229,0.699252415,0.632146344,0.722303639,0.63505867,0.672866402,0.6684652,0.487635033,0.623210376,0.631054731,0.609755998,0.619801623,0.614474981,0.499123419,0.474280549,0.477890504,0.525441787,0.473086643,0.464288006,0.443554486,0.441861908,0.509880898,0.426113797,0.460465325,0.601086126,0.563573932,0.566403701,0.558798115,0.550044414,0.549432763,0.519684915,0.53627188,0.583759417,0.559552646,0.54235249,0.503793017,0.53968667,0.496184608,0.434076435,0.469587689,0.486339993,0.526465166,0.390401008,0.447016292,0.364276241,0.374357998,0.338283264,0.32795849,0.453389624,0.376687169,0.382861359,0.349881723,0.353114054,0.328903204,0.349053538,0.227496327,0.283083458,0.272956541,0.305589931,0.255526859,0.24423921,0.201738557,0.230906454
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadales;g__Saccharimonadales,0.012086798,0.079839122,0.150335618,0.180898499,0.23752222,0.234856302,0.249716976,0.238192441,0.177257028,0.138940267,0.132661221,0.0583204,0.050041205,0.020280501,0.032561702,0.038844195,0,0.017435796,0.012947099,0.031076086,0.037652804,0.047249496,0.036259314,0.05882739,0.016168098,0.018923905,0.032604497,0.012782397,0.030299219,0,0,0.011788301,0.018186806,0.08018797,0.117751026,0.079921029,0.077732781,0.114468192,0.0697941,0.05130981,0.031924805,0.00324,0.032350804,0.024094895,0.034579293,0.019855301,0.038078106,0.034086292,0.031722802,0.043497198,0.038086806,0.029976,0.028498102,0.037055799,0.047755502,0.023712696,0.028902706,0.037620893,0.050586822,0.031830897,0.027308012,0.027225005,0.028034803,0.047700801,0.016843803,0.030264501,0.0316696,0.0286196,0.051544603,0.019389911,0.034364302,0.009389998,0.024835505,0.031794495,0.032130592,0.037795294,0.031422211,0.037755608,0.027670212,0.013626897,0.011716098,0.00263,0,0,0.015864496,0.0261122,0.022067403,0.0218406,0.024494,0.006170001,0.0216571,0.014924303,0.0109319,0.005530003,0,0,0.016529811,0,0.00671,0,0,0.006220001,0,0.008649998,0.011484403,0,0,0.034985793
d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea,1.111983828,1.055651091,0.8268457,0.753743596,0.582721148,0.558165106,0.429513159,0.551245264,0.447649171,0.503272679,0.445152072,0.320762102,0.456258142,0.611796515,0.790361743,0.887441278,1.041181012,1.049052464,1.340022593,0.867304723,0.91235599,0.58153265,0.356549437,0.352964139,0.174615983,0.274396069,0.271024773,0.616751256,0.593359771,0.398604795,0.563871909,0.477425456,0.333424402,0.467302428,0.491610308,0.291476806,0.340080917,0.491008167,0.363926399,0.42758198,0.316345547,0.174774181,0.262401233,0.259020449,0.383830622,0.272301817,0.342702957,0.291283128,0.290385616,0.197187191,0.253911839,0.278777,0.269149218,0.296445989,0.392277319,0.426829229,0.462442692,0.587602886,0.593552161,0.541125442,0.536407629,0.492771882,0.490608444,0.502448607,0.544617606,0.59015801,0.478211299,0.562851796,0.663207436,0.921019099,0.69415814,0.80110136,0.77921286,0.83301527,0.828968693,0.658267593,0.607495404,0.604089321,0.574924952,0.752207448,0.711754083,0.710806861,0.629641137,0.795340064,0.701208734,0.574468792,0.684089486,0.647028313,0.817488685,0.784120089,0.708495796,0.656667523,0.746105478,0.580559786,0.554567255,0.681268004,0.738333171,0.662479401,0.594039508,0.483503776,0.42732425,0.516394106,0.445037866,0.423789804,0.488085112,0.456621206,0.37046542,0.517790197
