,UASB_004,UASB_005,UASB_006,UASB_007,UASB_008,UASB_009,UASB_010,UASB_011,UASB_012,UASB_013,UASB_014,UASB_015,UASB_016,UASB_017,UASB_018,UASB_019,UASB_020,UASB_021,UASB_022,UASB_023,UASB_024,UASB_025,UASB_026,UASB_027,UASB_028,UASB_029,UASB_030,UASB_031,UASB_032,UASB_033,UASB_034,UASB_035,UASB_036,UASB_037,UASB_038,UASB_039,UASB_040,UASB_041,UASB_042,UASB_043,UASB_044,UASB_045,UASB_046,UASB_047,UASB_048,UASB_049,UASB_050,UASB_051,UASB_052,UASB_053,UASB_054,UASB_055,UASB_056,UASB_057,UASB_058,UASB_059,UASB_060,UASB_061,UASB_062,UASB_063,UASB_064,UASB_065,UASB_066,UASB_067,UASB_068,UASB_069,UASB_070,UASB_071,UASB_072,UASB_073,UASB_074,UASB_075,UASB_076,UASB_077,UASB_078,UASB_079,UASB_080,UASB_081,UASB_082,UASB_083,UASB_084,UASB_085,UASB_086,UASB_087,UASB_088,UASB_089,UASB_090,UASB_091,UASB_092,UASB_093,UASB_094,UASB_095,UASB_096,UASB_097,UASB_098,UASB_099,UASB_100,UASB_101,UASB_102,UASB_103,UASB_104,UASB_105,UASB_106,UASB_107,UASB_108,UASB_109,UASB_110,UASB_111
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15;f__SJA-15;g__SJA-15,2.230011154,1.753504584,1.688590804,1.480687393,1.292120707,1.180381912,1.431710564,1.504014829,1.463121733,1.732122584,1.559506151,1.39320891,1.477687636,1.59202304,2.095790815,2.157348704,2.173012226,2.423572655,2.692992185,2.234651728,2.21861812,1.831827842,1.504759579,1.300738375,0.688763032,0.946193337,0.835489916,1.514715447,1.484661928,1.155953896,1.53910928,1.290817051,1.212452272,1.905156197,1.937003626,1.304593575,1.172469313,1.90981097,1.365970395,1.0661044,1.303111394,0.880344306,1.056793832,1.057164991,1.165323565,1.216848775,1.789670795,1.549378319,2.130307615,1.893576809,2.424858369,2.5629496,2.371679361,3.597776563,3.762450684,4.088752717,4.768940249,5.198852491,5.196953581,5.818690472,6.481755168,6.596608895,6.626717696,6.92297919,7.190449095,7.593366129,8.063085876,7.743186846,8.150923048,7.930459298,8.402062379,7.698083553,8.354031313,8.387382692,8.52102737,8.485038017,9.13756927,9.723514954,9.982787382,10.32922501,10.35118899,10.50151322,10.25220083,10.28901173,10.74657865,10.59503205,10.51984621,10.80564602,10.44364821,11.05177165,11.03892083,10.77034252,11.58513215,11.44532244,11.76101194,11.7410824,12.08056311,12.09962375,12.54866446,12.21170183,12.38625326,12.78230832,13.34520299,13.6506441,13.0548408,13.20750307,13.039648,13.16516549
d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella,0.474406126,0.354840698,0.295302036,0.261297799,0.262857922,0.250106803,0.20643268,0.210970448,0.156226525,0.194516453,0.18867373,0.174961101,0.153067214,0.209565705,0.236812513,0.29282576,0.354830404,0.374869116,0.446674164,0.285334776,0.266465926,0.170825185,0.117842645,0.124191079,0.109943389,0.100927325,0.118191288,0.17256256,0.164120803,0.176050454,0.234779421,0.150300618,0.118214136,0.129959852,0.13541363,0.11047914,0.132793467,0.156640689,0.129617599,0.122573523,0.142210421,0.122989287,0.132997817,0.117462777,0.124485575,0.119132007,0.193852132,0.130147768,0.18545631,0.124691894,0.171390526,0.1558753,0.113992608,0.192016193,0.177377509,0.199864467,0.170204634,0.191687563,0.15850537,0.203717878,0.18725508,0.111622319,0.234791121,0.333905704,0.321904562,0.296592205,0.304028399,0.324355298,0.343630819,0.416882326,0.340206219,0.359869737,0.369427576,0.406969337,0.456254086,0.456692826,0.538366681,0.354321671,0.375084665,0.400632219,0.412993132,0.36066868,0.444855197,0.565699646,0.533045574,0.509188193,0.47602536,0.546015511,0.661339188,0.592720667,0.637336796,0.604432614,0.642251981,0.66902613,0.652226947,0.739448013,0.685988638,0.52185878,0.630957208,0.584341429,0.808534295,0.808809966,0.756564413,0.812984515,0.677576956,0.844218282,0.825294223,0.836161234
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__uncultured,1.000181145,0.813176624,0.735570589,0.562795197,0.446541737,0.436161804,0.372910665,0.398121602,0.426618668,0.345807017,0.300698748,0.288361802,0.376780935,0.490113212,0.568350031,0.558759323,0.777000809,0.781703924,0.831849733,0.50569238,0.492382649,0.419793864,0.335398229,0.303941347,0.135812387,0.176622744,0.209891379,0.437797498,0.41661436,0.292310123,0.441465551,0.433219451,0.236428173,0.464537329,0.426847294,0.319684216,0.317408822,0.481971267,0.376389698,0.21379094,0.47306717,0.291290369,0.309130139,0.322269636,0.34579333,0.292157118,0.529631787,0.387344605,0.517325528,0.41467298,0.488780374,0.4526379,0.354643624,0.454775083,0.436621621,0.413279031,0.529882205,0.437119215,0.435046691,0.346956963,0.325745739,0.465546877,0.364451933,0.324365604,0.353720669,0.329883206,0.408538099,0.327535198,0.278341015,0.520294982,0.481099727,0.485041815,0.540171511,0.473737726,0.530154367,0.466141624,0.366592123,0.493726899,0.531882433,0.452414609,0.48328982,0.521258371,0.444855197,0.330458227,0.349017917,0.368835095,0.48233036,0.379480708,0.391904693,0.419843847,0.470267897,0.385543472,0.311560491,0.317925657,0.296466776,0.277762142,0.371921537,0.334364651,0.349040105,0.346467939,0.292056134,0.183537638,0.207684331,0.291175334,0.200976246,0.228310603,0.143050969,0.157436169
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_6,20.6653742,24.21196478,23.9436271,22.30076029,21.08563645,20.2342465,24.27248889,30.05307548,30.8247007,28.27281031,34.35630403,36.06467105,39.05275289,38.76964777,37.61470817,42.06830034,37.47474795,37.28640331,30.0177998,49.15668682,48.19846387,53.15753623,60.97298007,58.53322737,60.5755801,54.34304019,50.983224,40.83340369,42.17399426,49.67944213,50.04412969,55.41672228,54.79677962,39.91426707,40.10892842,44.19633969,42.74978713,29.05684052,31.67156877,32.94946599,27.08091884,29.48506015,27.69590566,27.10980733,21.95096207,24.86455974,20.43755527,23.73957456,21.11029884,23.93504305,22.18237557,22.8567146,27.9503518,21.40138039,23.00450383,21.51761161,20.32820985,18.68147258,20.63942626,20.91927454,20.07335007,17.16806255,17.45514597,16.83520982,16.08025462,14.92948395,12.89903716,11.57503092,10.38452347,9.313603848,8.745704999,7.917134715,6.578295149,6.304844516,5.883107529,5.407873119,4.428432288,3.226650249,3.142103079,2.52643579,2.4252361,2.066605086,2.480923141,2.128374772,2.040168316,1.929039973,1.264146958,1.47697183,1.11141728,1.092828823,1.064290594,0.890480967,0.833561075,0.810019199,0.906839626,0.660623601,0.581299571,0.728102311,0.724929509,0.757575448,0.75934589,0.787034361,0.60228459,0.671721248,0.453632004,0.57608606,0.627223565,0.90963142
d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__Fermentibacteraceae,0.075542388,0.065054118,0.069798708,0.0502496,0.044337504,0.0244007,0.013318199,0.010208197,0.024034904,0.012350297,0.047168408,0,0.011774401,0,0.035521902,0.07171239,0.02849,0.026153694,0.064735395,0.042376482,0.017378202,0.023624798,0,0.003269999,0,0.012615903,0,0.019173596,0.040398925,0,0.026086591,0.023576603,0.015155605,0.019355693,0.008830002,0.018804907,0,0.051209397,0.0324044,0,0.034827005,0.025892497,0.025161803,0.015059297,0.017289697,0.022691801,0,0.030987592,0.024402101,0.034797698,0.025391204,0.0479616,0.018998801,0.013474799,0.017055501,0.044037893,0.038536908,0.025080595,0.047214421,0.031830897,0.009750004,0.040837407,0.052565205,0.0222604,0.009360002,0.0211852,0,0,0.041235702,0.067864537,0.034364302,0.062586089,0.040357608,0.041332794,0.051408887,0.053543291,0.027232509,0.040659908,0.055340324,0.059958588,0.05858059,0.052652397,0.037641608,0.033605903,0.028555993,0.0261122,0.028372404,0.043681201,0.033679299,0.021609602,0.0247509,0.069646513,0.030062899,0.049762225,0.031390597,0.030028305,0.024794816,0.024999204,0.046986201,0.023270189,0.024594203,0.040440508,0.029669204,0,0.022968705,0.037166817,0.025675794,0.006999999
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__JGI-0000079-D21,0,0.008870002,0,0,0,0,0,0.020416495,0.024034904,0.024700494,0.023584204,0,0.023548802,0,0.029601602,0,0.01554,0,0.025894198,0.039551383,0.023170902,0.032711197,0.039280915,0.039218193,0,0.031539808,0,0,0.020199513,0.056468985,0.022073293,0.032417804,0.030311309,0.094013465,0.105975923,0.091674133,0.084210479,0.14157909,0.129617599,0.099769119,0.095774314,0.122989287,0.07907981,0.10240348,0.131401473,0.099276706,0.135004222,0.127049069,0.168374809,0.20588659,0.19995563,0.2428058,0.126658409,0.299814689,0.289944114,0.386178836,0.378946075,0.435327716,0.421556885,0.436083453,0.394015768,0.438321973,0.501121445,0.416587205,0.383665274,0.417650307,0.383202399,0.461093297,0.412357023,0.426577231,0.426116824,0.460007419,0.400471982,0.375174841,0.347010113,0.371653439,0.286989196,0.409502882,0.304372034,0.357026028,0.333909345,0.386994879,0.379837883,0.386468031,0.298251629,0.303554496,0.337316042,0.354910007,0.321484294,0.290186233,0.321762298,0.32087166,0.229570893,0.22393021,0.324369573,0.270255141,0.286517383,0.299990646,0.338971704,0.27924277,0.285907534,0.267529455,0.272956541,0.21910225,0.246913657,0.28671563,0.212742454,0.311373838
d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__uncultured;f__uncultured;g__uncultured,0.042303693,0.047312113,0.037583905,0.0234498,0.053838404,0.0457512,0.016647798,0.017013696,0,0.024700494,0,0,0.020605202,0.020280501,0.035521902,0.032868195,0.049210001,0.023247695,0.029130898,0.048026679,0.057927406,0.025442098,0.018129607,0,0.009699999,0.006310002,0,0.009589998,0.005050003,0,0.018059994,0.005890001,0,0,0.041212809,0.011753104,0,0.021086199,0.0199412,0.008550002,0.037729306,0.032365597,0.014378102,0.009039998,0.027663494,0.022691801,0.003460001,0.021691295,0.017081501,0.0029,0.019043403,0.0539568,0,0.020212199,0.017055501,0.016937697,0.028902706,0.008959998,0.006740003,0.006369999,0.005850002,0.019057503,0.024530402,0.0190803,0.031816106,0.0121058,0.00317,0.0127198,0.017181501,0.035548119,0.020618601,0.025034396,0.021731004,0.022256097,0.035343591,0.028346495,0.012568904,0,0.043042519,0.024528495,0.049793492,0.028958798,0.027375706,0.019603502,0.028555993,0.0130561,0.025219903,0.038221101,0.045926299,0.030870903,0.0185632,0,0.019130899,0.024881112,0.017439199,0.015014202,0.024794816,0.031249005,0,0.018099092,0,0.034218907,0.032636105,0.031712193,0,0.034512116,0,0
d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Thermoanaerobaculum,0.123889481,0.076882121,0.08053691,0.0468996,0.069673206,0.0335509,0.043284296,0.051041187,0.033047905,0.030875593,0.032428305,0.0259202,0.055928405,0.027040701,0.079924204,0.059760392,0.059570101,0.061025186,0.084155993,0.093228159,0.055031005,0.038163097,0.021151208,0.045754592,0,0,0,0.038347191,0.030299219,0.023251994,0.036119888,0.053047306,0.03334241,0.05530208,0.020606405,0.018804907,0.032388692,0.057234096,0.0249265,0.048459309,0.011609002,0.016182798,0,0,0.027663494,0.022691801,0.020769903,0.015493796,0.021961901,0,0.031739005,0,0,0.013474799,0.020466601,0.016937697,0,0.026872095,0,0.035013996,0.013654006,0,0,0.0222604,0.016843803,0.00605,0,0.0158998,0,0.029084816,0,0.015646497,0,0.015897198,0,0,0.012568904,0.020329904,0.012297905,0.008179998,0,0.023693599,0.006840001,0,0,0,0.022067403,0.0218406,0.0183705,0.021609602,0.0216571,0,0,0.022116611,0,0,0,0,0.00671,0.010342295,0,0,0,0,0,0,0,0
d__Bacteria;__;__;__;__;__,0.06345559,0.068011119,0.077852309,0,0.028502702,0.067101801,0.026636497,0.023819194,0.024034904,0.027788093,0.056012509,0.0486003,0.088308008,0.074362002,0.097685205,0.137448781,0.121730101,0.17726366,0.148891388,0.141254839,0.055031005,0.079960693,0.042302516,0.042486393,0,0,0.036679996,0.04473839,0.053023633,0.066434083,0.098326367,0.047153106,0.081840525,0.060832278,0.097144521,0.063466723,0.058299586,0.081332694,0.0697941,0.031356006,0.101578815,0.038838696,0.071890709,0.057225489,0.058784888,0.093603706,0.197313833,0.167332859,0.236700813,0.162389392,0.266607441,0.2997602,0.29131442,0.299814689,0.347932917,0.30149045,0.346831969,0.25618055,0.283286224,0.257830372,0.243821704,0.217799736,0.185730317,0.184443202,0.164695332,0.096846402,0.1361794,0.136737999,0.158070209,0.261763342,0.192439911,0.194016766,0.180057137,0.146254577,0.134948366,0.135433078,0.232524078,0.212012143,0.347414553,0.337948232,0.275328755,0.265894385,0.232693451,0.285650323,0.184027656,0.172993398,0.258503832,0.212946004,0.162272997,0.200660623,0.114473099,0.238788245,0.068324698,0.248811323,0.139513789,0.150141723,0.159788502,0.199993831,0.161095402,0.230116793,0.313576037,0.239532149,0.148345922,0.227750948,0.195234045,0.169905577,0.161390865,0.181926264
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__uncultured;g__uncultured,0.271952558,0.195162354,0.144966418,0.123948899,0.104509809,0.115903101,0.023306898,0.020416495,0.108156817,0.067926384,0.029480305,0.0486003,0.085364408,0.037181001,0.133207007,0.131472782,0.170940202,0.139486169,0.148891388,0.056501975,0.112958411,0.059970595,0.003020001,0.075168287,0,0.003150001,0.014264499,0.079890081,0.09594756,0.089686076,0.104346365,0.08251801,0.009090003,0.146550446,0.041212809,0.084622331,0.022672094,0.15362829,0.0673015,0.031356006,0.159623924,0.051784994,0.068296209,0.036142393,0.086448383,0.042547203,0.065771311,0.089863978,0.078086904,0.057996197,0.044434607,0.0659472,0.050663403,0.111167296,0.075044304,0.115176181,0.105976421,0.057327089,0.077566434,0.00318,0.048764321,0.027225005,0.056069505,0.050880901,0.031816106,0.030264501,0.0411705,0.073138899,0.030926802,0.038779721,0.041237102,0.093879084,0.058984212,0.114460082,0.057834986,0.081889787,0.052370318,0.145213829,0.058414826,0.035430093,0.090799885,0.073713296,0.041063509,0.081214307,0.006349998,0.055488499,0.075659709,0.049141401,0.058173399,0.033958004,0.083534399,0.059697011,0.027329899,0.033174816,0.013951399,0.028151604,0,0.018749403,0.040273901,0.025855788,0.036891304,0,0.056371508,0.060541386,0.011484403,0,0.029343794,0.027988694
d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus,0.090650886,0.059140116,0.08053691,0.0703494,0.044337504,0.054901501,0.039954696,0.078263181,0.039056606,0.052488587,0.06190861,0.0259202,0.035323203,0.070981902,0.044402302,0.029880196,0.082880101,0.069743084,0.093866292,0.04520158,0.060823706,0.049066796,0.039280915,0,0,0.031539808,0.014264499,0.047933989,0.032824121,0.023251994,0.064213178,0.061888507,0.048498115,0.038711486,0.052987912,0.023506209,0.029149793,0.051209397,0.0623162,0.05130981,0.046436007,0.022655898,0.039539905,0.021083096,0.055326889,0.031201202,0.051924709,0.061975085,0.070766204,0.040597398,0.072999711,0.0629496,0.072828605,0.040424498,0.064811003,0.023712696,0.067439513,0.059118589,0.057331725,0.050929494,0.040962017,0.040837407,0.038547803,0.057241001,0.048660009,0.0242116,0.0285027,0.0317995,0.037799402,0.051706328,0.065292104,0.05632749,0.052775411,0.076306788,0,0.044094493,0.064939122,0.055181211,0.070712731,0.057233188,0.05858059,0.028958798,0.037641608,0.044807904,0.04124759,0.048960399,0.056744707,0.038221101,0.039802799,0.015435402,0.0247509,0.042285408,0.079256598,0.044233122,0.041854097,0.048796107,0.041324626,0.024999204,0.0369177,0.049126077,0.033817004,0,0.023735404,0.028829193,0.04306631,0.04513112,0,0.045481591
d__Bacteria;p__WPS-2;c__WPS-2;o__WPS-2;f__WPS-2;g__WPS-2,0.009069999,0,0,0,0,0,0,0,0,0,0,0,0.011774401,0,0,0.017928098,0,0,0,0,0,0,0.012086405,0,0,0.006310002,0,0,0,0,0,0,0,0,0,0,0,0,0.0124632,0.008550002,0,0,0.017972702,0.018071196,0.020747596,0.017018901,0,0.021691295,0.051244503,0.043497198,0.142825422,0.1738609,0.161489511,0.316658188,0.474143823,0.450541925,0.333986366,0.209602259,0.094428741,0.082760391,0.062418327,0.073507412,0.028034803,0.047700801,0.076733015,0.072634801,0.0570053,0.0317995,0.068726204,0.090486049,0.099656406,0.137689276,0.201788241,0.228920264,0.247405438,0.330708646,0.590736898,0.670887635,0.556478144,0.179875664,0.041006393,0.039489298,0.04790751,0.053209404,0.019037295,0.0163201,0.059897207,0.054601501,0.052049799,0.114222213,0.083534399,0.124368823,0.117518396,0.232223914,0.376687169,0.290899545,0.410491162,0.284366144,0.281917004,0.191333011,0.08300541,0.087102618,0.083073712,0.072073084,0.063163915,0.053095524,0.055019588,0.024490095
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia;f__Hungateiclostridiaceae;g__uncultured,0.305191253,0.328227691,0.343624242,0.261297799,0.288193624,0.280607603,0.31963767,0.227984144,0.234339837,0.175991058,0.109077018,0.097200601,0.126574812,0.131823603,0.139127308,0.14940088,0.077700101,0.104614676,0.116523691,0.081927764,0.052134605,0.070874294,0.030216012,0.029413695,0,0.022077806,0.012226699,0.038347191,0.055548535,0.033217091,0.022073293,0.029470703,0.03334241,0.038711486,0.026494006,0.016454306,0.003239999,0,0.0199412,0,0,0,0,0,0,0.00284,0,0,0.014641301,0,0,0.0239808,0,0,0,0,0,0.016123297,0,0,0,0,0,0,0.014972303,0,0.0253357,0,0,0.029084816,0.010309301,0,0,0,0.035343591,0.022047196,0,0.026138505,0.039968018,0.008179998,0.038077394,0.018428299,0.04790751,0.036406403,0.050766288,0.0195842,0.028372404,0.032760901,0.079605599,0.043219205,0.0495019,0.05223491,0.060125698,0.049762225,0.048829796,0.050672808,0.071629346,0.090622214,0.046986201,0.095666556,0.079931109,0.09643502,0.13351132,0.106668176,0.100488123,0.106190948,0.09169938,0.132946174
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Lactivibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025249316,0,0.002009999,0,0,0,0.032381507,0,0.04210529,0.081332694,0.0348971,0.059861511,0.043533806,0.061494593,0.046729006,0.036142393,0.082990383,0.053893103,0.117695919,0.068172683,0.078086904,0.063795897,0.082521313,0.07494,0.066495705,0.080848897,0.057988803,0.05758809,0.067439513,0.066284487,0.053959324,0.050929494,0.087775837,0.098009916,0.063078206,0.054060901,0.054274611,0.066581901,0.085508,0.076318899,0.079035104,0.05493803,0.068728504,0.071973987,0.080715317,0.06676839,0.096391676,0.097637784,0.098456133,0.107458222,0.138350961,0.10083938,0.076154787,0.121100393,0.109502824,0.11762071,0.155471663,0.179521497,0.119794515,0.158344503,0.119408498,0.120396414,0.123754699,0.156704729,0.114785497,0.127170263,0.153465187,0.172663026,0.1570335,0.206243632,0.208081603,0.217188899,0.267461932,0.233310548,0.157246723,0.193155856,0.209589448,0.236274907,0.256758145,0.265892247
d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia;o__Omnitrophales;f__Omnitrophaceae;g__Candidatus_Omnitrophus,0.015108498,0.008870002,0.010738301,0.0334997,0,0,0,0,0,0,0,0,0.008830001,0,0.035521902,0.056772292,0.03626,0.075554983,0.055025096,0.031076086,0.008690001,0.00545,0.012086405,0,0,0.015769904,0.016302198,0.025564794,0.022724414,0.023251994,0.036119888,0.008840001,0,0,0,0,0.012955497,0,0,0,0,0,0.007190001,0.009039998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019098498,0.021456309,0.010890002,0.028034803,0.047700801,0.035559207,0.030264501,0.0538384,0.066779,0.048108303,0.151887382,0,0.075103287,0.090028618,0.057230091,0.083539479,0.094488185,0.129878344,0.029042806,0.079936135,0.054507789,0.052722491,0.115835194,0.082127118,0.12322171,0.145952965,0.231745897,0.091422111,0.185645304,0.137778998,0.135831815,0.154693399,0.174116433,0.210439994,0.232223914,0.226709881,0.165155925,0.236927851,0.165619825,0.194657003,0.168062822,0.184456522,0.251975452,0.225485834,0.256580242,0.21820275,0.228310603,0.23475035,0.167931967
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Propioniciclava,0,0.023656007,0.029530204,0.0502496,0.012667801,0,0,0,0,0.018525396,0,0,0.020605202,0,0,0.020916097,0,0.014529797,0.022657398,0,0.028963703,0.045432196,0.030216012,0.052290991,0.067906193,0.085157421,0.108002389,0.131019669,0.065648341,0.252449734,0.136452954,0.250501029,0.257646079,0.859947183,1.039152429,1.038973578,1.104453129,1.855589274,2.031507092,1.958325368,2.365335852,2.945269485,3.659238457,4.659356977,6.324560422,6.12395438,7.826780591,8.357346644,9.158126395,9.720167733,11.24194791,12.0653477,11.50375308,14.13171586,13.51139376,16.35162327,18.6068954,20.45144713,21.35438677,22.27527129,23.00506182,25.94266851,24.69161982,23.52922501,22.97125766,25.03480463,27.15670122,27.65923601,29.0024414,28.18964818,30.96220106,32.88583724,33.26090342,34.84356576,34.14837046,35.07715968,35.09438299,37.73234958,39.8542879,40.51836092,40.18627967,40.89772055,39.78031867,39.34132729,39.86101795,39.93863574,41.53715719,40.2304193,40.19166518,38.56697866,38.60219027,38.67125067,37.25061378,37.43228655,39.31149618,40.22484335,40.41547569,41.73307719,41.51564024,41.21934167,38.01340829,37.77764724,37.97063316,36.29889336,36.58341351,35.30584586,33.80771753,34.14616404
d__Bacteria;p__Armatimonadota;c__uncultured;o__uncultured;f__uncultured;g__uncultured,0.075542388,0.041398111,0.051006706,0.0502496,0.044337504,0.0335509,0,0.027221993,0.039056606,0.027788093,0,0.0194401,0.038266804,0.020280501,0.017760901,0.026892196,0.03626,0.058119287,0.058261895,0.033901185,0.026067303,0.036345797,0,0,0,0,0,0.035151592,0.027774317,0.033217091,0.020066593,0.023576603,0.003030001,0.041476585,0.04710041,0.025856809,0.022672094,0.024098598,0.0348971,0.011402202,0.020315803,0.012946199,0,0.021083096,0.020747596,0,0.024231504,0.037185091,0.021961901,0,0.038086806,0.044964,0.037997503,0.020212199,0.037522202,0.05758809,0.022479804,0.035829493,0.026979612,0.019098498,0.039011417,0.032670005,0.049060804,0.050880901,0.009360002,0.0181587,0.0316696,0.0540592,0.013745201,0.051706328,0,0.015646497,0.034148807,0.031794495,0.019278295,0.06299209,0.048180716,0.055181211,0.058414826,0.032704693,0.041006393,0.018428299,0.051329411,0.011202001,0.015864496,0.052224399,0.018914902,0.0218406,0.045926299,0.033958004,0.0525958,0.039798007,0.027329899,0.022116611,0.034878397,0.022521303,0.033059721,0.015624502,0.0134246,0.04395488,0.018445602,0.027997306,0.047470707,0,0,0.034512116,0.044015691,0.024490095
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium,0.673838096,0.623928272,0.593288672,0.505845697,0.411705134,0.427011504,0.412865361,0.340274816,0.318461851,0.29331843,0.244686239,0.243001602,0.341457731,0.38871051,0.408501622,0.400394345,0.510230506,0.549226876,0.563197855,0.457665701,0.324393232,0.376178968,0.271944505,0.248382157,0.155214185,0.249164262,0.144682386,0.367494214,0.318141799,0.262414831,0.278925906,0.318283637,0.272801784,0.536430102,0.526935616,0.331437321,0.317408822,0.500045166,0.466124898,0.256549148,0.351172552,0.236268875,0.23723943,0.283115444,0.34579333,0.263792416,0.318471353,0.291283128,0.353831119,0.278381887,0.342781052,0.3447242,0.189987713,0.394138485,0.313821815,0.294715351,0.311506562,0.318882038,0.266423917,0.267379671,0.251624007,0.258637143,0.245304222,0.238504103,0.248914548,0.275407105,0.256523899,0.213056899,0.302395117,0.3684076,0.288659816,0.434973024,0.400471982,0.391072039,0.292388227,0.324409347,0.17805896,0.307853262,0.338191148,0.256186548,0.292902952,0.294853184,0.266913058,0.271647822,0.33632632,0.326402695,0.331011041,0.313958906,0.293928495,0.290186233,0.256790998,0.345745365,0.303361591,0.309631953,0.226709881,0.360340155,0.286517383,0.315615148,0.359108605,0.328368848,0.430398451,0.357742873,0.33229495,0.380545914,0.333046277,0.358394562,0.32644973,0.374348326
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__uncultured,0.163171575,0.165592346,0.118120814,0.177548499,0.180516815,0.167754502,0.229739578,0.258608936,0.273396443,0.256267738,0.203413833,0.298081902,0.276698525,0.321108708,0.402581322,0.427286541,0.318570304,0.328373726,0.401359368,0.358787344,0.440247944,0.367092468,0.353527836,0.34969604,0.245755876,0.277550069,0.20377798,0.239670144,0.257543361,0.269058229,0.248826016,0.206294924,0.169743352,0.46177223,0.482779006,0.399605245,0.236437142,0.418712472,0.341492599,0.279353553,0.298932045,0.245978574,0.186915923,0.204806859,0.283550543,0.252446516,0.36347276,0.263394335,0.295266016,0.324778884,0.428476265,0.4496403,0.351477224,0.451406383,0.474143823,0.552167908,0.55236211,0.639555576,0.634021578,0.620702733,0.602727157,0.637064206,0.711382164,0.639191008,0.61760752,0.656739911,0.763237898,0.674150195,0.676952737,0.804679836,0.615120335,0.522593509,0.651931134,0.597736107,0.68116813,0.658267593,0.854683287,0.859665573,0.860850178,0.866673725,0.987082837,0.921416249,0.937617804,0.85975137,0.866198995,0.982472186,1.021405528,0.925496219,0.933835483,0.994042012,0.940535894,0.999925588,0.99480727,0.937189462,1.028914116,0.98342825,1.06617508,1.015593455,0.929655012,0.933394967,1.023733521,1.001680005,1.091826263,1.05803306,1.056560643,0.95040923,1.063712471,1.102053482
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces,0,0,0,0,0,0.0213506,0.019977398,0.017013696,0.006010001,0,0,0,0,0,0.00592,0,0,0,0.029130898,0.028250988,0.037652804,0.018172898,0.036259314,0.062095589,0.038803596,0.220778455,0.342347066,0.306777829,0.532761333,0.528151361,0.431432254,0.51279036,0.494074252,1.020323124,1.201060064,1.010766168,0.855060491,1.298310012,1.071838096,0.686981729,0.769096915,0.65054853,0.571531371,0.457803609,0.563643186,0.462345829,0.529631787,0.458615987,0.529526629,0.400173981,0.422128464,0.3447242,0.231151616,0.316658188,0.330877316,0.284552752,0.366100473,0.31171614,0.266423917,0.197351679,0.228217097,0.24230214,0.273338925,0.206703603,0.213355341,0.239089604,0.186850799,0.155817699,0.147761208,0.177740496,0.137457008,0.190887467,0.142803929,0.155792976,0.112456972,0.107086583,0.08798213,0.113266723,0.098382843,0.10083938,0.090799885,0.113202594,0.130034628,0.075613306,0.076149382,0.084864699,0.069354709,0.098282802,0.055111599,0.058654607,0.0371264,0.044772808,0.043727799,0.052526826,0.017439199,0.016890903,0.027549718,0,0.0268492,0.033612584,0.00307,0.012443203,0.011867702,0.031712193,0,0.026547712,0,0
