"","Axis.1","Axis.2","Axis.3","Axis.4","Axis.5","Axis.6","Axis.7","Axis.8","Axis.9","Axis.10","Axis.11","Axis.12","Axis.13","Axis.14","Axis.15","Axis.16","Axis.17","Axis.18","Axis.19","Axis.20","Axis.21","Axis.22","Axis.23","Axis.24","Axis.25","Axis.26","Axis.27","Axis.28","Axis.29","Axis.30","Axis.31","Axis.32","Axis.33","Axis.34","Axis.35","Axis.36","Axis.37","Axis.38","Axis.39","Axis.40","Axis.41","Axis.42","Axis.43","Axis.44","Axis.45","Axis.46","Axis.47","Axis.48","Axis.49","Axis.50","Axis.51","Axis.52","Axis.53","Axis.54","Axis.55","Axis.56","Axis.57","number","code","day","period"
"Day013",-0.410300240407107,-0.0834673576883562,-0.00152794507873794,-0.10175314208995,-0.0869549284918054,0.0253661691988321,-0.0147560024828554,-0.0242951412324282,0.000708265000846923,-0.00289800533076825,-0.0174783091472775,-0.00227711274031909,0.011750000919004,0.0120804521764274,0.00700641474201501,0.00388812361911224,0.00416679082963478,-0.00873599605744263,0.00962705696609628,0.00273609197498359,-0.000316639459742883,-0.000170054808708793,-0.00950650394911229,0.00665718528844158,0.00611675762794376,0.00194899651514393,-0.00588324583907935,-0.000155853200978546,-0.00258017762105622,0.00383285816908656,-0.00726216346193415,0.0047765575824653,0.00508090783470158,-0.00697629284871862,-0.00811101702355467,0.00563953218671376,0.0143905223145391,0.00637075015466931,0.00187785886619521,-0.00296254868744986,-0.00140750861960715,-0.00120679063553911,0.00947207135703479,-0.000160545552689604,0.00210409663819967,5.06219705181407e-05,0.00511339218423849,0.0024634135610466,0.00378124625762896,-0.00125179872968637,-0.00123883271801797,0.00469033073104151,0.00359523895088724,0.000811634052004961,-0.00319821887919967,4.21775009288395e-05,0.000113347319154376,13,"Day013",13,1
"Day014",-0.427541542977539,-0.0673611366984436,0.0184732818892782,-0.115609989643364,-0.0949937927481589,0.0159459831200564,-0.0188800151570158,-0.0209182947866803,0.0215582750465721,-0.00384612613021762,-0.0337744303939521,-4.53326555077763e-05,0.0165840327394413,0.0121493716309075,0.00437893076321827,-0.0103767763417251,0.0101364218066517,0.00800903837524143,0.0137874221245038,0.013566023956547,0.0102275383969172,0.00465891771784366,0.00252184233612147,-0.0124675172301685,-0.00944237456086774,-0.00831473372095855,-0.0040291924225965,0.00290249302111071,0.00284575656998397,-0.00361614061426791,0.00254591028816223,-0.00660602267223419,0.00296040856110185,0.00752125514704687,0.00845866791420572,-0.000932682838199961,-0.00689664667773705,0.00159179706640858,0.000906939085699127,0.00168806900827461,0.00250979965808814,0.0011528289212465,-0.00140522534408658,-3.80501370753094e-05,0.00124015790239589,0.000579870264160318,-0.00425807790594721,0.000748118424359127,-0.00534636592046725,0.00112512605202955,-0.00182976694640029,-0.00271014152582298,-0.00125112709905622,0.000504022296081443,0.000932355835491176,0.000155181817989005,-0.00029062283166757,14,"Day014",14,1
"Day015",-0.394569956407204,-0.0258553513679703,-0.02177706686626,-0.0791877549862844,-0.0406697262300794,-0.0486981880396717,-0.0278260837072139,-0.0160851753827909,0.0246840192642971,-0.00770887737524557,0.0254836936444732,0.0181155430900488,0.00954270219538294,-0.0143207351779494,0.00463936998368886,-0.00271288175643665,0.00398312163395971,0.0112117314212678,-0.0152824058280206,-0.00760413272163121,-0.00370060792299312,0.00986448637575124,-0.00642240242864795,-0.00297934304723478,0.00295703397870736,0.0169290199836616,0.00604230973784585,-0.0146553750037174,-0.00883137829129506,0.00868142474467721,0.00266698535030255,0.00309703096760025,-0.0112364945792033,0.00101981210370372,-0.00269526451968723,-0.0026165118064082,-0.00371262307376875,-0.00780211360301326,-0.0034739715824262,0.000576484828555565,0.0027950150837324,0.00222629165015926,0.00017533409794581,-0.00291025139465803,0.000330759185796665,-0.0017837661098451,0.00185190847057809,-0.000134347604362133,0.00165451168473162,-0.000806274258364712,0.000325389361242514,-0.00208577501462129,-1.8846914724737e-05,-0.00097506657881119,0.00184131647583487,-0.00015745957546001,-0.000345214349127547,15,"Day015",15,1
"Day016",-0.377025359219361,-0.0146432474373287,-0.0516473931219298,-0.068744116711805,-0.00716108066132481,-0.0621060101775188,-0.0103202813628823,-0.0239318329010715,0.0202772000196678,0.0147798022627098,0.0132528043518795,0.0154976404720864,0.0237229974095551,-0.00120056122458586,-0.033752434618746,-0.00451920670124068,0.00393386217435831,0.00430102514878363,-0.0178265641473122,-0.00808017665284042,-0.00668456697064387,-0.000796717984123053,-0.000943097065826968,0.00910399064821014,-0.00591760483934673,-0.0122809054664352,0.00229038246205035,0.0114907571689132,0.000728433772074938,-0.0117098476155348,-0.00313361024566181,-0.000358413830543223,0.00504537153083785,0.00470722357464133,0.00290555359442403,0.00743681895895601,0.00354855983549262,0.000531302241596418,-0.000789241485226448,-0.00190118751884877,-0.00849658420767182,-0.00496490043142992,-0.000472245829065788,0.00217379958482435,-0.00293269700853335,0.00249116722751765,-0.00314491367370988,0.00111550358797569,-0.000797492180842019,-0.00144740622232123,0.000265624466673397,0.000868974728154157,-0.000638256175414707,-2.65451455843596e-05,-0.00123767917811067,0.000285386691383621,-0.000161055499714765,16,"Day016",16,1
"Day017",-0.345583458252151,0.00768102965532026,-0.106621126423086,-0.0382643798487855,0.0265131071975875,-0.03912603549056,0.00312210011523685,-0.0561809220187382,0.0236730990447708,0.0145694828661183,-0.0322820844812656,-0.00033655819056012,0.00365348573182171,0.00467145957503081,-0.0221474805926555,0.0059874745991014,-0.011590540247673,0.00112187292483479,0.0196515289912286,0.0163287357342242,0.00655084267201483,0.0028241131481166,0.00551283900989453,-0.00821843505951071,0.00711269252824743,-0.00399664139691754,-0.0100516997359082,0.00505941046345073,0.00265900340821148,0.00810764414995546,0.00830858275337748,0.00953683546716756,0.00229644559484369,-0.00672402552559462,-0.000615192533466025,-0.0093482127712905,0.000102346229574317,-0.00399653266564351,0.00282748800403272,-0.00796108500976196,0.00410639168617165,0.00394970669999883,-0.000723480473379792,-0.00241110652824729,-0.00391906510686965,-0.00219822087548064,0.000987446285199891,-0.00325587137542223,0.00122636615413918,0.00184543253881256,5.02668180749091e-05,-0.000840707773846292,-0.00017516807785571,-0.000219688594947268,-8.24903926713486e-05,-5.73031847181661e-05,0.000111509357684293,17,"Day017",17,1
"Day018",-0.321335350619803,0.097562682262578,-0.137457050074799,-0.0119380784076076,0.011605601164515,-0.0140438075470395,0.000377937865476709,-0.0341322295706656,0.0378176718757179,-0.0193701785144309,-0.0446112607913935,-0.00104227540205724,-0.0121854336669817,-0.0164143670225157,0.00751914926498381,0.00630220989561785,0.00695083687903972,-0.0140792900096617,0.00177760206755824,-0.00720251060303532,-0.0228236974106651,-0.023885985754041,0.000397613321764325,0.00404936140032932,-0.000468883292893796,-0.00869198069794781,0.0129552559411347,0.000316295936836698,0.00544860937354743,0.0116498315779221,-0.00276582788605867,-0.00242537898121879,-0.000507154703095142,-0.0014872232823591,0.00578619205788961,-0.00114928546759849,-0.00671491664466894,0.00360433566729504,-0.00595454956809183,0.00509035970112803,-0.00110556970346812,0.000287828395754477,0.000861470877505169,0.00286816652299779,0.00269335446651176,0.00605328067688054,-0.00239821261954843,-0.00191351933545713,-0.00413168333413439,0.0001087012254114,-0.000272978894482151,2.9609304884552e-05,0.00185223401816296,-0.000748922610765787,0.00116771330799464,0.00067900719942762,-0.000141769335511813,18,"Day018",18,1
"Day019",-0.297507159158083,0.0913524186225375,-0.177308167197924,0.013904646213426,0.0181045624945398,0.0426573891700379,-0.000296972116055826,-0.038254839453154,0.0257083833479649,0.00243029245813758,-0.00828179622500922,0.0211030340919255,0.0306170522477504,-0.00120756836626333,0.00797982954293229,-0.00651883458368338,0.0149936689046131,0.0149603528579823,-0.00227596380028201,-0.00721809927370633,0.0117571988167404,0.00568439597766903,-0.00370492088110954,-0.00142252575645732,-0.00491458480902803,0.0148193868986381,0.00456345225253805,0.0092598901505913,-0.00337529194110484,-0.0103548117762536,0.00780834492429376,-0.00515569970117073,0.00199666756993293,0.00147342997590467,0.00799144440872713,-0.00614699812428746,0.00434555930513799,0.00041171026404058,-0.00131517019033728,-0.000918536278315757,-0.0026645893066253,0.000427932847880028,0.00270049178917468,-0.00645717100311737,-0.00276716407097962,-0.00343865099378978,-0.00481385228688951,0.00228064563830425,0.0042487191853968,0.00307839890735942,-0.00146865559896098,0.00286772646591432,-0.00247693093431719,0.000377399902084783,-0.00353229455291732,-0.00266636830984006,-0.000557039672091175,19,"Day019",19,1
"Day020",-0.281109492715238,0.100799145883744,-0.184908616393672,0.0210907489926127,0.00234143622749767,0.0449552910599875,-0.0151801104878709,-0.0408725051429564,0.00546714718299375,0.0135814575440271,-0.0115096510519004,0.0267397303095647,0.0277290405141708,-0.000825892172302649,0.00695793274406969,-0.00692868958791706,-0.00338686433547386,0.0261326766899745,0.00636609746485695,0.000372985251140291,0.00372078217761468,0.0143102776377503,-0.00848090076552718,-0.00516127242312923,-0.010325356714531,-0.00207663546884484,-0.0060825934284273,-0.00267202248403716,-0.00534463274669074,0.00267797921222912,-0.00176863905812774,0.00376464706515065,0.00207103418923966,-0.00199491905762574,-0.00518838735774792,0.00629564241777784,-0.0080967133408609,0.00600154034150695,0.00196233724364625,-0.000172355571359871,0.00208110929575023,0.00146852762437223,-0.00616604119405731,0.00436423161575729,0.00372940327756326,0.00212196880405841,0.00302492593592769,0.000196679842111809,-0.00219024226229485,-0.00434799122008515,0.00107103733173172,-0.0037024075800564,0.001990004782011,1.7143584819166e-05,0.00219888577411865,0.00128336036354824,6.31308709666312e-05,20,"Day020",20,1
"Day021",-0.255713360195881,0.0440035332148143,-0.240920355084284,0.0504354067198459,-0.0110774738655565,0.101588002198724,-0.0285100764867334,-0.0485579650383747,-0.0654639016122732,0.0266798250460456,0.0311091784436656,-0.0130083268962342,-0.0191187479506454,0.00149380349958762,0.0057757282796023,-0.0109250536550228,-0.00677662967673102,0.000391637705301408,0.00131605857038875,0.00892572402420983,-0.000523391267283747,-0.00723467369340894,0.00842562721499212,0.00671561227767461,0.00716372996767098,-0.0122632722561461,-0.00413766669474808,-0.00115620854815162,0.00527546060403315,0.0040691747724538,-0.00148737813248884,-0.0032014334473819,0.0050908727771214,0.00280829571231799,-0.000267070740414885,0.00152914520733676,0.00301886484956369,-0.000654453713188905,-0.00139539958942894,-0.00205676748746939,0.000808320584195734,-0.00155967895374648,0.00155722035189771,0.000116420148682458,-1.29609988218129e-05,-0.000828077457548807,-0.000812727747735871,0.000434112704726529,-0.000362596816913233,0.000440729391925959,-0.000913255238658477,-2.73187942563489e-05,-0.000402022382408494,0.000515883649883953,2.17028288484836e-05,0.000261434304266434,0.000149507533579721,21,"Day021",21,1
"Day022",-0.310616181348569,0.181283670513762,-0.119774407181964,0.0087154741043131,-0.0265192224872192,-0.0228564924445478,-0.0238874836264193,0.0138307330655209,0.00258509696443551,0.0263362098451757,-0.0167565376147077,-0.0155994071965538,-0.00451617418077052,-0.0148647800028966,-0.00616926260948703,0.0157100752722069,-0.0155422343844366,-0.0269016906966339,0.00499210075106666,0.0009211247920408,-0.00698720817366839,0.00475274576165513,0.0064425422929869,0.00160405601370571,-0.0147690295188439,0.00421227868055507,-0.00939599879108274,-0.0126360433436366,0.000130665583349323,0.000217128540335337,0.00440722525073932,0.00287792512733186,-0.00648180319473957,0.00753920373774026,-0.000775978144359035,0.00843805114719324,-0.0014170724771982,0.000743388471552103,-0.000284141257359587,-0.00288871978577127,0.0029829355626134,-0.00499592591562789,0.00828458898490324,0.00348964603395465,-0.00533386094635448,-0.00171279729843061,0.00414543932130981,0.00142040113821888,-0.00114314970088381,-0.000259721282480679,-0.000991895968308781,0.00189610843830324,-0.0008936789951394,-0.000576416528194202,0.00134561507962758,-0.00174519109699784,-0.000502026107493868,22,"Day022",22,1
"Day023",-0.308523808173359,0.163373544660283,-0.10433574384181,0.00459716108102787,-0.0211290717451418,-0.0366790818230066,-0.00575830498510113,0.00816428964328171,-0.00778571038522947,0.0104757334123384,-0.0365510961226103,-0.00518667739427676,-0.00977167314681087,-0.0177522246778692,0.000751498910667714,-0.00208520903118145,-0.00914099267803973,-0.026226250279517,-0.00553278275590225,0.00229782064147626,0.0185193803535188,0.00365498065173662,-2.65949339790407e-05,0.00574421704748402,0.0143470892149369,-0.000249730173530073,0.00713279991161116,0.00529424004696619,-0.0132572255971389,-0.0100175959792839,-0.00758649087201251,-0.00155512184239054,-0.00800767823863268,0.00588741620267612,-0.00805480172408146,-0.00976161800508752,0.00142526970803174,-0.00125543121506529,-0.00103499189930338,0.0038737675151751,-0.00674864907855369,0.00181474488418592,-0.00713022135082431,-0.00505975403296304,0.00459158757419517,-0.000972118569292908,0.0002361801630958,7.16623329950241e-05,0.000645660403756022,0.000255452406604456,0.000665878526094471,-0.000153939436353925,-5.27667414978961e-05,0.0019220106486902,-0.00185161414741349,0.00116116645141206,0.000418039454584806,23,"Day023",23,1
"Day024",-0.307584938040812,0.198013633886401,-0.0533041800001545,-0.000794372685418639,-0.0587992546790366,-0.026212055639804,0.00122416007599709,0.0157630207394088,-0.0226304573352228,-0.00782932392595728,-0.00612235992574443,-0.00773175739387339,-0.00934785857402231,-0.0148461713091977,-0.0337957765296297,0.000533721345768135,-0.00466975951623983,0.0156300849962859,-0.00498637856652135,-0.0203481989284041,-0.00305862281325853,0.00378663427313069,-0.00554051255598792,-0.00214863599345446,-0.00303468924520145,0.0137417787039132,0.000756301683702683,0.00492338496940085,0.0141527729090786,-0.0100470480876505,-0.00330574132256731,0.00598380760775809,4.09496474556896e-06,-0.0144922503724359,-3.95478173819707e-05,0.00140383548505217,-0.00191477707991114,0.000411977394998574,-0.000774425277385255,-0.000652807184681355,0.00740101993817064,-0.00388800030567598,-0.000998085883225046,0.0026399779811303,0.00366412649749528,-0.00137844162303181,0.00109028689102809,-0.000575887556875276,0.00175819125359376,0.00098595244979138,0.000520637397639929,-0.00145454345001235,0.00139611356173242,-0.00133100198883063,0.00177515429133769,0.000404760867328161,0.000779109367638501,24,"Day024",24,1
"Day025",-0.324203407495972,0.254997649198368,0.0446363500457614,0.00787256157133794,-0.0839886639101388,0.0182985005953933,0.0145217493570159,0.0140685550774407,-0.00844408920043636,0.033954599717378,0.00615879333637731,-0.0033872699751004,-0.00507076404402123,0.00710296023187181,-0.0139372431114718,0.0107425199001498,0.0154997467630931,0.00832110872849092,-0.00778884531462571,0.0245874178556318,-0.0230828732041174,0.00686427572193948,-0.0124761550598734,-0.0067779639824723,-0.00326996274150165,-0.00840706197061367,0.0117339652869054,-0.000878690102505006,0.00115022828385555,0.01491870211359,-0.00456766252827868,-0.00986627627235479,-0.00145936986615924,-0.000921958679412528,-0.00321384987411781,-0.00352097514633963,0.0082335374694822,-0.00230142314485585,0.00462205920457912,0.00465469307386656,-0.00434955571679639,0.00171120491543896,-7.0723054693984e-05,-2.5489709834321e-07,-0.00252586883752433,-0.00325697729706397,-0.00182026059656876,0.00110442439498199,6.23507072936394e-05,-0.00100631779028693,-0.000676873494006643,0.00107682145228868,-0.00156030536657071,0.0016353195247002,-0.000522465957624056,-0.000319229114582111,0.000434169799486994,25,"Day025",25,1
