,UASB_004,UASB_005,UASB_006,UASB_007,UASB_008,UASB_009,UASB_010,UASB_011,UASB_012,UASB_013,UASB_014,UASB_015,UASB_016,UASB_017,UASB_018,UASB_019,UASB_020,UASB_021,UASB_022,UASB_023,UASB_024,UASB_025,UASB_026,UASB_027,UASB_028,UASB_029,UASB_030,UASB_031,UASB_032,UASB_033,UASB_034,UASB_035,UASB_036,UASB_037,UASB_038,UASB_039,UASB_040,UASB_041,UASB_042,UASB_043,UASB_044,UASB_045,UASB_046,UASB_047,UASB_048,UASB_049,UASB_050,UASB_051,UASB_052,UASB_053,UASB_054,UASB_055,UASB_056,UASB_057,UASB_058,UASB_059,UASB_060,UASB_061,UASB_062,UASB_063,UASB_064,UASB_065,UASB_066,UASB_067,UASB_068,UASB_069,UASB_070,UASB_071,UASB_072,UASB_073,UASB_074,UASB_075,UASB_076,UASB_077,UASB_078,UASB_079,UASB_080,UASB_081,UASB_082,UASB_083,UASB_084,UASB_085,UASB_086,UASB_087,UASB_088,UASB_089,UASB_090,UASB_091,UASB_092,UASB_093,UASB_094,UASB_095,UASB_096,UASB_097,UASB_098,UASB_099,UASB_100,UASB_101,UASB_102,UASB_103,UASB_104,UASB_105,UASB_106,UASB_107,UASB_108,UASB_109,UASB_110,UASB_111
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,13.66108208,20.63442698,28.02415488,34.98024459,41.54420257,43.69484588,37.97694307,32.69621934,34.65402494,37.18660687,36.72060973,38.0670344,31.29937851,28.29035521,23.10886893,16.0726001,13.23464503,11.53959298,9.38990215,11.23259021,12.66580322,11.24024899,9.892698277,11.08576774,12.79870558,16.40700306,18.80691461,18.05836156,18.78803781,11.89497882,9.858918053,10.73323088,12.48222331,14.56102067,17.23580804,19.72168998,21.8894169,19.72777117,24.28928869,27.77846124,26.29319062,31.05514701,34.24514856,33.14846097,32.32822316,33.41690743,28.72482244,30.61405001,27.50950671,29.56369195,25.14996906,24.69423008,28.86436969,26.76435846,24.01300287,16.85291448,11.69273023,8.624095613,6.559591201,4.847860038,3.942116619,2.709970857,2.400476876,1.790370864,1.631987206,1.213606905,1.029264606,0.658250396,0.53262773,0.310238971,0.226794247,0.156465049,0.127260079,0.130343386,0.157439293,0.1259838,0.108999875,0.113266709,0.095308423,0.065409173,0.0468645,0.071099985,0.054751387,0.039206908,0.047593592,0.039168672,0.028400074,0.079172209,0.073482364,0.067916293,0.049502131,0.057209727,0.0519268,0.077408059,0.045342016,0.078827534,0.071629352,0.062498,0.077191372,0.056899977,0.095302408,0.152429477,0.118676812,0.118200336,0.129199023,0.119464904,0.10270324,0.423328432
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales,0.673837977,0.623941558,0.593288468,0.505843414,0.411705018,0.427005305,0.412865222,0.340235559,0.318450541,0.293318457,0.244686162,0.243001797,0.341458499,0.388696641,0.408658439,0.40039567,0.510220161,0.549227656,0.563199894,0.457665896,0.324392844,0.376189448,0.271943445,0.248001697,0.155214189,0.249164411,0.144735614,0.367494501,0.318141702,0.262304175,0.278931292,0.31828359,0.272802382,0.536429599,0.526935859,0.331437253,0.31742569,0.500047354,0.465919435,0.256548099,0.351081577,0.236271578,0.237239408,0.283114266,0.345793358,0.263795327,0.318472325,0.291416943,0.353953419,0.278382969,0.342781032,0.344723997,0.189980543,0.394138491,0.313850865,0.294714237,0.311506437,0.318880122,0.266430648,0.267380353,0.251624514,0.274997043,0.245304228,0.238504109,0.256401706,0.275407101,0.256524375,0.213056899,0.302395117,0.36840879,0.28864726,0.434972958,0.400403559,0.391030059,0.292387359,0.324408114,0.178058696,0.307853224,0.338191082,0.256185711,0.292903003,0.294853138,0.266912939,0.271647855,0.35219232,0.3264058,0.331011866,0.313958936,0.293929555,0.29018788,0.256792196,0.345745466,0.3033616,0.309632437,0.226709979,0.360354429,0.286517409,0.315615101,0.379244378,0.328368868,0.430397986,0.357742745,0.332294933,0.380547404,0.333046258,0.358394712,0.32644961,0.374348252
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales,0,0,0,0,0,0.02135029,0.019977391,0.017011733,0.006009788,0,0,0,0,0,0.005922273,0,0,0,0.029131003,0.028251,0.037652759,0.018173405,0.036259173,0.062096025,0.038803597,0.220778587,0.342473015,0.306778068,0.53276117,0.527928648,0.431440586,0.512790285,0.494075335,1.020322166,1.201060618,1.010765963,0.855105929,1.298315692,1.07136564,0.68697892,0.768897672,0.650555974,0.571531319,0.457801704,0.563643231,0.462350929,0.529633404,0.458826674,0.529709657,0.400175537,0.42212844,0.344723997,0.231142892,0.316658192,0.330907944,0.284551677,0.366100326,0.311714267,0.266430648,0.197352182,0.228217557,0.242299494,0.273338931,0.206703607,0.213356137,0.239089601,0.186851146,0.155817699,0.147761208,0.177741071,0.137451029,0.190887438,0.14277953,0.155776252,0.112456638,0.107086175,0.087981999,0.113266709,0.098382824,0.10083905,0.090799901,0.113202576,0.13003457,0.075613315,0.076149707,0.084865506,0.069354881,0.098282811,0.055111798,0.05865494,0.037126573,0.044772821,0.0437278,0.052526908,0.017439206,0.016891572,0.02754972,0,0.026849121,0.033612587,0.003069997,0.012443198,0.011867701,0.031712317,0,0.026547723,0,0
d__Archaea;p__Euryarchaeota;c__Thermococci;o__Methanofastidiosales,0.190366737,0.186295318,0.201342255,0.147398034,0.155181169,0.088451117,0.126523246,0.105473004,0.108152976,0.129677681,0.091388786,0.07452056,0.091251813,0.158858636,0.19544531,0.16700053,0.186476421,0.20922955,0.233048225,0.183631399,0.150610935,0.11449248,0.066475067,0.075168814,0.035569897,0.072500061,0.03873204,0.159780187,0.141396345,0.112890446,0.172576174,0.117882796,0.066685067,0.071892606,0.126582386,0.086972914,0.038902058,0.108000465,0.082221041,0.085516066,0.1015525,0.080900917,0.061107102,0.066260811,0.093364189,0.09644127,0.083079767,0.102305952,0.124494023,0.092794356,0.123782012,0.086899949,0.08865756,0.107798597,0.139868353,0.132113279,0.157358868,0.123999231,0.134901667,0.098676041,0.083900205,0.106176158,0.098121711,0.092221603,0.095448775,0.1089522,0.066506323,0.0604191,0.113398206,0.122802963,0.140887379,0.140818554,0.124156109,0.174850801,0.128999585,0.11338535,0.10474048,0.145213811,0.172170042,0.122999573,0.149380501,0.131630872,0.13003457,0.151226631,0.117000472,0.140354533,0.110000288,0.133773816,0.153088349,0.117000677,0.099004261,0.111931954,0.1284504,0.155000319,0.090684032,0.116364427,0.107443978,0.0656229,0.083903652,0.062099975,0.098376705,0.093299986,0.115709811,0.123966257,0.089003716,0.053095546,0.06969146,0.062974475
d__Bacteria;p__Desulfobacterota;c__uncultured;o__uncultured,0.087629171,0.032527802,0.034899292,0.026799679,0,0.027450302,0.013318194,0.01020702,0.002999894,0,0.011792098,0,0.014718034,0.006759759,0.053303257,0.026892285,0.025899475,0.069743183,0.04531496,0.0226008,0.014481784,0.007270202,0.015107947,0.009800067,0,0,0,0.028760416,0.017674506,0.009965793,0.012040228,0,0,0.024885867,0.038269126,0.016454303,0,0.009040039,0.014949308,0.008549967,0.017408991,0,0.035945401,0,0.010373799,0.002840032,0,0.02170126,0.024410536,0.020298778,0,0.041966375,0.015831704,0,0.030702843,0.023712606,0.022479795,0.014331711,0.02023522,0.025464762,0.013654033,0.002719971,0,0,0.007490029,0.0121058,0.012667823,0.0254396,0,0.032316522,0.037799058,0.015646495,0.009308411,0.028611924,0.035343486,0,0.027232469,0.023234202,0.027670207,0.013626853,0.0175742,0.026326194,0.006839998,0.025204405,0,0,0.012609933,0,0.021432377,0,0.006190029,0.012436906,0,0,0.020927107,0.005630224,0.022000016,0.0156245,0,0,0.024594176,0.027997296,0.017801502,0.014414653,0.014355403,0.010619109,0.014671891,0.003499999
d__Bacteria;p__Firmicutes;c__Syntrophomonadia;o__Syntrophomonadales,0.138997954,0.138982198,0.187919458,0.170847728,0.142513272,0.176902234,0.153159734,0.210946108,0.228323028,0.253180163,0.226997964,0.213841573,0.097139027,0.138995044,0.162871108,0.259958425,0.170936736,0.36033983,0.524358557,0.262734098,0.240398237,0.243523564,0.114820597,0.081705259,0.032336298,0.091465377,0.083579729,0.172562694,0.191895061,0.179296514,0.224750464,0.196999994,0.190961677,0.331812066,0.303208906,0.199802532,0.116605368,0.310270336,0.206798504,0.142526744,0.261135072,0.190959265,0.140186905,0.135533409,0.190186377,0.209901629,0.173082757,0.086805038,0.212372091,0.214586924,0.295172528,0.191846387,0.08865756,0.165066496,0.136456937,0.169376031,0.189472962,0.206018022,0.192234841,0.162338096,0.120935795,0.182405238,0.094617311,0.089041503,0.117907363,0.145269701,0.117177817,0.181257399,0.134016008,0.168046134,0.202740292,0.178370242,0.065181975,0.133522444,0.125308897,0.176377301,0.123593759,0.206203516,0.126053031,0.174424295,0.140593401,0.136896071,0.140300368,0.131623227,0.072976794,0.137090402,0.141862271,0.101012912,0.094914741,0.11400066,0.089722618,0.189040691,0.1065865,0.152051613,0.090684032,0.112610778,0.121218888,0.1031218,0.198012614,0.157720537,0.184456323,0.161761975,0.192849719,0.164327306,0.143554425,0.180524757,0.168726702,0.171430532
d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales,0.704054867,0.588456693,0.488590492,0.368495234,0.348365731,0.332454177,0.376240138,0.41848981,0.37252703,0.364332447,0.309542751,0.34668248,0.332627678,0.456296031,0.547839155,0.540833016,0.712236268,0.604441022,0.705618299,0.468966296,0.454729302,0.434344263,0.214533147,0.2777978,0.297493879,0.198700768,0.192070617,0.373885704,0.287842492,0.35527273,0.497661642,0.368383789,0.260677852,0.461771796,0.379747059,0.305580449,0.310947647,0.457874672,0.343833573,0.296455644,0.348180129,0.271874182,0.29115741,0.358410537,0.428783748,0.374419154,0.501940115,0.477427711,0.556561336,0.61186255,0.647475261,0.566546467,0.405291731,0.532255287,0.539004716,0.575878527,0.584475981,0.605513945,0.451920416,0.455183212,0.415472914,0.495488972,0.60975617,0.505628718,0.499702561,0.511470202,0.443375521,0.492892797,0.515446229,0.555844897,0.646020035,0.544498522,0.611468934,0.562701802,0.65867478,0.57007644,0.555124365,0.627323449,0.57799924,0.569604524,0.638528506,0.497564695,0.65701655,0.69172184,0.640926484,0.672395986,0.781818544,0.636108074,0.673588618,0.713121128,0.792033889,0.838246302,0.8390271,0.771316387,0.882425009,0.895255498,0.818227496,0.837473803,0.748420385,0.868755452,0.928430008,1.132333527,1.002818699,1.222364509,1.220212714,1.170756019,1.236106782,1.381939753
d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales,0.009069997,0,0.016107396,0,0,0,0.019977391,0,0.036051025,0.018525397,0.020636197,0.016200113,0.023548855,0,0.032574202,0.032868304,0.028489423,0.040683549,0.032367815,0.0197757,0.028963668,0.043616211,0.039280762,0.042486691,0.035569897,0.015769913,0.034655041,0.057520931,0.03029921,0,0.036120585,0.041258999,0,0,0.026494018,0.023506204,0.042107527,0.042172682,0.054814028,0.0256548,0.037719531,0.097097901,0.057512602,0.114450401,0.114111786,0.241103275,0.321934036,0.347220153,0.471124211,0.487170171,0.539562651,0.542565581,0.582606851,0.532255287,0.770981498,1.128044348,1.570377681,1.420628989,1.416467007,1.244591739,1.01625078,0.884801685,0.669330077,0.763213127,0.741131809,0.938199904,0.826578631,0.785448495,0.71475214,0.827304021,0.835015224,0.898109606,0.887716384,1.080896089,1.034601271,1.26613668,1.42446997,1.231412696,1.15292408,1.182814997,1.183328011,1.079373172,1.108715446,0.929763789,0.76149687,0.91393628,0.948900681,0.876354902,0.8358623,0.941566851,0.965291295,1.024799592,1.0330691,0.975895008,1.105647187,0.959068235,1.01658564,0.912471503,0.886022378,0.791187983,0.787013544,0.861693368,0.747663674,0.723616669,0.778065036,0.70100061,0.74093047,0.650736242
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__0319-6G20,0,0,0,0.016749824,0,0,0,0.006809213,0.012016975,0,0,0,0.014718034,0.020279777,0.050342021,0.050796461,0.069928683,0.063931276,0.129471258,0.056502,0.046341849,0.009090252,0,0,0,0.012615911,0,0,0.03029921,0,0.060201042,0.032417799,0.033342483,0.016590578,0.023550216,0.016454303,0,0.027111017,0,0.017103233,0,0.012946347,0.017972701,0,0.017289698,0.014182557,0,0,0.046380128,0,0.047608504,0.047961572,0.028497026,0.033686999,0.047759923,0.081300479,0.044959691,0.071658456,0,0.02864787,0.042912705,0.035392019,0,0.031800501,0.02807321,0.0544761,0.022168741,0.0572392,0.051544603,0.1324979,0.099652071,0.065715379,0.117948368,0.044507515,0.061047904,0.069291025,0.060749431,0.037755603,0.03996801,0.059958392,0.0175742,0.081611183,0.034219592,0.075613315,0.053939317,0.039168672,0.078812306,0.051871506,0.06123532,0.046306568,0.058783774,0.089545643,0.0929216,0.110583028,0.069756924,0.058182213,0.077139256,0.0593731,0.063766711,0.056882777,0.064559738,0.043551293,0.065272206,0.04612697,0.063163911,0.021238218,0.055019568,0.083965967
d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales,0.033238689,0.014785319,0,0,0,0,0,0.01020702,0,0,0,0.01296011,0.008830021,0,0,0,0.05179905,0.069743183,0.032367815,0.0226008,0.037652759,0.016356054,0.030215894,0.035950346,0,0.053617645,0.077464181,0.063912135,0.040398913,0.026562487,0.022073719,0.044206099,0.036373691,0.063597317,0.07359435,0.094024715,0.113366296,0.159653688,0.21925621,0.350615732,0.322066592,0.712051271,0.855499629,0.906996045,0.995884979,0.930374822,0.875799018,0.78744579,0.541914974,0.434973371,0.269781325,0.176858396,0.129820009,0.080848898,0.09210843,0.074525406,0.138090472,0.139734033,0.134901667,0.14323945,0.212612919,0.274969143,0.25932163,0.346626012,0.387409821,0.450941202,0.490880009,0.597831296,0.597917633,0.491211753,0.415789537,0.438102257,0.446962112,0.391030059,0.443400573,0.425195214,0.544650277,0.377555829,0.458095211,0.395180129,0.345625503,0.313281534,0.280600836,0.305253762,0.310944553,0.339462024,0.23328451,0.333069439,0.300053077,0.345755702,0.396016944,0.323359155,0.42088,0.450625727,0.526664784,0.476718856,0.495895461,0.565607302,0.540339401,0.664494534,0.697859629,0.715485491,0.720961371,0.833168274,0.792420439,0.87342116,0.858305601,0.881642551
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales,1.453435219,1.120729174,0.877852105,0.884388503,0.820243038,0.649658075,0.612638737,0.540974647,0.411582249,0.555761319,0.44515193,0.576724167,0.470977202,0.98695141,0.944652447,0.98007301,0.916842322,0.822388482,0.644119481,0.762776494,0.648785689,0.819620464,0.942737291,0.957585451,0.55618426,0.782186961,0.68290758,0.524079186,0.479737554,0.152935442,0.40900776,0.453999986,0.412234631,0.387114094,0.385634663,0.399605164,0.382206416,0.400640326,0.421071612,0.359167399,0.272741066,0.246002788,0.337886411,0.265043144,0.24551327,0.21273816,0.186929402,0.120906989,0.195284686,0.115992946,0.21582512,0.161870405,0.098156602,0.077480198,0.071639834,0.345527136,0.253701048,0.542812833,0.519371249,0.423352234,0.40181888,0.381145301,0.308382435,0.403866915,0.387409821,0.460020602,0.405371951,0.467453197,0.501701028,0.345787205,0.402044434,0.325447394,0.353845005,0.343343486,0.298813438,0.418895939,0.393824049,0.374651529,0.319744278,0.406081691,0.421780304,0.418586212,0.390103611,0.481684898,0.469589693,0.463496302,0.362536848,0.379480744,0.30923841,0.321058859,0.402204673,0.37559408,0.4782728,0.420215365,0.502249876,0.416659768,0.482120551,0.518733802,0.634311423,0.488674904,0.448843669,0.488396625,0.436137143,0.386313325,0.364628264,0.658384373,0.542859985,0.762690798
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__GIF9,0.168999944,0.138982198,0.112751675,0.066999097,0.076007085,0.070150882,0.083238964,0.044230586,0.072102051,0.086451787,0.06190859,0.048600339,0.070646565,0.094639226,0.079954886,0.107568941,0.181296526,0.098802818,0.17802293,0.093228199,0.086890905,0.070876269,0.009059968,0.062096025,0.019401799,0.034693729,0.022423844,0.060716533,0.040398913,0.009965793,0.078261285,0.076623798,0.069716174,0.063597317,0.076538152,0.044661707,0.022673299,0.060246659,0.022423911,0.062711755,0.06093152,0.04854895,0.064701702,0.039154129,0.055326893,0.036874609,0.107311345,0.043402519,0.058585446,0.055096612,0.10473861,0.053956768,0.04432883,0.080848898,0.078462766,0.054200286,0.070650986,0.071658456,0.07082332,0.066845063,0.091677124,0.059894256,0.063078207,0.038160701,0.058017928,0.0363174,0.063339317,0.0604191,0.058417203,0.051706495,0.04810791,0.087620471,0.090013236,0.060403006,0.070687073,0.085039063,0.067033923,0.081319706,0.070712717,0.068134464,0.082012801,0.076345884,0.078705082,0.072812815,0.072976794,0.045696834,0.081964814,0.054601506,0.027555899,0.04321945,0.030938844,0.047260223,0,0,0.031390611,0.020645321,0.04132463,0.0499984,0.02349303,0.038783684,0.049188353,0,0.041536904,0.040361049,0.048808509,0.031857328,0,0
d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales,9.754030771,8.554800427,6.008052366,5.436979225,4.174055374,3.569948207,3.006591207,2.820553159,2.37936608,2.482400538,2.028241782,1.665372047,3.573539459,3.910626167,4.471552133,4.858532716,6.946246148,7.020815083,8.515971255,4.96652256,4.495158173,3.530098045,2.44446942,2.222382703,1.034761425,1.800922522,1.333198568,4.953187104,3.433910999,2.862103532,4.785980004,3.492278595,2.764397211,4.2084834,3.320579261,2.686757033,2.656010884,3.178011688,2.651007035,2.662399514,2.567828186,1.993743699,2.092020171,2.379364326,2.749057365,1.957190913,2.807403134,2.601051226,2.304359038,2.000877585,2.02177309,2.035370503,1.788983004,2.058278551,2.398229993,2.710016404,2.787500634,3.54888519,3.14320769,3.246761129,3.196996101,2.67618482,2.985702643,3.625262531,3.529733854,3.528842114,3.42349254,3.30079178,3.408817791,5.222356804,4.326272554,5.056951646,5.183518572,4.606524934,4.957732346,4.790532206,3.663820509,3.804600697,3.753920812,3.979055197,4.235376838,3.943661168,3.332990337,4.262351065,4.204097247,3.818948069,3.85865259,4.067815572,4.30484385,4.380601459,3.6074668,3.571874414,3.7031976,3.616064042,3.449479807,3.190126849,3.245360263,3.131152209,2.674847785,2.986346902,2.262663826,2.311329246,2.029372701,2.188147672,2.472007333,2.322928621,2.145764053,2.396528451
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales,0.081585773,0.062098439,0.099328878,0.12394834,0.180516764,0.237902949,0.352933148,0.421892117,0.330467517,0.324194053,0.259426259,0.311042252,0.344402106,0.422496336,0.420503585,0.475096407,0.512810109,0.488202383,0.417544779,0.358787497,0.379423784,0.417988209,0.543886891,0.578473157,0.475343566,0.826342698,0.92345402,0.891573687,0.881202182,0.71054546,0.652177574,0.501001985,0.639569999,1.354899329,1.413012462,1.445630433,1.596845562,2.397817327,2.279766348,1.946915205,2.138405998,2.190024824,2.192667175,2.409482895,2.21653553,1.735943259,1.401970712,1.202869945,1.179031148,0.99463912,0.987082293,0.959232036,0.731424945,0.889337979,0.730044407,0.775742238,0.908828016,1.130412189,1.187134213,1.04405655,1.174247465,1.31767393,1.314129651,1.179800342,1.280136825,1.204527605,1.361796322,1.147963193,1.398577478,1.10522647,1.109917382,1.217298402,1.281912102,1.182627551,1.208105912,1.307081417,1.225463098,1.367913707,1.318945121,1.329985586,1.274127911,1.329471919,1.242172016,1.369441278,1.319927921,1.390488805,1.39970736,1.335007955,1.135915377,1.284235534,1.339651039,1.29094902,1.3200328,1.277233629,1.321893663,1.203058137,1.15433444,1.146839203,1.087391082,1.251421598,1.491021667,1.462079076,1.370716636,1.424169954,1.452770854,1.4946387,1.536880607,1.434418532
d__Bacteria;p__Planctomycetota;c__vadinHA49;o__vadinHA49,0.021151893,0.014785319,0.034899292,0.020099709,0.034836593,0.027450302,0.029965987,0,0,0.021612897,0.020636197,0.019400016,0,0,0.01180453,0.032868304,0.080288473,0.084273001,0.100340255,0.056502,0.06372003,0.067241568,0.04834553,0.026145679,0.016168099,0.053617645,0.042809139,0.070303338,0.047973715,0.009965793,0.096321628,0.070729698,0.054560436,0,0.020606414,0.042300007,0.013000688,0.018073978,0.01993241,0,0.014507543,0,0,0.027106682,0.024205497,0.028365115,0,0.018601037,0.004881687,0,0.019043402,0,0,0,0,0.013550047,0.012845597,0,0,0.05729574,0.039011495,0.024502237,0,0.050880902,0.072990286,0.09382,0.0538385,0.0635991,0.054980903,0.064633144,0.058416662,0.078199974,0.077597556,0.038149298,0.067473983,0.081889475,0.077507911,0.055181204,0.021521205,0.019077634,0.0497935,0.044754491,0.051329388,0.061610813,0.104705822,0.071809282,0.037829899,0.046411305,0.033679421,0.049393686,0.018563286,0.037310618,0.0300629,0.03870408,0.010463504,0.007510299,0.008260006,0.0406237,0.02349993,0.015513494,0.024594176,0,0.008900001,0.025946396,0.020097604,0,0,0.045481582
d__Bacteria;p__Caldatribacteriota;c__Caldatribacteriia;o__Caldatribacteriales,0.18130164,0.10941156,0.093959679,0.083748921,0.079174084,0.057950759,0.059932074,0.061242419,0.081114732,0.058663691,0.044220393,0.051840342,0.073590172,0.087879267,0.088838795,0.095616903,0.121727633,0.110426732,0.142418404,0.073452599,0.095579995,0.063606867,0.030215894,0.035950346,0.012934499,0.04730974,0.004081501,0.041542823,0.045448815,0.06308577,0.058194304,0.055994298,0.048498221,0.066362413,0.091257062,0.035259306,0.058302684,0.048197308,0.054814028,0.045608522,0.069636066,0.04854895,0.050323502,0.060237037,0.076074591,0.053893698,0.065771512,0.062003556,0.085437025,0.0521968,0.088869108,0.068944759,0.063326814,0.043793199,0.081874182,0.074525406,0.093130781,0.071658456,0.074195907,0.05729574,0.093627728,0.125233453,0.08410431,0.098581704,0.076733301,0.0696084,0.057005406,0.0476993,0.082471405,0.096949666,0.079034367,0.103266966,0.111740528,0.095373146,0.106030559,0.116534938,0.094266392,0.095841107,0.079936119,0.10083905,0.079083801,0.09477428,0.08897098,0.103618221,0.092014171,0.084865506,0.10718478,0.095552711,0.125532451,0.080264765,0.052596045,0.072133935,0.0519268,0.080172665,0.062781222,0.071320136,0.079894258,0.0812475,0.083903652,0.090495364,0.058411144,0.099545785,0.077139908,0.083605108,0.091874816,0.082298072,0.05135157,0.048980181
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9,0.867226413,0.665340551,0.555704577,0.452244156,0.399037121,0.390404836,0.322967161,0.343637965,0.366518542,0.243917464,0.215205866,0.223561581,0.32085325,0.412356397,0.406155878,0.564737192,0.644897532,0.601535018,0.822142411,0.468966296,0.422869237,0.392545503,0.208489968,0.219001498,0.27809218,0.214470581,0.189583303,0.425015432,0.350965912,0.288866562,0.557862684,0.356595489,0.230366476,0.2295034,0.203120538,0.150439624,0.148995781,0.180739978,0.191849197,0.159999376,0.188597557,0.178012818,0.226455808,0.234924576,0.259345068,0.226920717,0.283855813,0.235613733,0.353953419,0.234885602,0.326911531,0.269784041,0.256473638,0.222334495,0.446896386,0.416665055,0.481710902,0.573267645,0.596939643,0.537943714,0.579321414,0.577162893,0.585225767,0.779113428,0.885240775,0.862538603,0.943756548,0.963525894,0.969038954,0.895168877,0.95872125,0.920014699,0.859781252,0.88379158,0.938209881,0.938578979,0.988749769,0.760920159,0.845477705,0.738578038,0.726399307,0.75819384,0.906819792,0.926963288,0.945525311,0.943008956,1.027712987,1.064730224,1.001197693,1.219406359,1.194238562,1.248663599,1.3282318,1.360002799,1.374211381,1.184289691,1.187394064,1.265585504,1.352526498,1.101457858,1.432610523,1.421638582,1.400385839,1.565433775,1.510192664,1.616758307,1.701939411,1.458908522
d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales,0.426058959,0.381461928,0.265771741,0.224447085,0.174182866,0.176902234,0.159818831,0.112277717,0.114161464,0.194516472,0.112024982,0.071280558,0.164841986,0.182518392,0.201367883,0.340635181,0.310794002,0.328374192,0.375001328,0.228832998,0.251983724,0.203542053,0.105755829,0.117655505,0.048504397,0.015769913,0.118234771,0.217301119,0.179270357,0.156054325,0.266891164,0.206294894,0.130338926,0.204617433,0.182514124,0.162192726,0.197581351,0.234962012,0.149492875,0.148227822,0.1015525,0.113280884,0.136592405,0.132521522,0.16252288,0.107787296,0.145389568,0.136407903,0.187961456,0.156590401,0.21265122,0.227817566,0.139319051,0.168435196,0.160336848,0.091463039,0.125244875,0.121819344,0.043843027,0.105042257,0.128738114,0.127955924,0.108634712,0.076321303,0.078604909,0.1119787,0.104509994,0.136737999,0.127143407,0.213289305,0.247411952,0.24408552,0.176922503,0.155776252,0.195995869,0.201574001,0.205291265,0.165543713,0.178318943,0.152621271,0.178670802,0.197446358,0.171098061,0.159628132,0.126916112,0.09792173,0.145014679,0.125583615,0.205138336,0.142006822,0.142318563,0.14675527,0.0683247,0.152051613,0.146489551,0.120118176,0.093669168,0.1312459,0.097328212,0.113765554,0.153713552,0.096434985,0.121643712,0.112434515,0.11484352,0.079643269,0.099035242,0.12594895
d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales,3.831508932,2.957068884,2.271140396,2.180821643,1.808335042,1.680571018,1.754677245,1.68416626,1.41199758,1.327652006,1.040653137,1.040047541,1.368777502,1.699939389,1.984066163,2.139427688,2.599947317,2.77229201,3.482776533,1.737435386,1.720440714,1.617432723,0.94878047,0.908562315,0.963621631,0.592948201,0.717562521,1.843863807,1.363464636,1.31816137,1.723755505,1.567841553,1.112427381,1.656295335,1.415956264,0.944948652,0.90693057,1.623647693,1.205909207,1.077502097,1.54359834,0.948322849,1.099928137,1.108362168,1.452332223,1.276428861,1.748136326,1.497387011,1.870646456,1.644199415,1.91386058,1.957432949,1.219954041,1.563078962,1.64015189,1.744573014,1.881884118,1.581860489,1.630041897,1.467408683,1.486339827,1.459242107,1.492851272,1.348343249,1.238962763,1.380061706,1.304790816,1.233821993,1.267997771,2.029480257,2.19990443,2.118537307,2.064095698,1.951971236,2.27483768,2.02518887,2.375513082,2.18111077,1.97380608,1.845082399,1.745701616,1.956034887,2.032645035,1.783914362,1.700676355,1.609180682,1.964003736,1.668077393,2.029951285,1.633078354,1.559316662,1.634207184,1.6233944,1.658745014,1.293990853,1.490215555,1.352692585,1.281210004,1.261910666,1.241079202,1.512541546,1.284763103,1.21050302,1.147408133,1.108240194,1.109696165,1.140739537,1.140537648
d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B);o__SAR324_clade(Marine_group_B),0.045325385,0.020699446,0.018791896,0.013399839,0.019001796,0.018300235,0.019977391,0.003399607,0.006009788,0,0.011792098,0,0.023548855,0,0.041415895,0.032868304,0.038849213,0.055213366,0.061498818,0.0423765,0.023170875,0.018173405,0.018129536,0.022877457,0,0,0,0.012782407,0.045448815,0.026562487,0.020066981,0.026523599,0.01212453,0.024885867,0.02940002,0.011753102,0.025912271,0.039160369,0.034881718,0.028505389,0.026113537,0.022656157,0,0.024094795,0.027663497,0.025528583,0.041539834,0.037202174,0.021969492,0.046397178,0.034912903,0.011990393,0.028497026,0.0168435,0.044348507,0.037262753,0.035325493,0.034037789,0.037097954,0.012732431,0.021456352,0.021779766,0.024530403,0.00954,0.029944718,0.0151323,0,0.0413394,0.037799402,0.045243171,0.037799058,0.056327482,0.043454683,0.054094184,0.048195745,0.0503935,0.039801354,0.075511206,0.036893609,0.038155368,0.0380774,0.060550187,0.065017285,0.044807909,0.034901941,0.042432803,0.047300124,0.030030803,0.042864754,0.049393686,0.021657201,0.049747524,0.0355288,0.041468585,0.034878412,0.033783243,0.04132463,0.0187494,0.030205311,0.036199985,0.024594176,0.049799992,0.035603004,0.034600128,0.048808509,0.021238218,0.040347677,0.027999989
