,UASB_004,UASB_005,UASB_006,UASB_007,UASB_008,UASB_009,UASB_010,UASB_011,UASB_012,UASB_013,UASB_014,UASB_015,UASB_016,UASB_017,UASB_018,UASB_019,UASB_020,UASB_021,UASB_022,UASB_023,UASB_024,UASB_025,UASB_026,UASB_027,UASB_028,UASB_029,UASB_030,UASB_031,UASB_032,UASB_033,UASB_034,UASB_035,UASB_036,UASB_037,UASB_038,UASB_039,UASB_040,UASB_041,UASB_042,UASB_043,UASB_044,UASB_045,UASB_046,UASB_047,UASB_048,UASB_049,UASB_050,UASB_051,UASB_052,UASB_053,UASB_054,UASB_055,UASB_056,UASB_057,UASB_058,UASB_059,UASB_060,UASB_061,UASB_062,UASB_063,UASB_064,UASB_065,UASB_066,UASB_067,UASB_068,UASB_069,UASB_070,UASB_071,UASB_072,UASB_073,UASB_074,UASB_075,UASB_076,UASB_077,UASB_078,UASB_079,UASB_080,UASB_081,UASB_082,UASB_083,UASB_084,UASB_085,UASB_086,UASB_087,UASB_088,UASB_089,UASB_090,UASB_091,UASB_092,UASB_093,UASB_094,UASB_095,UASB_096,UASB_097,UASB_098,UASB_099,UASB_100,UASB_101,UASB_102,UASB_103,UASB_104,UASB_105,UASB_106,UASB_107,UASB_108,UASB_109,UASB_110,UASB_111
d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeales;g__Micrarchaeales;s__uncultured_archaeon,1.102918755,0.833875748,0.638926331,0.475695999,0.345198897,0.329408903,0.29966036,0.244997943,0.219318045,0.29331841,0.253530343,0.220321402,0.314965343,0.381950312,0.503226634,0.528879066,0.792540813,0.636405705,0.828612978,0.446365241,0.448937017,0.370727091,0.274966156,0.271259551,0.223120472,0.236548383,0.209891379,0.492122688,0.343391233,0.259093114,0.505678694,0.28881296,0.287957411,0.215678001,0.232558166,0.202153287,0.226720521,0.168689894,0.2093823,0.171032837,0.185744145,0.19095708,0.24802304,0.234925557,0.293924323,0.226918193,0.207698734,0.148740346,0.253782319,0.226185284,0.282476957,0.28177461,0.208986414,0.117904694,0.201255315,0.226964751,0.285815285,0.207810802,0.229327023,0.254647292,0.214563122,0.19057474,0.210260723,0.257584405,0.224584618,0.1755342,0.202685593,0.216236796,0.243977911,0.374870959,0.312714803,0.372386888,0.375636525,0.295688617,0.382353727,0.267716446,0.270230779,0.241054897,0.193691303,0.253461099,0.240180338,0.294853117,0.229271567,0.246443441,0.209410724,0.179521521,0.274266333,0.234786609,0.235755189,0.302534556,0.185632113,0.206452347,0.183110052,0.21563662,0.153465168,0.198937742,0.181828369,0.190619057,0.171163911,0.134450193,0.135268146,0.111989038,0.094941416,0.144146165,0.083261628,0.111500577,0.117375163,0.150439066
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__RBG-13-54-9;f__RBG-13-54-9;g__RBG-13-54-9;s__metagenome,0.027195294,0.023656007,0,0,0.0190018,0.0183005,0.019977397,0.013610997,0.018026104,0.015437795,0.005900001,0,0,0,0,0.023904094,0.01813,0.03196559,0.038841199,0.011300393,0,0.00727,0.009060005,0.003269999,0,0,0.00204,0,0.01514961,0,0.018059993,0.020629504,0,0.035946383,0.020606406,0,0,0,0.0124632,0.014252703,0.017413504,0,0,0.018071197,0.017289695,0,0.038078106,0.024790091,0.029282602,0.023198498,0.028565106,0.017985601,0,0.00337,0,0,0,0.00896,0.020234711,0.028647799,0.019505711,0.035392407,0.035043504,0.00318,0.020586911,0.033291,0.041170499,0.0286196,0.034363102,0,0.0206186,0.028163691,0.037253212,0.028614992,0.02249139,0.034645693,0.041896228,0.020329908,0.030744616,0.038155485,0.020503195,0.03422399,0,0.028004905,0.02855599,0.022848203,0.028372403,0.040951202,0.021432299,0.024696705,0.040220303,0.019899005,0.024596894,0.024881125,0.017439196,0.022521305,0.022039821,0.028124108,0.030205402,0.015513488,0.024594208,0,0.011867702,0.023063394,0.014355405,0.023893016,0.003669999,0.024490094
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__uncultured;s__uncultured_prokaryote,0,0,0,0,0,0,0,0.023819194,0.021030504,0.024700492,0,0.0226801,0.020605203,0.030420801,0.032561702,0.03884419,0.044030001,0,0.048551499,0.01695059,0.023170901,0.030893899,0,0,0,0,0,0,0.020199514,0,0.038126584,0,0,0.041476581,0.044156612,0.025856811,0,0.039160199,0.00249,0.031356007,0.031924808,0.035602196,0.021567203,0,0,0.017018899,0,0,0.017081501,0.023198498,0,0.029976001,0,0,0.023877702,0.040650391,0.035325511,0.0143318,0,0.025464699,0.019505711,0.027225006,0.031539104,0.031800501,0.024330013,0.0242116,0.060172298,0.054059199,0.030926801,0.067864547,0.0446735,0,0.03104431,0.031794491,0.038556683,0,0,0.040659916,0.055340329,0.068134673,0.061509584,0.044754487,0.037641611,0.028004905,0.044420484,0.071808608,0.044134805,0.049141402,0.058173397,0.061741711,0.052595804,0.059697014,0.027329893,0.033174834,0.045341991,0.018767704,0.049589546,0.06562292,0.050342303,0.059468352,0.033817012,0.074659425,0.038569907,0.04036089,0.037324113,0.053095537,0.069691478,0.04198299
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__KCLunmb-38-53;g__KCLunmb-38-53;s__uncultured_bacterium,0.592252269,0.405109821,0.357047073,0.328297199,0.262857898,0.237906402,0.213091771,0.210970451,0.225326747,0.138940257,0.112025019,0.103680701,0.197221227,0.243366608,0.216091414,0.31672982,0.391090406,0.308032006,0.469331587,0.237308062,0.199849408,0.219892095,0.10575626,0.098045582,0.151980581,0.104081236,0.091700091,0.214105351,0.184320325,0.129546557,0.300999177,0.182718438,0.115182944,0.10783905,0.103032129,0.077570433,0.068016176,0.087357297,0.0822573,0.076964717,0.078360819,0.080913991,0.12221422,0.129510276,0.11411177,0.133314396,0.166159028,0.105357762,0.168374813,0.124691891,0.187260038,0.146882505,0.113992608,0.080848896,0.26265522,0.23373975,0.240855572,0.288427103,0.273168946,0.280111991,0.302338872,0.304919664,0.287356332,0.454747809,0.43606853,0.508443801,0.547884482,0.55967179,0.577299727,0.465357122,0.553264606,0.472524557,0.437725245,0.473737666,0.523728163,0.554330589,0.542556459,0.400790161,0.485765458,0.463316116,0.360270507,0.437014477,0.472230939,0.481684879,0.517181013,0.505924259,0.542227566,0.608807223,0.465386879,0.645201219,0.662087745,0.698952959,0.743372304,0.732611647,0.753374343,0.617457831,0.575789836,0.615605985,0.657806441,0.524872881,0.777791665,0.631494015,0.605251503,0.70055043,0.68331923,0.711479689,0.70425098,0.640240553
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__SCGC_AAA011-D5;g__SCGC_AAA011-D5;s__Candidatus_Diapherotrites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023904094,0.054390101,0.081366975,0.119760497,0.115828933,0.147714806,0.081777998,0.117842667,0.075168286,0.074373491,0.082003429,0.077435692,0.092672479,0.068173246,0.049825584,0.134446345,0.073676815,0.084871633,0.060832272,0.050044214,0.054064223,0.02914979,0.045184799,0.0498529,0.031356007,0.058045014,0.048548395,0.028756305,0.024094896,0.024205494,0.025528299,0.027693205,0.040283785,0.034163003,0.031897898,0.025391205,0.050959202,0,0.020212199,0.020466602,0.010162598,0.03211411,0.0107488,0,0.031830899,0.021456312,0.010890002,0.010513001,0.057241001,0.035559219,0.0393439,0.031669599,0.0286196,0.027490501,0.054938038,0.054982801,0.037551589,0.055879819,0.050871186,0.048195878,0.031496094,0.041896228,0.031947013,0.064563734,0.040880784,0.03807739,0.039489289,0.047907514,0.030805405,0.063457777,0.062016507,0.056744707,0.051871502,0.052049798,0.064828812,0.052595804,0.04228541,0.040994789,0.052526854,0.04882979,0.039412208,0.024794823,0.056248217,0.050342303,0.077567438,0.064559822,0.024886508,0.035603006,0.043243889,0.06029292,0.042476429,0.058687582,0.062974486
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__uncultured;s__uncultured_organism,0.323321328,0.307528592,0.297986661,0.2009983,0.278692697,0.250106802,0.236398668,0.292636432,0.318461866,0.271705517,0.250582242,0.230041502,0.226657231,0.216325807,0.281214819,0.364538107,0.328930305,0.398116778,0.391649089,0.333361407,0.333082313,0.248968694,0.21151242,0.16667757,0.139046083,0.195546668,0.140606886,0.230083348,0.270168083,0.265736512,0.305012476,0.265236455,0.166712164,0.334577446,0.24727707,0.159842069,0.165182143,0.271108791,0.2692058,0.159630634,0.223473454,0.168301082,0.150970524,0.192759464,0.224765641,0.215572293,0.280393247,0.232406716,0.380673529,0.327678677,0.428476287,0.356714612,0.250150417,0.360451383,0.385455029,0.433604207,0.526670857,0.446076705,0.451909042,0.359689288,0.372559512,0.33486707,0.294365033,0.337085806,0.314418466,0.335936101,0.247023092,0.279835895,0.254286812,0.339322834,0.436426105,0.384904084,0.319756706,0.346559702,0.305240362,0.318110136,0.379161051,0.281714813,0.328967775,0.370652852,0.345625411,0.31854671,0.352462204,0.30245325,0.323634783,0.359043042,0.381450846,0.354910013,0.364348883,0.401321374,0.340325523,0.30594737,0.363487204,0.257105162,0.348784427,0.335942071,0.388451562,0.431236629,0.352396322,0.318026446,0.408878639,0.416848242,0.442070976,0.4122581,0.35601502,0.443347405,0.392473177,0.39184121
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__uncultured;s__uncultured_Propionibacteriaceae,1.021332973,0.875273761,0.628188029,0.606344799,0.528882695,0.661867906,0.715855304,0.762215723,0.808171967,0.753365169,0.645617908,0.596163805,0.51218657,0.584755818,0.565389938,0.546807161,0.466200507,0.502731446,0.621459783,0.36161239,0.341771413,0.301670093,0.196404411,0.202627564,0.122877885,0.195546668,0.122266788,0.166171262,0.146446299,0.169407044,0.126419649,0.153247732,0.087902834,0.193557211,0.158963845,0.183348279,0.126315756,0.240985592,0.1869485,0.142527331,0.095774323,0.113279588,0.111430618,0.132522075,0.127943566,0.116295596,0.141927424,0.13944405,0.161054212,0.165289289,0.228520646,0.149880105,0.193154113,0.20549099,0.191022015,0.220189653,0.183050255,0.209602302,0.155132983,0.210083993,0.189205607,0.234134749,0.210260723,0.203523504,0.218970015,0.248169,0.209019493,0.254396296,0.230232611,0.281153294,0.202749102,0.272249218,0.288712396,0.235279134,0.250618387,0.305511739,0.278610084,0.313661826,0.276701847,0.32704667,0.31047702,0.28432272,0.253225274,0.257645343,0.301424491,0.316610637,0.293181235,0.283928011,0.293928486,0.253141147,0.256791017,0.288535766,0.284230625,0.298573805,0.258100446,0.270255157,0.31131219,0.324989897,0.285273218,0.341296627,0.405804338,0.38262943,0.394600267,0.403609302,0.384725929,0.461930918,0.44749276,0.440821399
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidetes_vadinHA17;g__Bacteroidetes_vadinHA17;s__uncultured_bacterium,0.552970177,0.490863046,0.432214889,0.341697099,0.348365797,0.420911404,0.409535845,0.428746301,0.477692799,0.429171168,0.395035566,0.447122904,0.485694166,0.463072514,0.571310238,0.561747257,0.569800609,0.598628217,0.74769378,0.494391913,0.501071719,0.459774289,0.31726868,0.408523326,0.278092165,0.277550097,0.218042478,0.415428305,0.381265259,0.448430352,0.421398828,0.324177868,0.263708402,0.51983936,0.476891534,0.385501565,0.411335857,0.557279282,0.4436911,0.32496227,0.348270384,0.368967861,0.348670056,0.361423933,0.432241687,0.388597387,0.567709894,0.495801021,0.66129825,0.565463161,0.69190984,0.686450824,0.512966734,0.697321867,0.699276853,0.738482241,0.812486243,0.804371209,0.711588181,0.63661828,0.750970827,0.76229906,0.788477788,0.775933315,0.789789316,0.744507001,0.791740574,0.785448487,0.800659837,1.021200306,0.87285221,0.888721732,0.897181498,1.011064215,0.883590501,0.869291125,1.030647781,0.938081277,0.971531017,0.92935753,0.913856964,0.881926852,0.889710462,0.834547038,0.840815796,0.822534895,0.649412179,0.805372831,0.841982761,0.805729749,0.748716051,0.756162672,0.784367094,0.669026482,0.631299768,0.75633896,0.699763751,0.637480291,0.577258736,0.680007757,0.627152214,0.662602125,0.563714696,0.49586288,0.531151478,0.634491237,0.619887606,0.528285879
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Sporomusaceae;g__Anaeromusa-Anaeroarcus;s__uncultured_Veillonellaceae,0.066477285,0.062097119,0.061745013,0.0736994,0.066506199,0.140303801,0.14983018,0.112290674,0.081117617,0.151290554,0.109077018,0.110160701,0.129518418,0.287307809,0.213131314,0.227089342,0.225330204,0.165639849,0.135944296,0.084752851,0.110062004,0.110854697,0.151080286,0.153604772,0.333063858,0.239702384,0.352535965,0.278017337,0.219669349,0.166085345,0.136452944,0.114935824,0.090933935,0.235033792,0.300264985,0.265620014,0.307692193,0.451848085,0.4561543,0.296456864,0.441142406,0.436935553,0.43493897,0.43370872,0.442615484,0.31768539,0.266546744,0.247900511,0.202537815,0.179788288,0.250737951,0.209832107,0.164656011,0.138116894,0.098922108,0.128726272,0.122033536,0.180938702,0.188857501,0.216450193,0.232118232,0.176962237,0.234791126,0.314825406,0.393023107,0.251195401,0.361033688,0.416573893,0.467337921,0.252068474,0.247422703,0.287895813,0.325965608,0.286150219,0.292388168,0.330708634,0.305842602,0.212012185,0.28285075,0.321595872,0.257754533,0.229037736,0.290866886,0.378066562,0.437858741,0.42758765,0.41612815,0.52144482,0.318422585,0.398234274,0.414578328,0.467626907,0.442743784,0.489329299,0.537127988,0.446671595,0.427021198,0.381238214,0.342327822,0.511944991,0.590260901,0.479064463,0.489541684,0.547755467,0.542635882,0.634491237,0.616219607,0.573767469
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadales;g__Saccharimonadales;__,0.012086797,0.079839124,0.150335631,0.1808985,0.234355198,0.234856302,0.249716967,0.238192445,0.177257037,0.138940257,0.132661222,0.0583204,0.047097606,0.020280501,0.032561702,0.03884419,0,0.017435795,0.0129471,0.025425885,0.037652801,0.047249499,0.036259321,0.058827389,0.016168098,0.018923907,0.032604497,0.012782397,0.030299221,0,0,0.011788302,0.018186807,0.080187963,0.117751033,0.079921034,0.077732773,0.114468196,0.0697941,0.051309811,0.031924808,0.00324,0.032350805,0.024094896,0.031121392,0.019855299,0.038078106,0.034086288,0.031722802,0.043497197,0.038086808,0.029976001,0.028498102,0.037055798,0.047755504,0.023712695,0.028902709,0.0376209,0.047214425,0.031830899,0.027308016,0.027225006,0.028034803,0.047700801,0.016843809,0.0302645,0.031669599,0.0286196,0.051544602,0.019389913,0.0343643,0.009389997,0.024835508,0.031794491,0.032130585,0.037795292,0.029327419,0.037755615,0.027670215,0.013626895,0.011716097,0.002629999,0,0,0.015864494,0.026112203,0.022067403,0.021840601,0.024493999,0.006170001,0.021657101,0.014924303,0.010931897,0.005530006,0,0,0.016529815,0,0.00671,0,0,0.006220002,0,0.008649998,0.011484404,0,0,0.034985792
d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus;s__uncultured_bacterium,0.154106466,0.189248356,0.123489925,0.1038491,0.082340999,0.094552601,0.046613794,0.037430191,0.066095814,0.080276575,0.038324306,0.0162001,0.082420811,0.084502303,0.076964105,0.113544671,0.113960102,0.159827951,0.152128196,0.093228146,0.104269204,0.076326198,0.060432134,0.05555919,0.025868997,0,0.048906695,0.073498883,0.090897662,0.036538788,0.120399651,0.088412118,0.066684926,0.088483259,0.076538122,0.061116126,0.080971672,0.096394297,0.0697941,0.065562614,0,0,0.06110711,0.069272887,0.079532479,0.068075498,0.079617813,0.068172675,0.102489008,0.078294895,0.101564721,0.125899304,0.066495704,0.094323696,0.092099907,0,0,0.084199201,0.010117405,0.050929498,0.058517233,0.057172412,0.056069506,0.057241001,0.024330013,0.060529,0.053838398,0.066778999,0.075598803,0.071096249,0.082474201,0.109525567,0.077610826,0.057230084,0.057834974,0.113385777,0.094266562,0.081319733,0.058414831,0.070860072,0.07615478,0.073713279,0.071861221,0.078413813,0.069803575,0.048960406,0.059897207,0.054601502,0.070420397,0.071003013,0.058783504,0.059697014,0,0.080172582,0.087196082,0.063810214,0.049589546,0.071872822,0.067123104,0,0.073782625,0,0.05637151,0.060541385,0.043066314,0.045131131,0.03301179,0.048980189
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__ADurb.Bin118;s__uncultured_bacterium,0,0,0.016107403,0,0,0,0.013318198,0.017013696,0.030043606,0.030875591,0.029480305,0.0226801,0.014718002,0.016900501,0,0.029880192,0.0259,0.017435795,0.0161838,0.036726279,0.017378201,0,0,0,0,0,0,0.015977996,0,0,0.012039995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113459,0.027693205,0.018592493,0.009760001,0.020298699,0,0.029976001,0.015832301,0,0.057988804,0.071138185,0.041748312,0.082407701,0.057331731,0.082760397,0.099479257,0.089842419,0.150686917,0.197163404,0.207740809,0.2057987,0.205852493,0.165357597,0.182124308,0.151887405,0.161512002,0.128301361,0.117968539,0.152613457,0.122096145,0.135433073,0.144542096,0.104553942,0.086085046,0.070860072,0.07908378,0.131630863,0.088971026,0.18483253,0.212583623,0.146881217,0.185996723,0.218406208,0.238816889,0.191399435,0.29082362,0.246250356,0.22957084,0.240517745,0.233685551,0.182046839,0.170808459,0.203118761,0.201369313,0.139621388,0.141416648,0.186648463,0.157246727,0.184507155,0.192362965,0.21769155,0.179730744,0.17492916
d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__WCHB1-41;f__WCHB1-41;g__WCHB1-41;s__uncultured_Verrucomicrobia,0.078564083,0.050269115,0.056375812,0.0602995,0.0380035,0.0427012,0.026636496,0.047638489,0.04806971,0.040138288,0.035376306,0.0388802,0.067702809,0.077742102,0.076964105,0.110556672,0.126910102,0.092990772,0.097103097,0.062152164,0.081098303,0.058153299,0.024172814,0.049022791,0.058205293,0.037847713,0.048906695,0.073498883,0.040398927,0.049825584,0.076253169,0.029470706,0.030311312,0.08571816,0.076538122,0.049363021,0.080971672,0.081332697,0.0623162,0.065562614,0.046436011,0.032365597,0.025161804,0.027106795,0.027663493,0.036874199,0.051924709,0.037185087,0.061005405,0.060895996,0.05078241,0.038968801,0,0.064005397,0.054577704,0.050812989,0.080285224,0.048369801,0.03709702,0.031830899,0.033159719,0.04628241,0.031539104,0.044520801,0.022458512,0.0151323,0.028502699,0.031799499,0.030926801,0.051706336,0.068728501,0.050068785,0.034148811,0.054050585,0.054621975,0.05039369,0.050275533,0.043564118,0.052265928,0.021803091,0.061509584,0.042121888,0.030797709,0.039206906,0.025383091,0.032640304,0.053592306,0,0.042864598,0.024696705,0,0.04477281,0.013664896,0.016587417,0.024414895,0.028151606,0.022039821,0.037498811,0,0,0.027668509,0.024886508,0.023735404,0.025946294,0.022968708,0.021238215,0.014671895,0.013994297
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Pla1_lineage;f__Pla1_lineage;g__Pla1_lineage;s__uncultured_soil,0.217562052,0.159678348,0.120805425,0.1105491,0.088674899,0.088452401,0.089898088,0.119096172,0.087126318,0.09880197,0.067804611,0.0259202,0.064759209,0.084502303,0.109525807,0.11653267,0.134680102,0.154015953,0.148891396,0.084752851,0.118751105,0.099950898,0.066475338,0,0.054971693,0,0,0.095868078,0.07322315,0.049825584,0.080266467,0.067782614,0.072747128,0.082953062,0.091257026,0.054064223,0,0.078320297,0.0598235,0.019953804,0.04353381,0.061494593,0.043134407,0.018071197,0.058784885,0.076584897,0.079617813,0,0.061005405,0.072495295,0.038086808,0.068944802,0.044330503,0.023580899,0.037522203,0.023712695,0.06743952,0.053744201,0.097801252,0.073211098,0.03511032,0.04628241,0.059573907,0.031800501,0.052403128,0.0726348,0.060172298,0.057239199,0.065289903,0.071096249,0.075601401,0.068844679,0.049670916,0.06994788,0.054621975,0.062992087,0.085887357,0.031947013,0,0.051782379,0.046864488,0.031591391,0,0.030805405,0.057111979,0.058752507,0.028372403,0.043681202,0.045926298,0.046306309,0.046408003,0.04228541,0,0,0,0.009380002,0,0,0.030205402,0.023270181,0,0.052883718,0,0.008649998,0,0.010619107,0,0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_12;s__Clostridium_pasteurianum,0.036260292,0.029570109,0,0,0,0,0,0,0,0,0,0,0,0,0.14208751,0.603579447,0.875420914,1.017086789,0.521119886,0.573494567,0.78781213,1.224853271,1.840158142,1.905352957,1.924009459,2.529490585,2.79991002,2.185791802,2.065397202,1.823616696,2.13709433,1.924437502,2.306690588,2.795519211,3.550192301,4.372151776,4.735221052,6.383106689,5.9848447,6.182835329,6.460414857,6.566979897,6.560029863,6.535749691,7.123342634,7.425896755,7.020217165,7.006287971,6.151781861,5.237059239,4.957629506,5.086930678,4.993509135,4.938520868,5.433893213,7.103656973,7.887217758,9.733070707,11.05828192,12.4618025,13.18197639,13.97185233,14.31525249,13.93499996,13.74457974,13.88535803,14.17215563,13.56568167,13.71774233,9.397627994,9.319587703,7.741892762,7.720727763,7.296831242,6.181920506,6.507085292,6.183886588,5.550071931,5.653941408,5.813253986,5.910780275,5.707514496,6.008967267,5.09129694,5.409776842,5.206123904,4.117146898,4.335362865,3.857811923,4.142871166,4.448982403,3.907669491,4.307186667,4.368023955,4.25865771,4.053826659,4.082873401,4.377989513,4.638206792,4.951387044,5.758118064,6.02874595,6.005044827,6.593246598,6.724090659,7.773181548,8.751785361,7.945280381
d__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__Endomicrobiales;f__Endomicrobiaceae;g__Endomicrobium;s__uncultured_bacterium,0,0.026613008,0.088590618,0.231148,0.316696197,0.567315305,0.922287976,1.139920836,1.25582116,1.062121474,0.754694827,0.563763605,0.362062949,0.246746708,0.177609412,0.149400862,0.080290101,0.113332565,0.090629598,0.042376475,0.066616503,0.092681798,0.117842667,0.114386579,0.025868997,0.129313145,0.132455687,0.118237273,0.204519739,0.166085345,0.14849294,0.123777026,0.127307449,0.121664544,0.129526137,0.122232152,0.08744937,0.081332697,0.0972132,0.079815317,0.04353381,0.042075295,0.046729008,0.078308486,0.051868986,0.034037699,0.048463008,0.046481383,0.024402102,0.034797698,0.044434609,0.035971201,0.037997503,0.013474799,0,0.013550097,0,0.0214977,0.016862309,0.041380199,0.011703407,0.019057504,0.024530403,0.028620501,0.024330013,0.00605,0.028502699,0.00636,0.027490501,0.032316422,0.0206186,0.018775794,0,0.003179999,0.057834974,0.015747997,0.012568908,0.011617105,0.003070002,0.021803091,0.020503195,0.007899998,0.010265903,0.016803003,0.003169999,0.029376203,0.006300001,0.027300801,0,0.018522503,0,0.027361106,0.013664896,0.013822814,0,0,0,0.024999207,0.00336,0,0,0,0,0.014414596,0,0,0.003669999,0.010495698
d__Bacteria;p__Planctomycetota;c__vadinHA49;o__vadinHA49;f__vadinHA49;g__vadinHA49;s__uncultured_bacterium,0,0,0.034899307,0.0200998,0.0348366,0.0274507,0.029965996,0,0,0.021612893,0.020636203,0.0194401,0,0,0.011840601,0.032868192,0.080290101,0.084272874,0.093866297,0.056501967,0.063720102,0.067239698,0.048345727,0.026145495,0.016168098,0.053617619,0.042793396,0.070303284,0.047973733,0.009969997,0.096319761,0.070729715,0.054560321,0,0.020606406,0.042311118,0.012955495,0.018073899,0.0199412,0,0.014511303,0,0,0.027106795,0.024205494,0.028364799,0,0.018592493,0.00488,0,0.019043404,0,0,0,0,0.013550097,0.012845604,0,0,0.057295598,0.039011422,0.024502505,0,0.050880901,0.072990038,0.0696084,0.041170499,0.063599099,0.054980903,0.064632945,0.048110001,0.06571538,0.077610826,0.038153389,0.048195878,0.034645693,0.06074954,0.040659916,0.012297907,0.010901596,0.03807739,0.03422399,0.041063512,0.047608408,0.044420484,0.042432405,0,0.032760901,0.018370499,0.024696705,0.018563201,0,0.008199998,0.011058311,0.010463498,0,0,0.015624505,0.013424601,0.007759994,0.018445606,0,0,0.011531697,0.014355405,0,0,0.027988694
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Lentimicrobiaceae;g__Lentimicrobiaceae;__,0.030216993,0.029570109,0,0,0.0126678,0,0,0.006809998,0.003000001,0.018525394,0.014740102,0.0259202,0.011774402,0,0.032561702,0.029880192,0.03108,0.037777488,0.045314799,0.039551377,0.023170901,0.0145383,0.012086407,0.013072698,0,0.009460003,0,0.006389999,0.002520002,0,0.010033296,0,0,0.002769999,0.017662605,0,0,0.024098599,0.00249,0,0,0.016182798,0,0.021083096,0.006919998,0,0.024231504,0.006199998,0.024402102,0.020298699,0.019043404,0.026978401,0.031664602,0.030318299,0.034111103,0.033875293,0.022479807,0.0197062,0.026979614,0.019098499,0.025357414,0.021780005,0,0.028620501,0.039302321,0.0363174,0.038003499,0.031799499,0.054980903,0.080791156,0.058419201,0.040680888,0.040357613,0.050871186,0.064261171,0.066141687,0.052370335,0.052277021,0.061489333,0.062683975,0.046864488,0.052652385,0.054751416,0.053209409,0.050766282,0.045696405,0.050439806,0.090092503,0.067358597,0.067915913,0.092816006,0.057209713,0.109319471,0.063585165,0.076732584,0.058179912,0.060609456,0.046873514,0.040273903,0.064639548,0.061485521,0.037329713,0.044503808,0.049009688,0.057421819,0.05840504,0.058687582,0.062974486
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__uncultured;__,0,0,0,0.0167499,0.0285027,0.0183005,0,0.023819194,0.033047907,0,0.026532204,0.0486003,0,0.040561101,0.062163304,0.071712382,0.046620001,0,0.042077999,0,0.040549202,0.0199902,0.048345727,0.045754592,0.119644285,0.047309717,0.067246793,0.070303284,0.050498734,0.083042673,0.068226472,0.091359219,0.066684926,0.12995984,0.123638535,0.108128446,0.123076857,0.078320297,0.127125,0.111171324,0.092872122,0.067967793,0.046729008,0.060237289,0.03803729,0.048220098,0.131542522,0.058876379,0.065885805,0.072495295,0.085695217,0.086930503,0.053829804,0.037055798,0.040933303,0.064363086,0.077073823,0.059118601,0.047214425,0.050929498,0.044863225,0.062617413,0.133165115,0.133562303,0.1890254,0.1452697,0.117177596,0.085858699,0.137452306,0.171277218,0,0.118913464,0,0,0,0,0,0.092936837,0.101457354,0,0.073225681,0,0,0,0.107878261,0,0,0.081902303,0,0.117309322,0.102097607,0.099495123,0,0.10781831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
