,UASB_004,UASB_005,UASB_006,UASB_007,UASB_008,UASB_009,UASB_010,UASB_011,UASB_012,UASB_013,UASB_014,UASB_015,UASB_016,UASB_017,UASB_018,UASB_019,UASB_020,UASB_021,UASB_022,UASB_023,UASB_024,UASB_025,UASB_026,UASB_027,UASB_028,UASB_029,UASB_030,UASB_031,UASB_032,UASB_033,UASB_034,UASB_035,UASB_036,UASB_037,UASB_038,UASB_039,UASB_040,UASB_041,UASB_042,UASB_043,UASB_044,UASB_045,UASB_046,UASB_047,UASB_048,UASB_049,UASB_050,UASB_051,UASB_052,UASB_053,UASB_054,UASB_055,UASB_056,UASB_057,UASB_058,UASB_059,UASB_060,UASB_061,UASB_062,UASB_063,UASB_064,UASB_065,UASB_066,UASB_067,UASB_068,UASB_069,UASB_070,UASB_071,UASB_072,UASB_073,UASB_074,UASB_075,UASB_076,UASB_077,UASB_078,UASB_079,UASB_080,UASB_081,UASB_082,UASB_083,UASB_084,UASB_085,UASB_086,UASB_087,UASB_088,UASB_089,UASB_090,UASB_091,UASB_092,UASB_093,UASB_094,UASB_095,UASB_096,UASB_097,UASB_098,UASB_099,UASB_100,UASB_101,UASB_102,UASB_103,UASB_104,UASB_105,UASB_106,UASB_107,UASB_108,UASB_109,UASB_110,UASB_111
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_6;s__uncultured_bacterium,20.66537281,24.21196532,23.94362911,22.30076036,21.08563451,20.23424648,24.27248795,30.05307593,30.82470218,28.27280842,34.35630427,36.06467109,39.05275461,38.769648,37.61470862,42.06829541,37.4747481,37.28640029,30.01780139,49.15667969,48.19846093,53.15753952,60.97299111,58.53322696,60.57557853,54.34304562,50.983224,40.83340389,42.17399654,49.67943876,50.04412623,55.41672738,54.7967839,39.9142634,40.10893091,44.19634256,42.74978272,29.05684154,31.6715689,32.94946688,27.08092133,29.48506015,27.69590669,27.10980768,21.95096075,24.86455738,20.43755529,23.73957183,21.11029928,23.93504255,22.1823767,22.8567154,27.95035177,21.40138019,23.00450445,21.51761057,20.32821188,18.68147641,20.63942824,20.91927613,20.0733529,17.16806331,17.45514634,16.83520992,16.08025997,14.92948373,12.89903677,11.5750308,10.38452338,9.313605236,8.745704596,7.917133709,6.578295984,6.304843722,5.883106341,5.407872913,4.428433727,3.226650897,3.142103372,2.526435294,2.425235874,2.066604619,2.480923329,2.128374951,2.040168061,1.929040224,1.264146953,1.476971856,1.111417249,1.092828902,1.064290672,0.890481003,0.833560881,0.810019626,0.90683951,0.66062364,0.581299741,0.728102418,0.724929546,0.757575195,0.759346059,0.787034468,0.602284603,0.671721237,0.453632052,0.576086196,0.627223504,0.909631392
d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__Fermentibacteraceae;s__uncultured_bacterium,0.075542383,0.065054119,0.069798714,0.0502496,0.0443375,0.0244007,0.013318198,0.010208198,0.024034905,0.012350296,0.047168408,0,0.011774402,0,0.035521902,0.071712382,0.02849,0.026153692,0.064735398,0.042376475,0.017378201,0.023624799,0,0.003269999,0,0.012615904,0,0.019173596,0.040398927,0,0.026086589,0.023576605,0.015155606,0.019355691,0.008830002,0.018804908,0,0.051209398,0.0324044,0,0.034827008,0.025892497,0.025161804,0.015059297,0.017289695,0.022691799,0,0.030987589,0.024402102,0.034797698,0.025391205,0.047961602,0.018998801,0.013474799,0.017055501,0.044037891,0.038536912,0.0250806,0.047214425,0.031830899,0.009750006,0.040837409,0.052565206,0.0222604,0.009360005,0.0211852,0,0,0.041235702,0.067864547,0.0343643,0.062586081,0.040357613,0.041332788,0.051408877,0.053543289,0.027232518,0.040659916,0.055340329,0.059958576,0.058580585,0.052652385,0.037641611,0.033605906,0.02855599,0.026112203,0.028372403,0.043681202,0.033679298,0.021609604,0.024750902,0.069646516,0.030062892,0.049762251,0.031390593,0.028151606,0.024794823,0.024999207,0.046986203,0.023270181,0.024594208,0.040440514,0.029669205,0,0.022968708,0.037166826,0.025675792,0
d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Thermoanaerobaculum;s__uncultured_bacterium,0.123889472,0.076882123,0.080536917,0.0468996,0.069673199,0.0335509,0.043284294,0.051041188,0.033047907,0.030875591,0.032428305,0.0259202,0.055928408,0.027040701,0.079924205,0.059760385,0.059570101,0.061025181,0.084155998,0.093228146,0.055031002,0.038163099,0.021151212,0.045754592,0,0,0,0.038347191,0.030299221,0.023251992,0.036119885,0.053047311,0.033342413,0.055302075,0.020606406,0.018804908,0.032388689,0.057234098,0.0249265,0.04845931,0.011609003,0.016182798,0,0,0.027663493,0.022691799,0.020769903,0.015493794,0.021961902,0,0.031739006,0,0,0,0.020466602,0.016937696,0,0.0268721,0,0.035013999,0.013654008,0,0,0.0222604,0.016843809,0,0,0.0158998,0,0.02908482,0,0.015646495,0,0,0,0,0.012568908,0.020329908,0.012297907,0.008179997,0,0.023693593,0,0,0,0,0.022067403,0.021840601,0.018370499,0.021609604,0.021657101,0,0,0.022116623,0,0,0,0,0.00671,0.010342292,0,0,0,0,0,0,0,0
d__Bacteria;__;__;__;__;__;__,0.063455586,0.06801112,0.077852316,0,0.0285027,0.067101801,0.026636496,0.023819194,0.024034905,0.027788091,0.056012509,0.0486003,0.088308012,0.074362002,0.097685207,0.137448765,0.121730102,0.177263646,0.148891396,0.141254818,0.055031002,0.079960698,0.042302524,0.042486392,0,0,0.036679996,0.04473839,0.053023636,0.066434078,0.09832636,0.04715311,0.081840532,0.060832272,0.097144527,0.063466727,0.05829958,0.081332697,0.0697941,0.031356007,0.101578824,0.038838696,0.071890712,0.057225489,0.058784885,0.093603697,0.197313833,0.16733284,0.236700818,0.162389389,0.266607454,0.29976021,0.29131442,0.299814686,0.347932926,0.301490435,0.346832004,0.256180603,0.283286252,0.257830392,0.243821738,0.217799746,0.185730321,0.184443204,0.164695387,0.0968464,0.136179396,0.136737998,0.158070207,0.261763381,0.192439902,0.194016741,0.18005716,0.146254559,0.134948339,0.135433073,0.232524154,0.212012185,0.347414585,0.337948165,0.275328729,0.265894325,0.232693468,0.285650347,0.184027633,0.17299342,0.258503831,0.212946008,0.162272993,0.200660637,0.114473108,0.238788254,0.068324682,0.248811454,0.139513771,0.150141732,0.159788549,0.19999386,0.16109541,0.230116716,0.313576107,0.239532181,0.148345925,0.227750945,0.195234066,0.169905617,0.161390849,0.181926258
d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__uncultured_archaeon,0.09065088,0.059140118,0.080536917,0.0703494,0.0443375,0.0549015,0.039954695,0.078263182,0.039056608,0.052488584,0.06190861,0.0259202,0.035323205,0.070981902,0.044402303,0.029880192,0.082880101,0.069743079,0.093866297,0.045201574,0.060823702,0.049066799,0.039280922,0,0,0.031539811,0.014264499,0.047933989,0.032824122,0.023251992,0.064213174,0.061888513,0.048498119,0.038711482,0.052987915,0.02350621,0.02914979,0.051209398,0.0623162,0.051309811,0.046436011,0.022655898,0.039539906,0.021083096,0.055326886,0.031201199,0.051924709,0.061975078,0.070766205,0.040597397,0.072999715,0.062949602,0.072828605,0.040424498,0.064811005,0.023712695,0.06743952,0.059118601,0.057331731,0.050929498,0.040962023,0.040837409,0.038547804,0.057241001,0.048660026,0.0242116,0.028502699,0.031799499,0.037799402,0.051706336,0.065292101,0.056327483,0.052775418,0.076306778,0,0.044094491,0.064939143,0.055181222,0.070712738,0.057233177,0.058580585,0.028958792,0.037641611,0.044807907,0.041247585,0.048960406,0.056744707,0.038221101,0.039802798,0.015435403,0.024750902,0.04228541,0.079256579,0.044233145,0.041854091,0.04879611,0.041324638,0.024999207,0.036917702,0.049126061,0.033817012,0,0.023735404,0.028829193,0.043066314,0.045131131,0,0.04548159
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__uncultured;__,0.54088338,0.499734049,0.429530288,0.438846299,0.354699797,0.305008203,0.286342062,0.326663824,0.273396457,0.290230811,0.182777631,0.243001602,0.226657231,0.341389211,0.349298423,0.331669916,0.398860406,0.447518163,0.469331587,0.288159833,0.341771413,0.268958894,0.160145091,0.205895763,0.126111584,0.164006857,0.118191288,0.274821737,0.229769156,0.225876025,0.341132461,0.262289355,0.142463155,0.317986853,0.373859405,0.246815006,0.223481722,0.358466088,0.2716985,0.219492047,0.252495961,0.207139878,0.194105031,0.21384246,0.349251308,0.221245193,0.311548052,0.381147062,0.346510526,0.301580379,0.377693877,0.389688214,0.326145522,0.404244581,0.402510631,0.338753327,0.446385733,0.378000704,0.384459906,0.375604788,0.321844683,0.302197163,0.417017146,0.365706307,0.402380812,0.332909601,0.370534588,0.372054594,0.374557617,0.484746935,0.408934704,0.422455772,0.474978458,0.403789786,0.408058116,0.453543209,0.437815789,0.394981559,0.418127222,0.392455944,0.363199606,0.358035999,0.448277132,0.389268564,0.352190773,0.443907751,0.428738152,0.360370214,0.333731385,0.330318361,0.30010522,0.268636761,0.314293417,0.373217281,0.376687121,0.264624756,0.316822195,0.312490294,0.265136317,0.284413873,0.341244616,0.345299717,0.35009646,0.366131311,0.353143919,0.366358952,0.278766013,0.276388037
d__Bacteria;p__WPS-2;c__WPS-2;o__WPS-2;f__WPS-2;g__WPS-2;s__uncultured_bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0.011774402,0,0,0.017928095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124632,0.008550002,0,0,0,0.018071197,0,0.017018899,0,0.021691292,0.051244504,0.043497197,0.142825429,0.173860906,0.161489511,0.316658185,0.474143836,0.450541903,0.3339864,0.209602302,0.094428751,0.082760397,0.062418335,0.073507415,0.028034803,0.047700801,0.07673304,0.0726348,0.057005298,0.031799499,0.068726203,0.090486063,0.099656401,0.137689258,0.201788267,0.228920235,0.247405388,0.330708634,0.59073709,0.67088777,0.556478196,0.179875628,0.041006389,0.039489289,0.047907514,0.053209409,0.019037293,0.016320102,0.059897207,0.054601502,0.052049798,0.114222221,0.083534406,0.124368828,0.117518369,0.232224037,0.376687121,0.290899562,0.410491282,0.284366185,0.281917018,0.191332947,0.083005428,0.08710263,0.083073714,0.072073082,0.063163921,0.053095537,0.055019583,0.024490094
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia;f__Hungateiclostridiaceae;g__uncultured;__,0.305191232,0.328227698,0.34362427,0.261297799,0.288193597,0.280607603,0.319637657,0.227984147,0.234339849,0.175991046,0.109077018,0.097200601,0.126574817,0.131823604,0.139127309,0.149400862,0.077700101,0.104614668,0.116523697,0.081927752,0.052134602,0.070874298,0.030216017,0.029413695,0,0.022077808,0.012226699,0.038347191,0.055548538,0.033217089,0.022073291,0.029470706,0.033342413,0.038711482,0.026494007,0.016454307,0.003239999,0,0.0199412,0,0,0,0,0,0,0.00284,0,0,0.014641301,0,0,0.023980801,0,0,0,0,0,0.0161233,0,0,0,0,0,0,0.014972308,0,0.025335699,0,0,0.02908482,0,0,0,0,0.035343584,0.022047196,0,0.026138511,0.039968021,0.008179997,0.03807739,0.018428295,0.047907514,0,0.050766282,0.019584202,0.028372403,0.032760901,0.079605596,0.043219208,0.049501903,0.052234912,0.060125684,0.049762251,0.04882979,0.050672811,0.071629367,0.090622227,0.046986203,0.095666524,0.079931127,0.096435033,0.133511323,0.106668174,0.100488134,0.106190973,0.091699371,0.13294617
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Lactivibrio;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025249317,0,0.002009999,0,0,0,0.032381509,0,0.042105285,0.081332697,0.0348971,0.059861513,0.04353381,0.061494593,0.046729008,0.036142393,0.082990378,0.053893098,0.11769592,0.068172675,0.078086906,0.063795896,0.082521317,0.074940003,0.066495704,0.080848896,0.057988804,0.057588088,0.06743952,0.066284501,0.053959329,0.050929498,0.08777585,0.098009921,0.063078207,0,0.054274629,0.0665819,0.085507997,0.076318899,0.079035104,0.054938038,0.068728501,0.071973978,0.080715327,0.066768381,0.096391656,0.09763778,0.098456165,0.107458243,0.107606257,0.10083936,0.07615478,0.121100366,0.109502832,0.117620719,0.120569856,0.146881217,0.119794514,0.125583605,0.119408495,0.120396422,0.123754708,0.114419326,0.057392685,0.096759999,0.111610977,0.118236625,0.107444,0.146870444,0.15102701,0.160305972,0.184456563,0.167983657,0.157246727,0.132614468,0.152167751,0.193798533,0.25675812,0.206416353
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Propioniciclava;__,0,0.023656007,0.029530206,0.0401997,0,0,0,0,0,0.018525394,0,0,0.020605203,0,0,0.020916095,0,0.014529796,0.022657399,0,0.017378201,0.039980399,0.030216017,0.052290991,0.067906192,0.075695526,0.108002389,0.13101967,0.053023636,0.235841122,0.136452944,0.244606951,0.230365989,0.790819535,1.006770984,0.975507018,1.046153436,1.780281341,1.9093674,1.824349792,2.228930137,2.831989897,3.501078967,4.460573875,6.065215011,5.76939421,7.414844731,7.908026045,8.455344734,8.905320586,10.21995317,11.04616349,10.4493215,13.09752338,12.19811803,14.99660928,17.08468991,18.4037981,19.45569641,20.33995355,20.81847202,23.8272899,22.58550851,20.8007382,20.08348118,22.17783434,24.2367613,24.98171488,26.1193785,25.1874528,27.642612,28.53610358,28.88986429,30.87243179,30.47584012,31.42991498,31.45361029,33.84353131,35.55618932,35.96422859,34.39265683,36.11424545,35.67054399,35.34502653,35.82192443,35.53873182,36.91245997,35.57017795,35.10914998,34.02587609,33.815979,34.34321603,32.77670628,32.28190843,34.9377347,35.24389387,34.89727199,37.0113545,36.75325782,36.7953993,34.97295833,34.60462817,34.84646786,33.19686683,33.77836335,32.01924263,31.6436097,31.84409581
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15;f__SJA-15;g__SJA-15;__,0.069498985,0.076882123,0.05100671,0.0569495,0,0,0,0.057846687,0,0.003089999,0,0,0,0.00338,0.062163304,0.059760385,0.067340101,0.075554977,0.080919198,0.045201574,0.063720102,0.00182,0,0,0,0.003150001,0.008149999,0,0.065648345,0.006639998,0.07424647,0.067782614,0.05152922,0.063597371,0.011775103,0.002350001,0.003239999,0.048197098,0,0,0,0,0,0,0,0.00284,0.06230961,0,0.070766205,0,0.003170001,0.062949602,0.031664602,0.097692395,0.143266511,0.132113772,0.183050255,0.152275202,0.121408365,0.140055996,0.22821713,0.23685725,0.161199918,0.146282503,0.177796194,0.1997458,0.167848994,0.241676496,0.237105311,0.203593741,0.185567002,0.203404639,0.248354782,0.24799683,0.118883046,0.267716446,0.249282665,0.264289106,0.264404041,0.365202055,0.237251339,0.292220518,0.266913078,0.212837535,0.123742655,0.208897724,0.198606624,0.223866309,0.183705292,0.237705744,0.179444312,0.206452347,0.081989578,0.140993144,0.209270656,0.101345621,0.220398005,0.13437084,0.147670809,0.077567438,0.218273574,0.220867375,0.225485839,0.193155853,0.129199043,0.092917164,0.194402639,0.13294617
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__uncultured;s__uncultured_anaerobic,0.114824375,0.062097119,0.102013421,0.0602995,0.063339199,0.0518514,0.043284294,0.047638489,0.045065309,0.049400985,0.047168408,0,0.047097606,0,0.035521902,0.053784286,0.090650101,0.052307284,0.074445698,0.039551377,0.040549202,0.047249499,0.033237619,0,0,0.025231809,0.014264499,0.035151592,0.025249317,0.02989539,0.054179878,0,0,0.033181285,0.041212812,0.025856811,0.045344084,0.030123199,0,0,0.014511303,0.035602196,0,0.033130494,0,0.0141824,0,0.030987589,0.051244504,0.026098298,0.05078241,0,0,0,0.020466602,0.040650391,0.061016718,0.034038,0.026979614,0.038197099,0.01755521,0.019057504,0.021026102,0.050880901,0,0.0272381,0,0.057239199,0.037799402,0.032316422,0.0206186,0.031292991,0.055879819,0.019076695,0.025704488,0.037795292,0.006280004,0.037755615,0.01844681,0.02452849,0,0.018428295,0.027375708,0.025204404,0,0,0,0,0,0.024696705,0.034032502,0.019899005,0.019130895,0,0.031390593,0.018767704,0.035814633,0.03437391,0.043630003,0.028441377,0.027668509,0.083991829,0.065272211,0.069190183,0.031582011,0.026547718,0,0.020991495
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__uncultured;s__uncultured_bacterium,0.036260292,0.041398112,0,0.0234498,0.0475044,0.0183005,0.099886787,0.132707169,0.138200429,0.142027856,0.103180917,0.204121302,0.185446825,0.037181001,0.15392811,0.212149246,0.147630102,0.200511339,0.200679695,0.158205408,0.165093006,0.154469596,0.151080286,0.130727476,0.245755869,0.088311431,0.171173583,0.178953759,0.171695617,0.186015538,0.120399651,0.082518017,0.121245247,0.207382704,0.200176656,0.138686559,0.048582983,0.066270998,0.1346029,0.04845931,0.066751816,0.058258094,0.035945406,0.033130494,0.072616581,0.056729498,0.072694512,0.068172675,0.087847707,0.086994294,0.174564435,0.185851307,0.15199011,0.202122291,0.330877325,0.223577152,0.330774999,0.338588304,0.310265866,0.32149219,0.40571933,0.446489394,0.546677961,0.407047008,0.432325428,0.469099901,0.449708585,0.502432691,0.43984742,0.597854613,0.415807605,0.422455772,0.428411942,0.441943175,0.449827897,0.557480188,0.703856965,0.679600673,0.63948874,0.643191744,0.741044309,0.687113107,0.704924407,0.702923816,0.694862848,0.744198286,0.734529289,0.696169726,0.698080268,0.771771843,0.73943445,0.736263668,0.781634094,0.787903004,0.735935146,0.793874368,0.832002575,0.784350735,0.755134948,0.703277938,0.823905881,0.774591163,0.887108852,0.853345393,0.918748509,0.775194333,0.806954247,0.871147001
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__JGI-0000079-D21;__,0,0.008870003,0,0,0,0,0,0.020416495,0.024034905,0.024700492,0.023584204,0,0.023548803,0,0.029601602,0,0.01554,0,0.025894199,0.039551377,0.023170901,0.032711199,0.039280922,0.039218193,0,0.031539811,0,0,0.020199514,0.056468981,0.022073291,0.032417807,0.030311312,0.094013457,0.10597593,0.091674139,0.084210471,0.141579095,0.1296176,0.099769121,0.095774323,0.122989287,0.079079813,0.078308486,0.100280074,0.073748398,0.135004222,0.127049054,0.119570509,0.156589789,0.158694932,0.176858506,0.126658408,0.242546689,0.228544117,0.291327837,0.311506593,0.360086004,0.286658753,0.337407689,0.314042378,0.348479573,0.402999745,0.311645406,0.318161568,0.299618701,0.329364089,0.400674193,0.312704014,0.345786139,0.319587604,0.322318103,0.291816797,0.273432423,0.266683679,0.270866046,0.219955345,0.302044721,0.227510421,0.27526429,0.219677143,0.279057422,0.260069176,0.280049346,0.19354623,0.235010027,0.201759124,0.215676108,0.21738459,0.188312335,0.198007513,0.203964947,0.163979157,0.129934933,0.198807158,0.129497227,0.168053456,0.140620642,0.208081613,0.173233862,0.156788053,0.155540353,0.130544422,0.089370678,0.14929665,0.175215121,0.110039166,0.157436164
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__uncultured_soil,0.078564083,0.091667227,0.075167815,0.0301497,0.0221687,0.0518514,0.036625195,0.037430191,0.021030504,0,0.011792102,0.0356402,0.014718002,0.020280501,0.044402303,0.056772286,0.03108,0.040683488,0.038841199,0.059327066,0.078201903,0.034528499,0,0.006539999,0,0,0.008149999,0.060716486,0.030299221,0.019930193,0.040133184,0.053047311,0.012124505,0.024885889,0.061819317,0.02350621,0.02914979,0.054221798,0.0598235,0.028505506,0.029022507,0.016182798,0.010783602,0.015059297,0.027663493,0.019855299,0.031154805,0,0.056124904,0.020298699,0.044434609,0.023980801,0.037997503,0.053899297,0.047755504,0.027100294,0.028902709,0.0322465,0.026979614,0.054112598,0.015604609,0.032670007,0.028034803,0.0222604,0.029944616,0.0514497,0.038003499,0.00954,0,0.074327851,0.054982801,0.06571538,0.037253212,0.054050585,0.077113365,0.056692889,0.037706625,0.072606929,0,0.032704687,0.049793487,0.03422399,0.061595318,0.05881041,0.041247585,0.048960406,0.056744707,0.054601502,0.048988098,0.043219208,0.043314203,0.054722312,0.019130895,0.024881125,0,0.026274806,0.030304728,0.043748613,0.016780801,0.041369267,0.036891313,0.012443204,0.041536907,0.04036089,0.02871091,0.026547718,0.022007793,0.038484391
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;__,0,0,0,0,0,0.0213506,0.019977397,0.017013696,0.006010001,0,0,0,0,0,0.00592,0,0,0,0.029130899,0.028250984,0.037652801,0.0181729,0.036259321,0.062095589,0.038803595,0.220778477,0.342347066,0.30677783,0.532761362,0.528151325,0.431432224,0.512790407,0.49407429,1.02032303,1.201060139,1.010766234,0.855060402,1.298310057,1.0718381,0.686981748,0.769096985,0.65054853,0.571531393,0.457803615,0.563643152,0.462345785,0.529631788,0.458615934,0.52952664,0.400173972,0.422128486,0.344724212,0.231151615,0.316658185,0.330877325,0.284552739,0.366100509,0.311716203,0.266423943,0.197351694,0.22821713,0.242302151,0.27333893,0.206703604,0.213355412,0.2390896,0.186850794,0.155817697,0.147761207,0.177740523,0.137457002,0.190887442,0.142803947,0.155792956,0.112456949,0.107086578,0.087982158,0.113266746,0.098382852,0.10083936,0.090799877,0.113202568,0.130034638,0.075613312,0.076149372,0.08486471,0.069354708,0.098282804,0.055111597,0.058654611,0.037126403,0.04477281,0.043727788,0.052526854,0.017439196,0.016890904,0.027549726,0,0.026849202,0.033612573,0.003070001,0.012443204,0.011867702,0.031712192,0,0.026547718,0,0
d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliales;g__Babeliales;s__uncultured_bacterium,0,0.017742005,0,0,0,0,0,0,0,0.015437795,0.106128918,0.0259202,0,0,0,0.023904094,0.01813,0,0.022657399,0.01695059,0,0,0,0,0,0,0,0,0.007570005,0.016608495,0,0,0,0,0,0,0,0,0.0124632,0.019953804,0.011609003,0,0,0,0,0.048220098,0,0.021691292,0.012201101,0,0,0,0.015832301,0.026949599,0.081866606,0.121951174,0.163781849,0.351128604,0.239444328,0.165520795,0.097528655,0.119789825,0.231286826,0.228963904,0.218970015,0.214878,0.247023092,0.279835895,0.151197607,0.219751952,0.257732003,0.212792536,0.431516343,0.314765311,0.218487801,0.220472356,0.224144948,0.180065172,0.196765805,0.357025958,0.371986704,0.523890853,0.752831921,1.142601289,1.275501638,1.331723254,1.194792245,1.84826237,1.705397822,2.670330494,2.858734194,2.947541872,3.203060058,2.927681886,3.058839261,2.659385364,2.270099613,2.19993196,2.164720236,1.791807468,1.84763963,1.686057973,1.708945592,1.798944363,1.869079028,1.988426568,2.336499269,1.581359138
d__Archaea;p__Euryarchaeota;c__Thermococci;o__Methanofastidiosales;f__Methanofastidiosaceae;g__Candidatus_Methanofastidiosum;__,0.190366758,0.186291356,0.201342341,0.1473987,0.155181199,0.088452401,0.126523283,0.105485176,0.108156822,0.12967766,0.091388815,0.074520501,0.091251612,0.158864305,0.195370313,0.167328957,0.186480203,0.209229236,0.233047394,0.183631293,0.150611106,0.114489297,0.066475338,0.075168286,0.035569896,0.072541525,0.038717796,0.159780064,0.141396396,0.112938063,0.17257283,0.117882825,0.066684926,0.071892667,0.126582336,0.086972937,0.038866386,0.108443496,0.0822573,0.085516418,0.101578824,0.080913991,0.06110711,0.066261088,0.093364176,0.096440197,0.083079514,0.102258963,0.124451009,0.092793994,0.123782025,0.086930503,0.088660906,0.107798595,0.139855411,0.132113772,0.157358947,0.123611601,0.134898272,0.098675797,0.083874648,0.106177322,0.098121711,0.092221602,0.09544845,0.1089522,0.066506198,0.060419099,0.113398205,0.122802585,0.140893502,0.140818557,0.124177341,0.174869551,0.128522242,0.113385777,0.104740669,0.145213858,0.172170092,0.122642451,0.149380461,0.131630863,0.130034638,0.151226625,0.117396958,0.140353216,0.110337013,0.133773805,0.153087793,0.117309322,0.099003807,0.111931926,0.128450366,0.154816058,0.090683981,0.116359825,0.107444,0.06562292,0.083903905,0.06205395,0.098376834,0.093324232,0.11570982,0.12396577,0.08900373,0.053095537,0.069691478,0.062974486
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__RBG-13-54-9;f__RBG-13-54-9;g__RBG-13-54-9;s__uncultured_bacterium,1.039463069,0.916671873,0.77852366,0.653244399,0.538383595,0.530714305,0.612638918,0.622702956,0.651945435,0.620600009,0.554228993,0.537843404,0.562227776,0.628697019,0.852525057,0.86652498,1.137011118,1.197256434,1.336785864,0.816452926,0.79650123,0.585167286,0.438132848,0.392182429,0.223120472,0.312243809,0.258798074,0.623142458,0.454488409,0.308918698,0.503671995,0.445007793,0.2606773,0.572376336,0.441566225,0.413708977,0.327125386,0.515106783,0.3414926,0.285054661,0.438240206,0.307473167,0.316319251,0.358412034,0.352709208,0.275138291,0.384242664,0.362554469,0.495363637,0.388574673,0.44117189,0.305755411,0.224818715,0.343607884,0.296766323,0.28116524,0.359677708,0.293801503,0.212464714,0.190985494,0.189205607,0.157904833,0.203252023,0.213063704,0.187153899,0.1785606,0.171015994,0.152637797,0.144324907,0.229446859,0.223367702,0.219051134,0.204892668,0.184407948,0.2217009,0.211023558,0.159205705,0.197490779,0.215212514,0.147170941,0.140593364,0.218507239,0.198473858,0.131623222,0.16499024,0.120769014,0.223826527,0.114663204,0.199014091,0.16361563,0.108285407,0.116906727,0.136649364,0.113347416,0.108123177,0.157648833,0.123973915,0.140620642,0.097328506,0.121522303,0.079931127,0.099545834,0.086040615,0.069190183,0.100488134,0.074333751,0.066023479,0.062974486
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b;g__A4b;s__uncultured_Anaerolineae,0.042303691,0.017742005,0.026845606,0.0435496,0.0221687,0.0274507,0.016647798,0,0.027039206,0.037050789,0,0,0.017661602,0,0.032561702,0.032868192,0.044030001,0.037777488,0.045314799,0.01695059,0.028963701,0.029076599,0,0,0,0,0,0,0.020199514,0.023251992,0.006019998,0.014735403,0.012124505,0.019355691,0,0.011753105,0,0,0.0199412,0,0,0,0,0,0.010373797,0,0,0,0,0.028998098,0.025391205,0.017985601,0.031664602,0.016843499,0.030700002,0.033875293,0,0.030455,0.016862309,0.019098499,0.009750006,0,0.021026102,0.0254404,0.01871541,0,0.031669599,0,0.020617801,0,0,0.018775794,0.021731007,0.022256094,0.035343584,0.012598397,0,0.026138511,0.021521211,0.029979288,0.020503195,0.026326193,0.030797709,0.025204404,0.022210192,0,0.022067403,0.019110501,0.021432299,0.024696705,0.015469301,0.024873806,0.010931897,0,0.020927096,0.011260602,0.027549726,0,0,0,0,0.009330003,0,0.011531697,0.011484404,0.021238215,0,0.017492896
