,UASB_004,UASB_005,UASB_006,UASB_007,UASB_008,UASB_009,UASB_010,UASB_011,UASB_012,UASB_013,UASB_014,UASB_015,UASB_016,UASB_017,UASB_018,UASB_019,UASB_020,UASB_021,UASB_022,UASB_023,UASB_024,UASB_025,UASB_026,UASB_027,UASB_028,UASB_029,UASB_030,UASB_031,UASB_032,UASB_033,UASB_034,UASB_035,UASB_036,UASB_037,UASB_038,UASB_039,UASB_040,UASB_041,UASB_042,UASB_043,UASB_044,UASB_045,UASB_046,UASB_047,UASB_048,UASB_049,UASB_050,UASB_051,UASB_052,UASB_053,UASB_054,UASB_055,UASB_056,UASB_057,UASB_058,UASB_059,UASB_060,UASB_061,UASB_062,UASB_063,UASB_064,UASB_065,UASB_066,UASB_067,UASB_068,UASB_069,UASB_070,UASB_071,UASB_072,UASB_073,UASB_074,UASB_075,UASB_076,UASB_077,UASB_078,UASB_079,UASB_080,UASB_081,UASB_082,UASB_083,UASB_084,UASB_085,UASB_086,UASB_087,UASB_088,UASB_089,UASB_090,UASB_091,UASB_092,UASB_093,UASB_094,UASB_095,UASB_096,UASB_097,UASB_098,UASB_099,UASB_100,UASB_101,UASB_102,UASB_103,UASB_104,UASB_105,UASB_106,UASB_107,UASB_108,UASB_109,UASB_110,UASB_111
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae,0.157128178,0.10645223,0.174496623,0.0770493,0.129845511,0.140303801,0.11653459,0.115693482,0.141204706,0.157465663,0.082544713,0.1101607,0.10302601,0.152104104,0.136167206,0.194221166,0.220150202,0.148204073,0.23628418,0.056501981,0.139025714,0.136296686,0.129929033,0.150336577,0.029102697,0.116697227,0.083548993,0.070303289,0.118671963,2.544427255,0.066219782,0.050100206,0.096996227,0.082953077,0.097144521,0.025856807,0.064777286,0.132542083,0.082257299,0.054160408,0.040631504,0.022655898,0,0.024094895,0.041495195,0.039710703,0.055386306,0.030987594,0.036603202,0.055096398,0.034912905,0.035971199,0.0253317,0.040424499,0.017055501,0.033875294,0,0.046578297,0.067449123,0.054112596,0.019505707,0.024502503,0.024530403,0.041340701,0.016843804,0.0302645,0.063339202,0.092218699,0.089344005,0,0.024055002,0.046939493,0.049670909,0.079486188,0.04819589,0.07874019,0.064939116,0.026138503,0.021521207,0.029979296,0.041006395,0.0210609,0.023953704,0.078413805,0.05711199,0.0130561,0.072507207,0.049141401,0.107161394,0.182138121,0.1361302,0.169141621,0.218638995,0.33174847,0,0.170786222,0.322331974,0.081247508,0.134246199,0.090495369,0.107599609,0.077770211,0.094941411,0.161443772,0.143554428,0.124774345,0.110039181,0.146940475
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15;f__SJA-15,2.230011183,1.753504602,1.688590821,1.480687394,1.292120706,1.180381912,1.431710573,1.504014962,1.463121559,1.732122589,1.559506151,1.393208906,1.477687648,1.592023043,2.095790792,2.15734862,2.173012224,2.423572754,2.692992171,2.234651949,2.218618131,1.831827806,1.504759382,1.300738398,0.688763032,0.946193322,0.835489926,1.514715555,1.484661785,1.155953953,1.539109388,1.29081705,1.212452233,1.905156378,1.937003626,1.304593443,1.172469341,1.909810857,1.365970389,1.066104358,1.303111333,0.880344307,1.056793736,1.057164975,1.165323661,1.216848783,1.789670706,1.549378395,2.130307598,1.893576819,2.424858378,2.562949528,2.371679219,3.59777661,3.762450654,4.088752697,4.768939968,5.19885312,5.196953077,5.818690693,6.481754727,6.596608724,6.626717869,6.922979204,7.190449303,7.593365939,8.063086094,7.743186846,8.150923056,7.93045891,8.402062698,7.698083691,8.354031171,8.387382767,8.52102777,8.48503828,9.137568466,9.723514274,9.982786404,10.32922581,10.35118949,10.50151367,10.25220045,10.2890115,10.74657927,10.59503226,10.51984596,10.80564594,10.44364786,11.05177167,11.03892089,10.77034187,11.58513225,11.44532267,11.76101217,11.7410821,12.08056191,12.0996231,12.5486642,12.21170334,12.38625287,12.78230753,13.34520248,13.6506448,13.05484038,13.20750184,13.03964849,13.1651659
d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae,0.474406133,0.354840701,0.295302039,0.261297799,0.262857922,0.250106803,0.206432682,0.210970467,0.156226506,0.194516454,0.18867373,0.174961101,0.153067215,0.209565706,0.23681251,0.292825748,0.354830404,0.374869131,0.446674162,0.285334804,0.266465928,0.170825182,0.11784263,0.124191081,0.109943389,0.100927324,0.11819129,0.172562572,0.164120787,0.176050462,0.234779437,0.150300617,0.118214133,0.129959864,0.13541363,0.110479129,0.132793471,0.15664068,0.129617599,0.122573518,0.142210415,0.122989287,0.132997805,0.117462775,0.124485585,0.119132008,0.193852122,0.130147774,0.185456309,0.124691895,0.171390527,0.155875296,0.113992601,0.192016195,0.177377507,0.199864466,0.170204624,0.191687586,0.158505354,0.203717886,0.187255067,0.111622316,0.234791127,0.333905705,0.321904572,0.296592198,0.304028407,0.324355298,0.343630819,0.416882306,0.340206232,0.359869744,0.369427569,0.40696934,0.456254107,0.45669284,0.538366634,0.354321646,0.375084628,0.40063225,0.412993152,0.360668696,0.44485518,0.565699633,0.533045604,0.509188203,0.476025348,0.546015507,0.661339166,0.592720668,0.637336799,0.604432577,0.642251986,0.669026143,0.65222696,0.739447995,0.68598857,0.521858752,0.630957195,0.584341501,0.80853427,0.808809916,0.756564384,0.812984557,0.677576934,0.844218203,0.825294254,0.83616126
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae,1.356741207,1.191673441,0.985235029,0.800643197,0.636559452,0.603916306,0.552706851,0.530828816,0.534775421,0.469309489,0.400931665,0.369362401,0.494524949,0.706439119,0.704517231,0.732064271,1.082621112,1.005463015,1.217025297,0.689323768,0.67775017,0.512475646,0.438132711,0.395450639,0.135812387,0.220778452,0.248609178,0.594382004,0.568110401,0.431821908,0.589958542,0.60120247,0.345548895,0.608322833,0.597586231,0.441916316,0.459918898,0.656685717,0.498529296,0.250848037,0.658811267,0.362494662,0.373831813,0.427685009,0.452989346,0.425471629,0.661174276,0.539183694,0.65153733,0.550964176,0.615736296,0.605515583,0.471802704,0.623210384,0.620821425,0.586043299,0.677606995,0.519527062,0.559827491,0.487012966,0.415472049,0.615284186,0.494112757,0.426127306,0.477242206,0.453967696,0.532049713,0.429293697,0.35737602,0.675414033,0.680412465,0.585179508,0.720228635,0.693119598,0.671528964,0.623621918,0.517418528,0.679600489,0.694829037,0.651368019,0.673676721,0.629195692,0.530404195,0.431275925,0.475933514,0.538564503,0.643107165,0.518714707,0.535807172,0.552588564,0.621867499,0.55468507,0.47553979,0.497622755,0.397614275,0.435410956,0.542729893,0.490609749,0.449724796,0.480918236,0.448844139,0.311080744,0.326361136,0.441087322,0.347401769,0.353084927,0.289769949,0.23790356
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae,21.04006471,24.4810526,24.09664746,22.39790951,21.19648004,20.4508024,24.46893302,30.21300733,31.03800634,28.55686613,34.57150997,36.29147245,39.36183134,39.28680176,38.38138819,43.54437934,39.89640034,40.41322046,32.39035165,51.75860621,51.48873845,57.92610286,67.07057154,65.48466205,70.84558719,64.76378232,63.97611157,50.13260938,51.85964113,57.84752122,57.4667743,61.92680198,61.56226113,48.82619982,49.70857734,54.25933447,53.08824737,44.60342234,45.64036053,46.14464353,42.48607353,43.63853637,40.78720489,39.78976322,35.48531688,37.64289006,33.9345096,35.18328457,32.49146069,33.72770625,32.36424155,32.64688159,36.47446279,29.61428256,31.94842541,32.95392383,32.47696275,32.8788941,35.88966557,37.81194035,37.81381188,35.41967776,36.39963972,35.23818663,34.27721984,33.06397894,31.87864277,30.66111209,29.48352455,23.34540961,22.96220148,20.69094685,19.73178071,19.28652906,18.00275955,18.00944642,17.21097267,14.69272962,13.7951225,13.44979662,13.26850255,12.79978925,14.24905296,12.57981473,13.11038254,12.65136938,10.17937743,10.66914204,9.647591398,9.718150118,10.19120099,9.621173722,10.13664918,10.11279959,9.455546814,9.436406808,9.061110184,9.668448857,10.04832852,10.58537229,12.30017326,12.27524596,11.83800751,12.23801205,12.35142365,13.29776417,15.13039382,14.17975483
d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae,0.075542389,0.065054119,0.069798709,0.0502496,0.044337504,0.0244007,0.013318199,0.010208198,0.024034901,0.012350297,0.047168408,0,0.011774401,0,0.035521902,0.071712387,0.02849,0.026153695,0.064735394,0.042376486,0.017378202,0.023624797,0,0.003269999,0,0.012615903,0,0.019173597,0.040398921,0,0.026086593,0.023576603,0.015155604,0.019355695,0.008830002,0.018804905,0,0.051209393,0.0324044,0,0.034827004,0.025892497,0.025161801,0.015059297,0.017289698,0.022691802,0,0.030987594,0.024402101,0.034797699,0.025391204,0.047961599,0.0189988,0.0134748,0.017055501,0.044037892,0.038536905,0.025080598,0.047214416,0.031830898,0.009750004,0.040837406,0.052565206,0.0222604,0.009360002,0.0211852,0,0,0.041235702,0.067864533,0.034364303,0.06258609,0.040357608,0.041332794,0.05140889,0.053543293,0.027232507,0.040659905,0.055340319,0.059958593,0.058580593,0.052652399,0.037641607,0.033605902,0.028555995,0.0261122,0.028372403,0.043681201,0.033679298,0.021609602,0.0247509,0.069646509,0.030062899,0.049762226,0.031390598,0.030028304,0.024794813,0.024999202,0.0469862,0.023270192,0.024594202,0.040440506,0.029669203,0,0.022968705,0.037166813,0.025675795,0.006999999
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae,0.166193276,0.162635347,0.118120815,0.127298899,0.107676709,0.137253701,0.129852788,0.214373166,0.204296208,0.185253756,0.150349324,0.1231208,0.144236414,0.118303203,0.186489808,0.158364972,0.147630102,0.16563987,0.262178278,0.152555249,0.118751112,0.159921483,0.108777828,0.12745928,0.071139893,0.088311421,0.063171194,0.092672485,0.136346472,0.106294577,0.128426366,0.132618215,0.093965026,0.276510324,0.306152567,0.223308759,0.239676047,0.361478354,0.269205798,0.233744835,0.281518529,0.265397872,0.197699507,0.225889952,0.293924365,0.269465318,0.405012547,0.281986844,0.402635419,0.414672982,0.498302078,0.548561185,0.326145503,0.596260685,0.501432721,0.64024379,0.722566701,0.68255105,0.687980835,0.70982935,0.698305251,0.745964004,0.728903885,0.67417161,0.567076026,0.653713495,0.684063816,0.728209395,0.694134239,0.678645635,0.683848865,0.804230674,0.655035523,0.61363341,0.632972272,0.655118014,0.56350434,0.697026091,0.664084326,0.659544218,0.629741326,0.721337391,0.698080426,0.69452224,0.659961181,0.678917604,0.69354697,0.75896151,0.701141964,0.580372367,0.652806099,0.674079086,0.576660287,0.539091277,0.694081057,0.62871848,0.655683853,0.753101575,0.765203394,0.723962953,0.713231761,0.687488398,0.63195377,0.585233597,0.683319135,0.698205651,0.62355559,0.745198076
d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__uncultured;f__uncultured,0.042303694,0.047312114,0.037583905,0.0234498,0.053838404,0.0457512,0.016647799,0.017013697,0,0.024700494,0,0,0.020605202,0.020280501,0.035521902,0.032868194,0.049210001,0.023247696,0.029130898,0.048026684,0.057927406,0.025442097,0.018129605,0,0.009699999,0.006310001,0,0.009589998,0.005050003,0,0.018059995,0.005890001,0,0,0.041212809,0.011753103,0,0.021086197,0.0199412,0.008550001,0.037729304,0.032365597,0.0143781,0.009039998,0.027663497,0.022691802,0.00346,0.021691296,0.017081501,0.0029,0.019043403,0.053956798,0,0.020212199,0.017055501,0.016937697,0.028902704,0.008959999,0.006740002,0.00637,0.005850002,0.019057503,0.024530403,0.0190803,0.031816107,0.0121058,0.00317,0.0127198,0.017181501,0.035548118,0.020618602,0.025034396,0.021731004,0.022256097,0.035343593,0.028346496,0.012568903,0,0.043042515,0.024528497,0.049793494,0.0289588,0.027375705,0.019603501,0.028555995,0.0130561,0.025219903,0.0382211,0.045926298,0.030870904,0.0185632,0,0.0191309,0.024881113,0.017439199,0.015014202,0.024794813,0.031249003,0,0.018099094,0,0.034218905,0.032636104,0.031712194,0,0.034512112,0,0
d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae,0.123889482,0.076882122,0.080536911,0.0468996,0.069673206,0.0335509,0.043284296,0.051041192,0.033047901,0.030875593,0.032428305,0.0259202,0.055928406,0.027040701,0.079924204,0.059760389,0.059570101,0.061025189,0.084155993,0.093228169,0.055031006,0.038163096,0.021151205,0.045754593,0,0,0,0.038347194,0.030299216,0.023251995,0.03611989,0.053047306,0.033342409,0.055302085,0.020606405,0.018804905,0.032388693,0.057234093,0.0249265,0.048459307,0.011609001,0.016182798,0,0,0.027663497,0.022691802,0.020769902,0.015493797,0.021961901,0,0.031739005,0,0,0.0134748,0.020466601,0.016937697,0,0.026872098,0,0.035013998,0.013654005,0,0,0.0222604,0.016843804,0.00605,0,0.0158998,0,0.029084814,0,0.015646498,0,0.015897198,0,0,0.012568903,0.020329903,0.012297904,0.008179999,0,0.0236936,0.006840001,0,0,0,0.022067402,0.0218406,0.018370499,0.021609602,0.0216571,0,0,0.022116611,0,0,0,0,0.00671,0.010342296,0,0,0,0,0,0,0,0
d__Bacteria;__;__;__;__,0.063455591,0.068011119,0.07785231,0,0.028502702,0.067101801,0.026636498,0.023819196,0.024034901,0.027788093,0.056012509,0.0486003,0.088308009,0.074362002,0.097685204,0.137448776,0.121730101,0.177263667,0.148891387,0.141254853,0.055031006,0.079960692,0.042302511,0.042486393,0,0,0.036679997,0.044738393,0.053023628,0.066434086,0.098326374,0.047153105,0.081840523,0.060832283,0.097144521,0.063466717,0.058299587,0.08133269,0.069794099,0.031356005,0.10157881,0.038838696,0.071890702,0.057225488,0.058784893,0.093603706,0.197313823,0.167332867,0.236700811,0.162389393,0.266607442,0.299760192,0.291314402,0.299814693,0.347932914,0.301490448,0.346831949,0.256180581,0.283286197,0.257830382,0.243821688,0.21779973,0.185730322,0.184443203,0.164695337,0.096846399,0.136179403,0.136737999,0.158070209,0.261763329,0.192439918,0.19401677,0.180057134,0.146254579,0.134948373,0.135433082,0.232524058,0.212012128,0.347414518,0.337948258,0.275328768,0.265894397,0.232693442,0.285650317,0.184027667,0.172993401,0.258503826,0.212946003,0.162272992,0.200660623,0.1144731,0.23878823,0.068324698,0.248811328,0.139513791,0.150141719,0.159788486,0.19999382,0.161095399,0.230116822,0.313576027,0.239532134,0.148345916,0.22775096,0.195234039,0.169905561,0.161390871,0.18192627
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__uncultured,0.271952561,0.195162356,0.144966419,0.1239489,0.104509809,0.115903101,0.023306898,0.020416497,0.108156804,0.067926384,0.029480305,0.0486003,0.085364409,0.037181001,0.133207006,0.131472777,0.170940202,0.139486174,0.148891387,0.056501981,0.112958412,0.059970594,0.003020001,0.075168288,0,0.003150001,0.014264499,0.079890087,0.095947551,0.089686081,0.104346372,0.08251801,0.009090002,0.14655046,0.041212809,0.084622322,0.022672095,0.15362828,0.067301499,0.031356005,0.159623916,0.051784995,0.068296202,0.036142392,0.08644839,0.042547203,0.065771308,0.089863982,0.078086904,0.057996198,0.044434607,0.065947198,0.0506634,0.111167297,0.075044303,0.11517618,0.105976415,0.057327096,0.077566427,0.00318,0.048764318,0.027225004,0.056069507,0.050880901,0.031816107,0.0302645,0.041170501,0.073138899,0.030926802,0.038779719,0.041237104,0.093879085,0.058984211,0.114460083,0.057834988,0.081889789,0.052370313,0.145213819,0.05841482,0.035430096,0.090799889,0.073713299,0.041063507,0.081214305,0.006349999,0.0554885,0.075659708,0.049141401,0.058173397,0.033958004,0.0835344,0.059697008,0.027329899,0.033174817,0.013951399,0.028151604,0,0.018749402,0.0402739,0.025855791,0.036891303,0,0.056371506,0.060541389,0.011484402,0,0.029343795,0.027988695
d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae,0.13899798,0.097581228,0.110067114,0.0703494,0.044337504,0.054901501,0.039954696,0.078263188,0.051074102,0.052488588,0.06190861,0.0259202,0.050041205,0.070981902,0.044402302,0.059760389,0.108780101,0.10752058,0.126233989,0.045201585,0.060823706,0.049066795,0.03928091,0,0,0.031539807,0.028528897,0.047933992,0.032824117,0.023251995,0.064213183,0.061888507,0.048498113,0.052536986,0.052987912,0.030558008,0.029149794,0.051209393,0.0623162,0.051309808,0.046436005,0.022655898,0.039539901,0.021083096,0.055326893,0.031201202,0.051924706,0.061975088,0.070766203,0.055096398,0.072999711,0.074939998,0.072828601,0.040424499,0.064811003,0.023712696,0.067439509,0.059118596,0.05733172,0.050929496,0.040962015,0.054449908,0.038547804,0.057241001,0.061760714,0.0242116,0.044337501,0.0317995,0.037799402,0.084022841,0.065292106,0.084491187,0.058984211,0.076306789,0.035343593,0.069291291,0.064939116,0.07841541,0.070712724,0.073585491,0.058580593,0.052652399,0.037641607,0.047608403,0.041247593,0.0489604,0.056744706,0.0382211,0.076543896,0.046306305,0.0680651,0.042285405,0.079256598,0.044233123,0.041854097,0.048796106,0.041324622,0.062498006,0.0369177,0.049126083,0.033817003,0,0.023735403,0.028829195,0.043066309,0.045131116,0,0.045481592
d__Bacteria;p__WPS-2;c__WPS-2;o__WPS-2;f__WPS-2,0.009069999,0,0,0,0,0,0,0,0,0,0,0,0.011774401,0,0,0.017928097,0,0,0,0,0,0,0.012086403,0,0,0.006310001,0,0,0,0,0,0,0,0,0,0,0,0,0.0124632,0.008550001,0,0,0.017972701,0.018071196,0.020747598,0.017018901,0,0.021691296,0.051244502,0.043497198,0.142825422,0.173860895,0.161489501,0.316658192,0.474143819,0.450541923,0.333986347,0.209602285,0.094428732,0.082760394,0.062418322,0.07350741,0.028034803,0.047700801,0.076733017,0.072634799,0.057005301,0.0317995,0.068726204,0.090486045,0.099656409,0.137689278,0.201788238,0.228920266,0.24740545,0.330708656,0.590736847,0.670887588,0.55647809,0.179875678,0.041006395,0.0394893,0.047907509,0.053209403,0.019037297,0.0163201,0.059897206,0.054601501,0.052049797,0.114222213,0.0835344,0.124368816,0.117518397,0.232223919,0.376687177,0.290899537,0.410491121,0.284366128,0.281916998,0.191333035,0.083005407,0.087102612,0.083073709,0.072073087,0.063163913,0.053095519,0.05501959,0.024490096
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia;f__Hungateiclostridiaceae,0.392820444,0.372582707,0.394630952,0.278047599,0.323030126,0.295858003,0.346274169,0.258608959,0.25236591,0.191428855,0.135609222,0.0972006,0.126574813,0.145343904,0.171689108,0.179281068,0.119140101,0.122050378,0.139181088,0.081927772,0.081098308,0.070874292,0.051367313,0.039218194,0,0.022077805,0.012226699,0.041542793,0.055548529,0.049825589,0.032106591,0.029470703,0.033342409,0.058067184,0.038269108,0.016454304,0.003239999,0.018073898,0.0274191,0,0.023218002,0,0,0,0,0.00284,0,0.003099999,0.048804302,0.023198499,0,0.050959199,0,0,0.00341,0.044037892,0.022479803,0.041203897,0.020234707,0,0,0,0.028034803,0.0222604,0.031816107,0.0181587,0.044337501,0,0,0.042011421,0.010309301,0.012517198,0.003100001,0.009539999,0.035343593,0.022047197,0.014663704,0.063894108,0.049191417,0.021803097,0.046864495,0.044754499,0.085549115,0.036406402,0.066630688,0.0391683,0.028372403,0.051871501,0.079605596,0.043219205,0.0495019,0.052234907,0.060125699,0.049762226,0.048829797,0.050672806,0.071629339,0.090622209,0.0570546,0.103423265,0.083005407,0.146207921,0.195816622,0.230633959,0.206718341,0.33450152,0.278766051,0.307875249
d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia;o__Omnitrophales;f__Omnitrophaceae,0.015108498,0.008870003,0.010738301,0.0334997,0,0,0,0,0,0,0,0,0.008830001,0,0.035521902,0.05677229,0.03626,0.075554986,0.055025095,0.03107609,0.008690001,0.005449999,0.012086403,0,0,0.015769904,0.016302199,0.025564796,0.022724412,0.023251995,0.03611989,0.008840001,0,0,0,0,0.012955497,0,0,0,0,0,0.00719,0.009039998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019098499,0.021456308,0.010890002,0.028034803,0.047700801,0.035559208,0.0302645,0.053838401,0.066779,0.048108303,0.151887375,0,0.075103288,0.090028617,0.057230092,0.083539483,0.094488188,0.129878332,0.029042804,0.079936127,0.054507793,0.052722494,0.115835199,0.082127115,0.123221707,0.145952974,0.231745901,0.091422109,0.185645302,0.137778993,0.135831816,0.1546934,0.174116422,0.210439995,0.232223919,0.226709886,0.165155921,0.236927828,0.165619816,0.194656998,0.168062843,0.184456516,0.251975436,0.225485825,0.256580255,0.218202743,0.228310582,0.234750358,0.167931972
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae,3.462862908,3.161039404,2.74899366,2.42537939,2.299214789,2.132007621,2.407271586,2.524839701,2.427519997,2.420649026,1.969281917,1.678330707,1.736724574,1.737366947,1.915221184,1.972091553,2.022792022,2.188189797,2.796568762,1.774161104,1.63934447,1.613753029,1.14216679,1.085038032,0.843977316,0.933577419,0.770280932,1.128047617,1.090771977,1.182527547,1.234096869,1.240716844,1.039677786,2.781694238,2.564027664,2.287152102,2.114979333,3.446094062,3.237948074,2.83914412,3.308567737,3.58934482,4.327821847,5.30389627,6.998858067,6.711105256,8.709499802,9.166122594,10.07076666,10.53791455,12.1909436,12.88369264,12.2257054,14.99747313,14.40851469,17.25609463,19.49003133,21.36330904,22.10306976,23.02011549,23.72482172,26.77847425,25.44505485,24.30197836,23.71425889,25.81562839,27.97694517,28.4065251,29.75842917,29.13328736,31.78350822,33.80585279,34.18291963,35.68929905,35.01911059,35.91180626,35.96163202,38.68204507,40.7643255,41.43136952,41.08256449,41.7928125,40.59474431,40.06385352,40.67328008,40.79381164,42.38517498,40.95388953,41.00609077,39.23996381,39.26118426,39.3428401,37.87920117,38.22571901,39.96372392,40.93238514,41.13176497,42.4111789,42.18015806,41.9381386,38.69282183,38.486909,38.67379159,37.02539208,37.24663387,36.03590544,34.486294,34.81789299
d__Bacteria;p__Armatimonadota;c__uncultured;o__uncultured;f__uncultured,0.075542389,0.041398112,0.051006707,0.0502496,0.044337504,0.0335509,0,0.027221996,0.039056602,0.027788093,0,0.0194401,0.038266804,0.020280501,0.017760901,0.026892195,0.03626,0.058119289,0.058261895,0.033901189,0.026067303,0.036345796,0,0,0,0,0,0.035151594,0.027774315,0.033217093,0.020066595,0.023576603,0.003030001,0.041476589,0.04710041,0.025856807,0.022672095,0.024098597,0.0348971,0.011402202,0.020315802,0.012946199,0,0.021083096,0.020747598,0,0.024231503,0.037185093,0.021961901,0,0.038086806,0.044963999,0.0379975,0.020212199,0.037522202,0.05758809,0.022479803,0.035829497,0.026979609,0.019098499,0.039011414,0.032670005,0.049060806,0.050880901,0.009360002,0.0181587,0.031669601,0.0540592,0.013745201,0.051706325,0,0.015646498,0.034148806,0.031794495,0.019278296,0.062992092,0.048180712,0.055181207,0.05841482,0.032704696,0.041006395,0.0184283,0.051329409,0.011202001,0.015864497,0.0522244,0.018914902,0.0218406,0.045926298,0.033958004,0.0525958,0.039798005,0.027329899,0.022116611,0.034878398,0.022521303,0.033059718,0.015624502,0.0134246,0.043954885,0.018445602,0.027997304,0.047470705,0,0,0.034512112,0.044015692,0.024490096
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae,0.673838104,0.623928278,0.593288678,0.505845698,0.411705134,0.427011504,0.412865363,0.340274846,0.318461813,0.29331843,0.244686239,0.243001601,0.341457734,0.38871051,0.408501618,0.40039433,0.510230506,0.549226899,0.563197852,0.457665746,0.324393234,0.37617896,0.271944469,0.248382162,0.155214185,0.249164259,0.144682387,0.36749424,0.318141768,0.262414844,0.278925925,0.318283637,0.272801775,0.536430153,0.526935616,0.331437287,0.31740883,0.500045136,0.466124896,0.256549138,0.351172536,0.236268875,0.237239408,0.28311544,0.345793359,0.263792418,0.318471337,0.291283143,0.353831116,0.278381888,0.342781053,0.34472419,0.189987702,0.39413849,0.313821813,0.294715349,0.311506544,0.318882077,0.266423891,0.267379681,0.25162399,0.274972138,0.245304228,0.238504104,0.256400757,0.275407098,0.256523906,0.213056899,0.302395117,0.368407582,0.288659827,0.434973032,0.400471975,0.391072043,0.292388241,0.324409357,0.178058944,0.30785324,0.338191115,0.256186568,0.292902966,0.294853196,0.266913048,0.271647816,0.352190837,0.326402702,0.331011033,0.313958904,0.293928485,0.290186233,0.256791,0.345745344,0.303361593,0.309631959,0.226709886,0.360340146,0.286517354,0.315615131,0.379245497,0.328368888,0.430398437,0.357742851,0.332294937,0.380545933,0.333046266,0.358394529,0.326449742,0.374348337
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae,0,0,0,0,0,0.0213506,0.019977398,0.017013697,0.00601,0,0,0,0,0,0.00592,0,0,0,0.029130898,0.028250991,0.037652804,0.018172898,0.036259309,0.06209559,0.038803596,0.220778452,0.34234707,0.30677785,0.532761282,0.528151387,0.431432284,0.512790359,0.494074236,1.02032322,1.201060064,1.010766066,0.855060511,1.298309935,1.071838091,0.686981702,0.769096878,0.650548531,0.571531319,0.457803602,0.563643233,0.462345831,0.529631761,0.45861601,0.529526624,0.400173983,0.422128466,0.34472419,0.231151602,0.316658192,0.330877314,0.284552751,0.366100451,0.311716177,0.266423891,0.197351686,0.228217082,0.242302134,0.273338932,0.206703603,0.213355348,0.239089598,0.186850804,0.155817699,0.147761208,0.177740488,0.137457013,0.19088747,0.142803927,0.155792977,0.112456977,0.107086586,0.087982122,0.113266715,0.098382834,0.100839387,0.090799889,0.113202599,0.130034623,0.075613304,0.076149386,0.084864701,0.069354707,0.098282801,0.055111597,0.058654607,0.0371264,0.044772806,0.043727799,0.052526827,0.017439199,0.016890902,0.027549715,0,0.0268492,0.033612589,0.00307,0.012443202,0.011867701,0.031712194,0,0.02654771,0,0
d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliales,0,0.017742005,0,0,0,0,0,0,0,0.015437796,0.106128917,0.0259202,0,0,0,0.023904096,0.02331,0,0.022657398,0.016950594,0,0,0,0,0,0,0,0,0.007570004,0.016608496,0,0,0,0,0,0,0,0,0.0124632,0.019953803,0.011609001,0,0,0,0,0.048220103,0,0.021691296,0.012201101,0,0,0,0.0158323,0.026949599,0.081866603,0.121951179,0.163781823,0.351128574,0.239444282,0.165520788,0.097528635,0.119789817,0.231286827,0.228963903,0.218969949,0.214877998,0.247023106,0.279835898,0.151197608,0.219751908,0.257732024,0.212792567,0.440829583,0.327483052,0.224914054,0.239370068,0.278609969,0.22653353,0.236733781,0.422435347,0.418851151,0.576543393,0.814427147,1.232216971,1.338959659,1.374155408,1.238927025,1.919244325,1.754385909,2.713549512,2.902048097,2.984852279,3.238589729,2.988500933,3.104181708,2.702550846,2.314178347,2.243680122,2.164720083,1.830591976,1.896827463,1.714054845,1.756416195,1.836422577,1.915016179,2.017628424,2.402523175,1.623342229
